flopo_id	label	entity	old_filler	old_filler_label	new_filler	new_filler_label	word_scope	action
FLOPO:0000060	petal pink	PO_0009032	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000061	petal color	PO_0009032	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000072	lower glume grey	PO_0006002	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000073	lower glume color	PO_0006002	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000075	seed yellow	PO_0009010	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000076	seed color	PO_0009010	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000146	fruit light green	PO_0009001	PATO:0001250	light green	FLOPO:0988166	light green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000147	fruit color	PO_0009001	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000218	corolla pink	PO_0009059	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000219	corolla color	PO_0009059	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000263	keel dark blue	PO_0025327	PATO:0001244	dark blue	FLOPO:0988200	dark blue	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000264	keel color	PO_0025327	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000280	peristome dark purple	PO_0030042	PATO:0001259	dark purple	FLOPO:0988237	dark purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000281	peristome color	PO_0030042	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000330	inflorescence red brown	PO_0009049	PATO:0001287	red brown	PATO:0001287	reddish brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000331	inflorescence color	PO_0009049	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000411	corolla purple	PO_0009059	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000413	stem grey	PO_0009047	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000414	stem color	PO_0009047	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000493	corolla yellow	PO_0009059	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000525	corolla blue	PO_0009059	PATO:0000318	blue	FLOPO:0988007	blue	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000769	fruit brown	PO_0009001	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000797	vascular bundle purple	PO_0005020	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000798	vascular bundle color	PO_0005020	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000810	stem purple	PO_0009047	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000862	lamina green	PO_0025060	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000863	lamina color	PO_0025060	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000890	bark grey	PO_0004518	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000891	bark color	PO_0004518	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000905	corolla white	PO_0009059	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000920	lamina pink	PO_0025060	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000930	bark brown	PO_0004518	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000954	bud pink	PO_0000055	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0000955	bud color	PO_0000055	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0000985	bud yellow	PO_0000055	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001010	lamina grey	PO_0025060	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001063	fruit yellow	PO_0009001	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001079	bark ochre	PO_0004518	PATO:0001945	ochre	FLOPO:0988004	yellow	RELATED	keep ID; replace EquivalentTo by SubClassOf(has_part some (E and has_quality some TARGET)); keep old PATO filler until PATO obsoletes it
FLOPO:0001089	corolla lilac	PO_0009059	PATO:0001943	lilac	FLOPO:0988008	purple	RELATED	keep ID; replace EquivalentTo by SubClassOf(has_part some (E and has_quality some TARGET)); keep old PATO filler until PATO obsoletes it
FLOPO:0001125	pappus white	PO_0025393	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001126	pappus color	PO_0025393	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001202	shoot apex purple	PO_0000037	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001203	shoot apex color	PO_0000037	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001210	fruit white	PO_0009001	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001218	rhizome brown	PO_0004542	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001219	rhizome color	PO_0004542	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001220	flower purple	PO_0009046	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001221	flower color	PO_0009046	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001226	bud green	PO_0000055	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001235	stereome brown	PO_0030050	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001236	stereome color	PO_0030050	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001240	style red	PO_0009074	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001241	style color	PO_0009074	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001253	aril white	PO_0009090	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001254	aril color	PO_0009090	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001327	style white	PO_0009074	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001352	corolla orange	PO_0009059	PATO:0000953	orange	FLOPO:0988002	orange	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001387	fruit red	PO_0009001	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001402	bract pink	PO_0009055	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001403	bract color	PO_0009055	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001440	peristome purple	PO_0030042	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001479	stereome yellow	PO_0030050	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001533	leaf yellow	PO_0025034	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001534	leaf color	PO_0025034	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001555	fruit green	PO_0009001	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001618	corolla red	PO_0009059	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001640	corolla violet	PO_0009059	PATO:0001424	violet	FLOPO:0988027	violet	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001659	flower pink	PO_0009046	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001683	stamen orange	PO_0009029	PATO:0000953	orange	FLOPO:0988002	orange	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001684	stamen color	PO_0009029	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001718	calyx brown	PO_0009060	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001719	calyx color	PO_0009060	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001722	flower white	PO_0009046	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001760	lamina brown	PO_0025060	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001764	aril yellow	PO_0009090	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001777	seed purple	PO_0009010	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001781	seta green	PO_0030032	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001782	seta color	PO_0030032	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001798	bark yellow	PO_0004518	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001799	aril brown	PO_0009090	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001816	peristome red	PO_0030042	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001837	perianth white	PO_0009058	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001838	perianth color	PO_0009058	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001843	calyx dark red	PO_0009060	PATO:0001261	dark red	FLOPO:0988042	dark red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001858	corolla black	PO_0009059	PATO:0000317	black	FLOPO:0988011	black	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001920	involucre green	PO_0009100	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001921	involucre color	PO_0009100	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001941	whole plant purple	PO_0000003	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001942	whole plant color	PO_0000003	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0001955	seed green	PO_0009010	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001974	bud grey	PO_0000055	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001977	stem pink	PO_0009047	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001989	leaf purple	PO_0025034	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001992	awn white	PO_0025349	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0001993	awn color	PO_0025349	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002072	calyx white	PO_0009060	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002075	pericarp white	PO_0009084	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002076	pericarp color	PO_0009084	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002085	leaf green	PO_0025034	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002096	bark green	PO_0004518	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002108	corolla pale pink	PO_0009059	PATO:0002020	pale pink	FLOPO:0988035	pale pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002111	stem white	PO_0009047	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002124	axil green	PO_0025224	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002125	axil color	PO_0025224	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002144	fruit grey	PO_0009001	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002163	aril orange	PO_0009090	PATO:0000953	orange	FLOPO:0988002	orange	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002194	corolla brown	PO_0009059	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002204	rhizome grey	PO_0004542	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002257	calyx yellow	PO_0009060	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002260	fruit purple	PO_0009001	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002281	keel green	PO_0025327	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002297	sepal pink	PO_0009031	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002298	sepal color	PO_0009031	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002306	stem red	PO_0009047	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002325	bark black	PO_0004518	PATO:0000317	black	FLOPO:0988011	black	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002346	pedicel green	PO_0009052	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002347	pedicel color	PO_0009052	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002349	sapwood white	PO_0004513	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002350	sapwood color	PO_0004513	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002394	flower dark blue	PO_0009046	PATO:0001244	dark blue	FLOPO:0988200	dark blue	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002454	stem brown	PO_0009047	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002463	lamina black	PO_0025060	PATO:0000317	black	FLOPO:0988011	black	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002466	stamen dark red	PO_0009029	PATO:0001261	dark red	FLOPO:0988042	dark red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002488	corm grey	PO_0025355	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002489	corm color	PO_0025355	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002495	bud white	PO_0000055	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002497	calyx red	PO_0009060	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002544	peduncle brown	PO_0009053	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002545	peduncle color	PO_0009053	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002612	keel yellow	PO_0025327	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002642	style brown	PO_0009074	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002648	style green	PO_0009074	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002672	fruit dark purple	PO_0009001	PATO:0001259	dark purple	FLOPO:0988237	dark purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002677	petal purple	PO_0009032	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002678	fruit pink	PO_0009001	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002689	fruit black	PO_0009001	PATO:0000317	black	FLOPO:0988011	black	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002725	bract white	PO_0009055	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002736	stereome pink	PO_0030050	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002750	corolla green	PO_0009059	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002795	endocarp yellow	PO_0009086	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002796	endocarp color	PO_0009086	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002797	stalk green	PO_0025066	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002798	stalk color	PO_0025066	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002819	hilum black	PO_0020063	PATO:0000317	black	FLOPO:0988011	black	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002820	hilum color	PO_0020063	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002836	keel brown	PO_0025327	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002871	hilum green	PO_0020063	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002880	rhizome purple	PO_0004542	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002899	testa purple	PO_0020057	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002900	testa color	PO_0020057	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0002924	fruit brown green	PO_0009001	PATO:0001942	brown green	FLOPO:0988006	green	NARROW	keep ID; replace EquivalentTo by SubClassOf(has_part some (E and has_quality some TARGET)); keep old PATO filler until PATO obsoletes it
FLOPO:0002962	seed brown	PO_0009010	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002963	keel grey	PO_0025327	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0002964	rhizome white	PO_0004542	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003054	peristome green	PO_0030042	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003064	root tip purple	PO_0000025	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003065	root tip color	PO_0000025	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003080	bark white	PO_0004518	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003107	bark orange	PO_0004518	PATO:0000953	orange	FLOPO:0988002	orange	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003161	petiole red	PO_0020038	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003162	petiole color	PO_0020038	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003187	calyx grey	PO_0009060	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003233	stem green	PO_0009047	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003252	sapwood red	PO_0004513	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003253	sapwood brown	PO_0004513	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003282	infructescence brown	PO_0006342	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003283	infructescence color	PO_0006342	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003337	pollen yellow	PO_0025281	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003338	pollen color	PO_0025281	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003351	connective black	PO_0009068	PATO:0000317	black	FLOPO:0988011	black	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003352	connective color	PO_0009068	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003381	leaf dark red	PO_0025034	PATO:0001261	dark red	FLOPO:0988042	dark red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003391	leaf brown	PO_0025034	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003400	caruncle orange	PO_0020060	PATO:0000953	orange	FLOPO:0988002	orange	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003401	caruncle color	PO_0020060	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003409	petiole grey	PO_0020038	PATO:0000950	grey	FLOPO:0988010	gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003476	stigma yellow	PO_0009073	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003477	stigma color	PO_0009073	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003478	bark pink	PO_0004518	PATO:0000954	pink	FLOPO:0988000	pink	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003504	stigma blue	PO_0009073	PATO:0000318	blue	FLOPO:0988007	blue	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003508	papilla cell purple	PO_0025166	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003509	papilla cell color	PO_0025166	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003515	lamina dark brown	PO_0025060	PATO:0001245	dark brown	FLOPO:0988084	dark brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003544	pistillode yellow	PO_0009078	PATO:0000324	yellow	FLOPO:0988004	yellow	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003545	pistillode color	PO_0009078	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003613	petiole green	PO_0020038	PATO:0000320	green	FLOPO:0988006	green	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003634	perianth brown	PO_0009058	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003638	endocarp red	PO_0009086	PATO:0000322	red	FLOPO:0988001	red	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003646	style purple	PO_0009074	PATO:0000951	purple	FLOPO:0988008	purple	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003652	costa brown	PO_0030072	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003653	costa color	PO_0030072	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003675	petiole brown	PO_0020038	PATO:0000952	brown	FLOPO:0988003	brown	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003745	fruit blue	PO_0009001	PATO:0000318	blue	FLOPO:0988007	blue	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003885	lamina white	PO_0025060	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003906	exotesta dark grey	PO_0006050	PATO:0001251	dark grey	FLOPO:0988275	dark gray	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003907	exotesta color	PO_0006050	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
FLOPO:0003923	fruit orange	PO_0009001	PATO:0000953	orange	FLOPO:0988002	orange	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003942	calyx black	PO_0009060	PATO:0000317	black	FLOPO:0988011	black	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003971	lemma white	PO_0009037	PATO:0000323	white	FLOPO:0988009	white	EXACT	repoint filler in EquivalentTo axiom
FLOPO:0003972	lemma color	PO_0009037	PATO:0000014	color	PATO:0000014	color		keep (generic colour phenotype, filler PATO:0000014 unchanged)
