proposal_key	ontology_id	label	kind	iscc_nbs_level	iscc_nbs_number	status	canonical_key
ISCCNBS:L3_183	FLOPO:0988200	dark blue	backbone_class	3	183	new_flopo_local	ISCCNBS:L3_183
ISCCNBS:L3_184	PATO:0104077	very pale blue	backbone_class	3	184	existing_pato_reused	ISCCNBS:L3_184
ISCCNBS:L3_185	FLOPO:0988201	pale blue	backbone_class	3	185	new_flopo_local	ISCCNBS:L3_185
ISCCNBS:L3_186	FLOPO:0988202	grayish blue	backbone_class	3	186	new_flopo_local	ISCCNBS:L3_186
ISCCNBS:L3_187	FLOPO:0988203	dark grayish blue	backbone_class	3	187	new_flopo_local	ISCCNBS:L3_187
ISCCNBS:L3_188	FLOPO:0988204	blackish blue	backbone_class	3	188	new_flopo_local	ISCCNBS:L3_188
ISCCNBS:L3_189	FLOPO:0988205	bluish white	backbone_class	3	189	new_flopo_local	ISCCNBS:L3_189
ISCCNBS:L3_190	FLOPO:0988206	light bluish gray	backbone_class	3	190	new_flopo_local	ISCCNBS:L3_190
ISCCNBS:L3_191	PATO:0104305	bluish gray	backbone_class	3	191	existing_pato_reused	ISCCNBS:L3_191
ISCCNBS:L3_192	FLOPO:0988207	dark bluish gray	backbone_class	3	192	new_flopo_local	ISCCNBS:L3_192
ISCCNBS:L3_193	FLOPO:0988208	bluish black	backbone_class	3	193	new_flopo_local	ISCCNBS:L3_193
ISCCNBS:L3_194	FLOPO:0988209	vivid purplish blue	backbone_class	3	194	new_flopo_local	ISCCNBS:L3_194
ISCCNBS:L3_195	FLOPO:0988210	brilliant purplish blue	backbone_class	3	195	new_flopo_local	ISCCNBS:L3_195
ISCCNBS:L3_196	FLOPO:0988211	strong purplish blue	backbone_class	3	196	new_flopo_local	ISCCNBS:L3_196
ISCCNBS:L3_197	FLOPO:0988212	deep purplish blue	backbone_class	3	197	new_flopo_local	ISCCNBS:L3_197
ISCCNBS:L3_198	FLOPO:0988213	very light purplish blue	backbone_class	3	198	new_flopo_local	ISCCNBS:L3_198
ISCCNBS:L3_199	FLOPO:0988214	light purplish blue	backbone_class	3	199	new_flopo_local	ISCCNBS:L3_199
ISCCNBS:L3_200	FLOPO:0988215	moderate purplish blue	backbone_class	3	200	new_flopo_local	ISCCNBS:L3_200
ISCCNBS:L3_201	FLOPO:0988216	dark purplish blue	backbone_class	3	201	new_flopo_local	ISCCNBS:L3_201
ISCCNBS:L3_202	FLOPO:0988217	very pale purplish blue	backbone_class	3	202	new_flopo_local	ISCCNBS:L3_202
ISCCNBS:L3_203	FLOPO:0988218	pale purplish blue	backbone_class	3	203	new_flopo_local	ISCCNBS:L3_203
ISCCNBS:L3_204	FLOPO:0988219	grayish purplish blue	backbone_class	3	204	new_flopo_local	ISCCNBS:L3_204
ISCCNBS:L3_205	FLOPO:0988220	vivid violet	backbone_class	3	205	new_flopo_local	ISCCNBS:L3_205
ISCCNBS:L3_206	FLOPO:0988221	brilliant violet	backbone_class	3	206	new_flopo_local	ISCCNBS:L3_206
ISCCNBS:L3_207	FLOPO:0988222	strong violet	backbone_class	3	207	new_flopo_local	ISCCNBS:L3_207
ISCCNBS:L3_208	PATO:0104294	deep violet	backbone_class	3	208	existing_pato_reused	ISCCNBS:L3_208
ISCCNBS:L3_209	FLOPO:0988223	very light violet	backbone_class	3	209	new_flopo_local	ISCCNBS:L3_209
ISCCNBS:L3_210	FLOPO:0988224	light violet	backbone_class	3	210	new_flopo_local	ISCCNBS:L3_210
ISCCNBS:L3_211	FLOPO:0988225	moderate violet	backbone_class	3	211	new_flopo_local	ISCCNBS:L3_211
ISCCNBS:L3_212	FLOPO:0988226	dark violet	backbone_class	3	212	new_flopo_local	ISCCNBS:L3_212
ISCCNBS:L3_213	FLOPO:0988227	very pale violet	backbone_class	3	213	new_flopo_local	ISCCNBS:L3_213
ISCCNBS:L3_214	FLOPO:0988228	pale violet	backbone_class	3	214	new_flopo_local	ISCCNBS:L3_214
ISCCNBS:L3_215	FLOPO:0988229	grayish violet	backbone_class	3	215	new_flopo_local	ISCCNBS:L3_215
ISCCNBS:L3_216	FLOPO:0988230	vivid purple	backbone_class	3	216	new_flopo_local	ISCCNBS:L3_216
ISCCNBS:L3_217	FLOPO:0988231	brilliant purple	backbone_class	3	217	new_flopo_local	ISCCNBS:L3_217
ISCCNBS:L3_218	FLOPO:0988232	strong purple	backbone_class	3	218	new_flopo_local	ISCCNBS:L3_218
ISCCNBS:L3_219	PATO:0104085	deep purple	backbone_class	3	219	existing_pato_reused	ISCCNBS:L3_219
ISCCNBS:L3_220	FLOPO:0988233	very deep purple	backbone_class	3	220	new_flopo_local	ISCCNBS:L3_220
ISCCNBS:L3_221	FLOPO:0988234	very light purple	backbone_class	3	221	new_flopo_local	ISCCNBS:L3_221
ISCCNBS:L3_222	FLOPO:0988235	light purple	backbone_class	3	222	new_flopo_local	ISCCNBS:L3_222
ISCCNBS:L3_223	FLOPO:0988236	moderate purple	backbone_class	3	223	new_flopo_local	ISCCNBS:L3_223
ISCCNBS:L3_224	FLOPO:0988237	dark purple	backbone_class	3	224	new_flopo_local	ISCCNBS:L3_224
ISCCNBS:L3_225	FLOPO:0988238	very dark purple	backbone_class	3	225	new_flopo_local	ISCCNBS:L3_225
ISCCNBS:L3_226	FLOPO:0988239	very pale purple	backbone_class	3	226	new_flopo_local	ISCCNBS:L3_226
ISCCNBS:L3_227	FLOPO:0988240	pale purple	backbone_class	3	227	new_flopo_local	ISCCNBS:L3_227
ISCCNBS:L3_228	FLOPO:0988241	grayish purple	backbone_class	3	228	new_flopo_local	ISCCNBS:L3_228
ISCCNBS:L3_229	FLOPO:0988242	dark grayish purple	backbone_class	3	229	new_flopo_local	ISCCNBS:L3_229
ISCCNBS:L3_230	FLOPO:0988243	blackish purple	backbone_class	3	230	new_flopo_local	ISCCNBS:L3_230
ISCCNBS:L3_231	FLOPO:0988244	purplish white	backbone_class	3	231	new_flopo_local	ISCCNBS:L3_231
ISCCNBS:L3_232	FLOPO:0988245	light purplish gray	backbone_class	3	232	new_flopo_local	ISCCNBS:L3_232
ISCCNBS:L3_233	FLOPO:0988246	purplish gray	backbone_class	3	233	new_flopo_local	ISCCNBS:L3_233
ISCCNBS:L3_234	FLOPO:0988247	dark purplish gray	backbone_class	3	234	new_flopo_local	ISCCNBS:L3_234
ISCCNBS:L3_235	PATO:0104157	purplish black	backbone_class	3	235	existing_pato_reused	ISCCNBS:L3_235
ISCCNBS:L3_236	FLOPO:0988248	vivid reddish purple	backbone_class	3	236	new_flopo_local	ISCCNBS:L3_236
ISCCNBS:L3_237	FLOPO:0988249	strong reddish purple	backbone_class	3	237	new_flopo_local	ISCCNBS:L3_237
ISCCNBS:L3_238	FLOPO:0988250	deep reddish purple	backbone_class	3	238	new_flopo_local	ISCCNBS:L3_238
ISCCNBS:L3_239	FLOPO:0988251	very deep reddish purple	backbone_class	3	239	new_flopo_local	ISCCNBS:L3_239
ISCCNBS:L3_240	FLOPO:0988252	light reddish purple	backbone_class	3	240	new_flopo_local	ISCCNBS:L3_240
ISCCNBS:L3_241	FLOPO:0988253	moderate reddish purple	backbone_class	3	241	new_flopo_local	ISCCNBS:L3_241
ISCCNBS:L3_242	FLOPO:0988254	dark reddish purple	backbone_class	3	242	new_flopo_local	ISCCNBS:L3_242
ISCCNBS:L3_243	FLOPO:0988255	very dark reddish purple	backbone_class	3	243	new_flopo_local	ISCCNBS:L3_243
ISCCNBS:L3_244	FLOPO:0988256	pale reddish purple	backbone_class	3	244	new_flopo_local	ISCCNBS:L3_244
ISCCNBS:L3_245	FLOPO:0988257	grayish reddish purple	backbone_class	3	245	new_flopo_local	ISCCNBS:L3_245
ISCCNBS:L3_246	FLOPO:0988258	brilliant purplish pink	backbone_class	3	246	new_flopo_local	ISCCNBS:L3_246
ISCCNBS:L3_247	FLOPO:0988259	strong purplish pink	backbone_class	3	247	new_flopo_local	ISCCNBS:L3_247
ISCCNBS:L3_248	FLOPO:0988260	deep purplish pink	backbone_class	3	248	new_flopo_local	ISCCNBS:L3_248
ISCCNBS:L3_249	FLOPO:0988261	light purplish pink	backbone_class	3	249	new_flopo_local	ISCCNBS:L3_249
ISCCNBS:L3_250	FLOPO:0988262	moderate purplish pink	backbone_class	3	250	new_flopo_local	ISCCNBS:L3_250
ISCCNBS:L3_251	FLOPO:0988263	dark purplish pink	backbone_class	3	251	new_flopo_local	ISCCNBS:L3_251
ISCCNBS:L3_252	FLOPO:0988264	pale purplish pink	backbone_class	3	252	new_flopo_local	ISCCNBS:L3_252
ISCCNBS:L3_253	FLOPO:0988265	grayish purplish pink	backbone_class	3	253	new_flopo_local	ISCCNBS:L3_253
ISCCNBS:L3_254	FLOPO:0988266	vivid purplish red	backbone_class	3	254	new_flopo_local	ISCCNBS:L3_254
ISCCNBS:L3_255	FLOPO:0988267	strong purplish red	backbone_class	3	255	new_flopo_local	ISCCNBS:L3_255
ISCCNBS:L3_256	PATO:0104087	deep purplish red	backbone_class	3	256	existing_pato_reused	ISCCNBS:L3_256
ISCCNBS:L3_257	FLOPO:0988268	very deep purplish red	backbone_class	3	257	new_flopo_local	ISCCNBS:L3_257
ISCCNBS:L3_258	FLOPO:0988269	moderate purplish red	backbone_class	3	258	new_flopo_local	ISCCNBS:L3_258
ISCCNBS:L3_259	PATO:0104159	dark purplish red	backbone_class	3	259	existing_pato_reused	ISCCNBS:L3_259
ISCCNBS:L3_260	FLOPO:0988270	very dark purplish red	backbone_class	3	260	new_flopo_local	ISCCNBS:L3_260
ISCCNBS:L3_261	FLOPO:0988271	light grayish purplish red	backbone_class	3	261	new_flopo_local	ISCCNBS:L3_261
ISCCNBS:L3_262	FLOPO:0988272	grayish purplish red	backbone_class	3	262	new_flopo_local	ISCCNBS:L3_262
ISCCNBS:L3_264	FLOPO:0988273	light gray	backbone_class	3	264	new_flopo_local	ISCCNBS:L3_264
ISCCNBS:L3_265	FLOPO:0988274	medium gray	backbone_class	3	265	new_flopo_local	ISCCNBS:L3_265
ISCCNBS:L3_266	FLOPO:0988275	dark gray	backbone_class	3	266	new_flopo_local	ISCCNBS:L3_266
ISCCNBS:property_iscc_nbs_level	FLOPO:0988900	ISCC-NBS level	annotation_property			new_flopo_local	
ISCCNBS:property_iscc_nbs_block_number	FLOPO:0988901	ISCC-NBS block number	annotation_property			new_flopo_local	
ISCCNBS:property_iscc_nbs_abbreviation	FLOPO:0988902	ISCC-NBS abbreviation	annotation_property			new_flopo_local	
ISCCNBS:property_iscc_nbs_level3_blocks	FLOPO:0988903	ISCC-NBS level-3 blocks	annotation_property			new_flopo_local	
ISCCNBS:property_munsell_range	FLOPO:0988904	Munsell range	annotation_property			new_flopo_local	
ISCCNBS:property_munsell_centroid	FLOPO:0988905	Munsell centroid	annotation_property			new_flopo_local	
ISCCNBS:property_munsell_centroid_location	FLOPO:0988906	Munsell centroid location	annotation_property			new_flopo_local	
ISCCNBS:synonym_type_botanical_colour_name	http://purl.obolibrary.org/obo/flopo#botanical_colour_name	botanical colour name	synonym_type			new_flopo_local	
