id	label	synonyms	slim
PATO_0001457	sensitivity of a process	sensitivity of occurrent	attribute_slim|disposition_slim|relational_slim
PATO_0001458	sensitivity of a process to oxygen	sensitivity of occurrent to oxygen	attribute_slim|disposition_slim
PATO_0001459	aerobic (for occurrence)		disposition_slim|value_slim
PATO_0001460	anaerobic (for occurrence)		disposition_slim|value_slim
PATO_0001461	surface tension		attribute_slim|disposition_slim|scalar_slim
PATO_0001462	membrane potential		attribute_slim|scalar_slim
PATO_0001463	action potential		attribute_slim|scalar_slim
PATO_0001464	electric potential		attribute_slim|scalar_slim
PATO_0001465	monstrous		value_slim
PATO_0001466	curved rostral	curved anterior|curved superior (human torso)	value_slim
PATO_0001467	curved caudal	curved inferior (human torso)|curved posterior	value_slim
PATO_0001468	curved dorsal	curved posterior (human torso)|curved superior (human head)	value_slim
PATO_0001469	curved ventral	curved anterior (human torso)|curved inferior (human head)	value_slim
PATO_0001470	proportionality to	proportion|proportionality|quotient|rate|ratio	attribute_slim|relational_slim
PATO_0001472	decreased depth	low depth|shallow	value_slim
PATO_0001473	duplicated	doubled	mpath_slim|value_slim
PATO_0001474	anteverted		mpath_slim|value_slim
PATO_0001475	increased position	high position	value_slim
PATO_0001476	decreased position	low position	value_slim
PATO_0001477	retracted	moved |retruded	value_slim
PATO_0001478	collapsed		mpath_slim|value_slim
PATO_0001480	spongy		mpath_slim|value_slim
PATO_0001481	sloped		value_slim
PATO_0001482	prominent		value_slim
PATO_0001483	aplastic	aplasia|undeveloped	mpath_slim|value_slim
PATO_0001484	recent		value_slim
PATO_0001485	condensed	compact|compressed|dense|squashed	mpath_slim|value_slim
PATO_0001486	chronological age		attribute_slim
PATO_0001487	senescent		mpath_slim|value_slim
PATO_0001488	cellular motility		attribute_slim|disposition_slim|scalar_slim
PATO_0001490	heterochronic growth		value_slim
PATO_0001491	neotenous growth	neotenic growth	value_slim
PATO_0001492	growth rate		attribute_slim|scalar_slim
PATO_0001493	hypertrophic growth		value_slim
PATO_0001494	hypotrophic growth		value_slim
PATO_0001495	notched	indented	mpath_slim|value_slim
PATO_0001496	brood quality		attribute_slim
PATO_0001497	brood viability		attribute_slim|disposition_slim
PATO_0001499	spherical	globular|rotund	mpath_slim|value_slim
PATO_0001500	tapered	taper	value_slim
PATO_0001501	immature	underdeveloped	value_slim
PATO_0001502	complexity		attribute_slim
PATO_0001503	simple		mpath_slim|value_slim
PATO_0001504	complex		mpath_slim|value_slim
PATO_0001505	separated from	discontiguous|divided_from|splitted from	relational_slim|value_slim
PATO_0001506	diastatic		relational_slim|value_slim
PATO_0001507	disrupted		mpath_slim|value_slim
PATO_0001509	functionality		attribute_slim|disposition_slim|scalar_slim
PATO_0001510	functional		disposition_slim|value_slim
PATO_0001511	non-functional	defective|disfunctional|failure|functional failure	disposition_slim|value_slim
PATO_0001512	punctate	dotted|spotted|stippled	mpath_slim|value_slim
PATO_0001514	delaminated		mpath_slim|value_slim
PATO_0001515	variable color	murky	value_slim
PATO_0001516	focus		attribute_slim
PATO_0001517	focused		value_slim
PATO_0001518	blurry		value_slim
PATO_0001519	sound quality		attribute_slim
PATO_0001520	sound frequency		attribute_slim|scalar_slim
PATO_0001521	sound amplitude	loudness	attribute_slim
PATO_0001522	sound speed		attribute_slim|scalar_slim
PATO_0001523	sound wavelength		attribute_slim|scalar_slim
PATO_0001524	intrasonic		value_slim
PATO_0001525	sonic		value_slim
PATO_0001526	ultrasonic		value_slim
PATO_0001527	quiet		value_slim
PATO_0001528	loud		value_slim
PATO_0001529	cellular spatiotemporal quality		attribute_slim
PATO_0001530	behavioral quality of a process	behavioral quality of occurrent	attribute_slim
PATO_0001531	cellular adhesivity		attribute_slim|disposition_slim
PATO_0001532	mono-colored	evenly colored|homogeneously colored|homogenously pigmented|uniformly colored	value_slim
PATO_0001533	multi-colored	variegated	value_slim
PATO_0001534	motley		value_slim
PATO_0001535	dappled	speckled	value_slim
PATO_0001536	solubility		attribute_slim|disposition_slim|relational_slim|scalar_slim
PATO_0001537	soluble in	soluble	disposition_slim|relational_slim|value_slim
PATO_0001538	insoluble in	insoluble	disposition_slim|relational_slim|value_slim
PATO_0001539	amylose composition	amylose compositionality	attribute_slim|scalar_slim
PATO_0001540	glutinous		value_slim
PATO_0001541	non-glutinous		value_slim
PATO_0001542	delayed phase		value_slim
PATO_0001543	flexibility		attribute_slim|disposition_slim
PATO_0001544	flexible	bendy	disposition_slim|value_slim
PATO_0001545	inflexible	stiff|stiffness	disposition_slim|value_slim
PATO_0001546	quality of a solid	solidity	attribute_slim
PATO_0001547	quality of a gas	gaseous	attribute_slim
PATO_0001548	quality of a liquid	liquidity	attribute_slim
PATO_0001549	increased sensitivity toward	high sensitivity toward|increased sensitivity	disposition_slim|relational_slim|value_slim
PATO_0001550	decreased sensitivity toward	decreased sensitivity|low sensitivity toward	disposition_slim|relational_slim|value_slim
PATO_0001551	increased sensitivity of a process	high sensitivity of occurrent|increased sensitivity of occurrent	relational_slim|value_slim
PATO_0001552	decreased sensitivity of a process	decreased sensitivity of occurrent|low sensitivity of occurrent	relational_slim|value_slim
PATO_0001553	increased sensitivity of a process to oxygen	high sensitivity of occurrent to oxygen	disposition_slim|value_slim
PATO_0001554	decreased sensitivity of a process to oxygen	low sensitivity of occurrent to oxygen	disposition_slim|value_slim
PATO_0001555	has number of	cardinality|extra or missing physical or functional parts|has or lacks parts of type|mereological quality|number|number of	attribute_slim|relational_slim
PATO_0001558	lacking processual parts		relational_slim|value_slim
PATO_0001559	having extra function	having supernumerary functions	disposition_slim|value_slim
PATO_0001561	having extra processual parts	having supernumerary processual parts	relational_slim|value_slim
PATO_0001562	decreased mass	low mass|small mass	value_slim
PATO_0001563	increased mass	high mass|large mass	value_slim
PATO_0001564	extra or missing processual parts		relational_slim
PATO_0001566	distributed	diffuse|scattered	mpath_slim|value_slim
PATO_0001567	undistributed		value_slim
PATO_0001570	having decreased processual parts		relational_slim|value_slim
PATO_0001571	dilated		mpath_slim|value_slim
PATO_0001573	isometrical		value_slim
PATO_0001574	flow rate		attribute_slim|scalar_slim
PATO_0001575	decreased pressure	low pressure	value_slim
PATO_0001576	increased pressure	high pressure	value_slim
PATO_0001577	increased permeability	high permeability	disposition_slim|value_slim
PATO_0001578	decreased permeability	low permeability	disposition_slim|value_slim
PATO_0001579	contractility		attribute_slim|disposition_slim|scalar_slim
PATO_0001580	increased contractility	high contractility	disposition_slim|value_slim
PATO_0001581	decreased contractility	low contractility	disposition_slim|value_slim
PATO_0001583	decreased variability	low variability	value_slim
PATO_0001584	increased variability	high variability	value_slim
PATO_0001585	conductivity		attribute_slim|disposition_slim|scalar_slim
PATO_0001586	variability of rate		value_slim
PATO_0001587	increased variability of rate	high variability of rate	value_slim
PATO_0001588	decreased variability of rate	low variability of rate	value_slim
PATO_0001590	overlap with	overlap	relational_slim|value_slim
PATO_0001591	curvature		attribute_slim
PATO_0001592	increased curvature		value_slim
PATO_0001593	decreased curvature		value_slim
PATO_0001594	arched		
PATO_0001595	depth		attribute_slim|scalar_slim
PATO_0001596	increased depth	deep	value_slim
PATO_0001597	everted		mpath_slim|value_slim
PATO_0001598	protruding	protruding |relational protruding quality	value_slim
PATO_0001599	rotated	rotation	attribute_slim|mpath_slim
PATO_0001600	posteriorly rotated		mpath_slim|value_slim
PATO_0001601	anteriorly rotated		mpath_slim|value_slim
PATO_0001602	distended	expanded 	mpath_slim|value_slim
PATO_0001603	increased life span	high life span	
PATO_0001604	decreased life span	low life span	
PATO_0001605	disheveled		value_slim
PATO_0001606	greasy		mpath_slim|value_slim
PATO_0001607	matted		mpath_slim|value_slim
PATO_0001608	patchy		mpath_slim|value_slim
PATO_0001609	sparse		mpath_slim|value_slim
PATO_0001611	variability of color		attribute_slim
PATO_0001612	increased variability of color	high variability of color	value_slim
PATO_0001613	decreased variability of color	low variability of color	value_slim
PATO_0001614	invariant color		value_slim
PATO_0001615	variant color		value_slim
PATO_0001617	deformed	disfigured|distorted	value_slim
PATO_0001618	increased tonicity	high tonicity	disposition_slim|value_slim
PATO_0001619	decreased tonicity	low tonicity	disposition_slim|value_slim
PATO_0001620	turgor		attribute_slim|scalar_slim
PATO_0001621	decreased turgor	low turgor	value_slim
PATO_0001622	increased turgor	high turgor	value_slim
PATO_0001623	atrophied	atrophic	mpath_slim|value_slim
PATO_0001624	decreased functionality	dysfunction|dysfunctional|having decreased function|impaired|lacks function of type|low functionality|partial functionality	disposition_slim|value_slim
PATO_0001625	increased functionality	high functionality	disposition_slim|value_slim
PATO_0001626	sufficiency	adequacy	attribute_slim
PATO_0001627	sufficient	adequate	value_slim
PATO_0001628	insufficient	inadequate 	value_slim
PATO_0001629	aggregated	clustered	mpath_slim|value_slim
PATO_0001630	dispersed		mpath_slim|value_slim
PATO_0001632	anterior to	preceding|ventral_to	mpath_slim|relational_slim|value_slim
PATO_0001633	posterior to	posterior (human torso)|superior (human head)	mpath_slim|relational_slim|value_slim
PATO_0001634	necessity (continuant)		attribute_slim
PATO_0001635	necessary (continuant)		value_slim
PATO_0001636	unnecessary (continuant)		value_slim
PATO_0001637	necessity of occurrent		attribute_slim
PATO_0001638	necessary (occurrent)		value_slim
PATO_0001639	unnecessary (occurrent)		value_slim
PATO_0001643	stubby		value_slim
PATO_0001645	protruding into		relational_slim|value_slim
PATO_0001646	protruding out of	exposed|extruding from	relational_slim|value_slim
PATO_0001648	circumference		attribute_slim|scalar_slim
PATO_0001649	curved lateral		value_slim
PATO_0001650	increased resistance to	high resistance to|increased resistance	disposition_slim|relational_slim|value_slim
PATO_0001651	decreased resistance to	decreased resistance|low resistance to	disposition_slim|relational_slim|value_slim
PATO_0001652	alignment		attribute_slim|relational_slim
PATO_0001653	aligned with	aligned |aligned to	relational_slim|value_slim
PATO_0001654	misaligned with	misaligned |unaligned with	relational_slim|value_slim
PATO_0001655	osmolarity		attribute_slim|relational_slim|scalar_slim
PATO_0001656	decreased osmolarity	low osmolarity	relational_slim|value_slim
PATO_0001657	increased osmolarity	high osmolarity	relational_slim|value_slim
PATO_0001658	dorsally rotated		mpath_slim|value_slim
PATO_0001659	ventrally rotated		mpath_slim|relational_slim|value_slim
PATO_0001662	fragility		attribute_slim|disposition_slim|scalar_slim
PATO_0001663	increased solubility	high solubility	disposition_slim|relational_slim|value_slim
PATO_0001664	decreased solubility	low solubility	disposition_slim|relational_slim|value_slim
PATO_0001665	superficial	superficial to	mpath_slim|relational_slim|value_slim
PATO_0001667	attached to	affixed to|attached	mpath_slim|relational_slim|value_slim
PATO_0001668	associated with	associated	mpath_slim|relational_slim|value_slim
PATO_0001669	increased susceptibility toward	high susceptibility toward|increased susceptibility	disposition_slim|relational_slim|value_slim
PATO_0001670	decreased susceptibility toward	decreased susceptibility|low susceptibility toward	disposition_slim|relational_slim|value_slim
PATO_0001671	increased distribution	high distribution	value_slim
PATO_0001672	decreased distribution	low distribution	value_slim
PATO_0001673	cystic	cysts	value_slim
PATO_0001674	catalytic (activity) concentration		attribute_slim|relational_slim|scalar_slim
PATO_0001675	decreased efficiency	low efficiency	value_slim
PATO_0001676	increased efficiency	high efficiency	value_slim
PATO_0001677	inefficient		value_slim
PATO_0001678	efficient		value_slim
PATO_0001679	specific volume		attribute_slim|scalar_slim
PATO_0001680	molar volume		attribute_slim|scalar_slim
PATO_0001681	molar mass		attribute_slim|scalar_slim
PATO_0001682	magnetism		attribute_slim|disposition_slim|scalar_slim
PATO_0001683	increased magnetism	high magnetism	disposition_slim|value_slim
PATO_0001684	decreased magnetism	low magnetism	disposition_slim|value_slim
PATO_0001685	magnetic		disposition_slim|value_slim
PATO_0001686	non-magnetic		disposition_slim|value_slim
PATO_0001687	elevation		attribute_slim
PATO_0001688	increased elevation	elevated|high elevation	value_slim
PATO_0001689	decreased elevation	low elevation	value_slim
PATO_0001690	contractile		disposition_slim|value_slim
PATO_0001691	non-contractile		disposition_slim|value_slim
PATO_0001693	increased viscosity	high viscosity	disposition_slim|value_slim
PATO_0001694	decreased viscosity	low viscosity	disposition_slim|value_slim
PATO_0001695	increased fecundity	high fecundity	disposition_slim|value_slim
PATO_0001696	decreased fecundity	low fecundity	disposition_slim|value_slim
PATO_0001697	decreased photosensitivity	low photosensitivity	disposition_slim|relational_slim|value_slim
PATO_0001698	increased photosensitivity	high photosensitivity	disposition_slim|relational_slim|value_slim
PATO_0001699	regular sleep pattern		value_slim
PATO_0001700	irregular sleep pattern		value_slim
PATO_0001701	mature		value_slim
PATO_0001702	saturated violet	bright violet	value_slim
PATO_0001703	desaturated violet	pale violet	value_slim
PATO_0001704	light violet		mpath_slim|value_slim
PATO_0001705	dark violet		mpath_slim|value_slim
PATO_0001706	behavioural inactive		disposition_slim|value_slim
PATO_0001707	behavioural active		value_slim
PATO_0001708	1-D extent	1-D size	attribute_slim
PATO_0001709	2-D extent	2-D size	attribute_slim
PATO_0001710	3-D extent	3D size	attribute_slim
PATO_0001711	perimeter		attribute_slim|scalar_slim
PATO_0001712	increased perimeter		value_slim
PATO_0001713	decreased perimeter		value_slim
PATO_0001714	increased diameter		value_slim
PATO_0001715	decreased diameter		value_slim
PATO_0001716	non-fragile	resilient|strong|tough	attribute_slim|disposition_slim
PATO_0001717	radiation emitting intensity quality		
PATO_0001718	luminance		
PATO_0001719	receptivity		attribute_slim|relational_slim|scalar_slim
PATO_0001720	female receptivity		attribute_slim|relational_slim|scalar_slim
PATO_0001721	male receptivity		attribute_slim|relational_slim|scalar_slim
PATO_0001723	increased female receptivity	high female receptivity	relational_slim|value_slim
PATO_0001724	decreased female receptivity	low female receptivity	relational_slim|value_slim
PATO_0001725	increased male receptivity	high male receptivity	relational_slim|value_slim
PATO_0001726	decreased male receptivity	low male receptivity	relational_slim|value_slim
PATO_0001727	disposition	tendency	attribute_slim|disposition_slim|relational_slim
PATO_0001728	multi-cellular organismal disposition		attribute_slim|disposition_slim
PATO_0001729	shedability		attribute_slim|disposition_slim|relational_slim
PATO_0001730	deciduous (generic)		disposition_slim|relational_slim|value_slim
PATO_0001731	deciduous (plant)		disposition_slim|relational_slim|value_slim
PATO_0001732	non-deciduous (any body part)		disposition_slim|relational_slim|value_slim
PATO_0001733	evergreen (plant)		disposition_slim|relational_slim|value_slim
PATO_0001734	semi-deciduous(plant)		disposition_slim|relational_slim|value_slim
PATO_0001735	liquid configuration	liquid	
PATO_0001736	solid configuration	solid	value_slim
PATO_0001737	gaseus configuration	gas	
PATO_0001738	dissociated from	dissociated	relational_slim|value_slim
PATO_0001739	radiation quality		attribute_slim
PATO_0001740	activity (of a radionuclide)	radioactivity	attribute_slim
PATO_0001741	radioactive		value_slim
PATO_0001742	increased radioactivity	high radioactivity	value_slim
PATO_0001743	decreased radioactivity	low radioactivity	value_slim
PATO_0001744	radiation exposure		attribute_slim|scalar_slim
PATO_0001745	radiation absorbed dose		attribute_slim|scalar_slim
PATO_0001746	radiation equivalent dose		attribute_slim|scalar_slim
PATO_0001747	radiation effective dose		attribute_slim|scalar_slim
PATO_0001748	invaginated		mpath_slim|value_slim
PATO_0001749	paedomorphic growth	hypoplastic growth|pedomorphic growth	value_slim
PATO_0001750	postdisplaced growth		value_slim
PATO_0001751	progenetic growth		value_slim
PATO_0001752	peramorphic growth	hyperplastic growth	attribute_slim
PATO_0001753	accelerated growth		value_slim
PATO_0001754	predisplaced growth	precocious growth	value_slim
PATO_0001755	hypermorphic growth		value_slim
PATO_0001756	heat conductivity	thermal conduction	attribute_slim|disposition_slim|scalar_slim
PATO_0001757	electrical conductivity		attribute_slim|disposition_slim|scalar_slim
PATO_0001758	nerve conductivity		attribute_slim|disposition_slim|scalar_slim
PATO_0001759	granular		mpath_slim|value_slim
PATO_0001760	female semi-fertile		disposition_slim|value_slim
PATO_0001761	male semi-fertile		disposition_slim|value_slim
PATO_0001762	male semi-sterile		disposition_slim|value_slim
PATO_0001763	female semi-sterile		disposition_slim|value_slim
PATO_0001764	increased age	high age	value_slim
PATO_0001765	decreased age	low age	value_slim
PATO_0001767	semi-fertile		disposition_slim|value_slim
PATO_0001768	semi-lethal (sensu genetics)		disposition_slim|value_slim
PATO_0001769	positional polarity	cellular polarity	attribute_slim
PATO_0001770	semi-viable		disposition_slim|value_slim
PATO_0001772	surrounding	encircling	relational_slim|value_slim
PATO_0001773	monophasic		value_slim
PATO_0001774	polyphasic		value_slim
PATO_0001775	dorsal-ventral polarity		value_slim
PATO_0001776	increased flexibility	high flexibility	disposition_slim|value_slim
PATO_0001777	decreased flexibility	low flexibility	disposition_slim|value_slim
PATO_0001778	increased strength	high strength	value_slim
PATO_0001779	decreased strength	weak	value_slim
PATO_0001780	dystrophic	dystrophied|dystrophy	mpath_slim|value_slim
PATO_0001781	irregular thickness		
PATO_0001782	increased intensity	high intensity	value_slim
PATO_0001783	decreased intensity	low intensity	value_slim
PATO_0001784	bifurcated	bifid|forked	mpath_slim|value_slim
PATO_0001785	splayed	flared	value_slim
PATO_0001786	split	clefted|divided|forked|septate	mpath_slim|value_slim
PATO_0001787	rotational curvature		value_slim
PATO_0001788	increased mass density	high density	value_slim
PATO_0001789	domed		mpath_slim|value_slim
PATO_0001790	decreased mass density	low density	value_slim
PATO_0001791	multi-localised	multi-focal	mpath_slim|value_slim
PATO_0001792	left side of		mpath_slim|relational_slim|value_slim
PATO_0001793	right side of		mpath_slim|relational_slim|value_slim
PATO_0001794	coiling		attribute_slim
PATO_0001795	increased coiling	high coiling	value_slim
PATO_0001796	decreased coiling	low coiling	value_slim
PATO_0001798	kinked	tightly curled|twisted	value_slim
PATO_0001799	ruffled		value_slim
PATO_0001800	water composition		attribute_slim|scalar_slim
PATO_0001801	decreased water composition	dehydrated|dry	value_slim
PATO_0001802	loose		value_slim
PATO_0001803	phototoxic		disposition_slim|value_slim
PATO_0001804	scaly	squamous	mpath_slim|value_slim
PATO_0001805	flaky		mpath_slim|value_slim
PATO_0001806	sensitivity to irradiation		attribute_slim|disposition_slim|scalar_slim
PATO_0001807	decreased sensitivity to irradiation	low sensitivity to irradiation	disposition_slim|value_slim
PATO_0001808	increased sensitivity to irradiation	high sensitivity to irradiation	disposition_slim|value_slim
PATO_0001809	tight		value_slim
PATO_0001810	wrinkled		mpath_slim|value_slim
PATO_0001813	atonicity		disposition_slim|value_slim
PATO_0001814	dystonicity		disposition_slim|value_slim
PATO_0001815	fatigability		attribute_slim|disposition_slim|scalar_slim
PATO_0001816	increased fatigability	high fatigability	disposition_slim|value_slim
PATO_0001817	decreased fatigability	low fatigability	disposition_slim|value_slim
PATO_0001818	progressive		mpath_slim|value_slim
PATO_0001819	atretic	atresia	mpath_slim|value_slim
PATO_0001821	imperforate		mpath_slim|value_slim
PATO_0001822	wetness		attribute_slim|mpath_slim|scalar_slim
PATO_0001823	wet		mpath_slim|value_slim
PATO_0001824	dry		mpath_slim|value_slim
PATO_0001825	increased wetness		value_slim
PATO_0001826	decreased wetness	low wetness	value_slim
PATO_0001827	pseudohermaphrodite		value_slim
PATO_0001828	male pseudohermaphrodite		value_slim
PATO_0001829	female pseudohermaphrodite		value_slim
PATO_0001830	decreased female fertility	low female fertility	disposition_slim|value_slim
PATO_0001831	increased female fertility	high female fertility	disposition_slim|value_slim
PATO_0001832	increased male fertility	high male fertility	disposition_slim|value_slim
PATO_0001833	decreased male fertility	low male fertility	disposition_slim|value_slim
PATO_0001834	decreased fertility	low fertility	disposition_slim|value_slim
PATO_0001835	increased fertility	high fertility	disposition_slim|value_slim
PATO_0001836	congested		mpath_slim|value_slim
PATO_0001838	decreased fluid flow	low flow	value_slim
PATO_0001839	increased fluid flow	high flow	value_slim
PATO_0001841	remittent		mpath_slim|value_slim
PATO_0001842	acidity	pH	scalar_slim|value_slim
PATO_0001843	decreased acidity	low acidity	value_slim
PATO_0001844	increased acidity	high acidity	value_slim
PATO_0001845	irregular rhythm		value_slim
PATO_0001846	tangled		mpath_slim|value_slim
PATO_0001847	constricted	stenosis|stenotic|stricture	value_slim
PATO_0001848	asymmetrically curved		value_slim
PATO_0001849	abrased		value_slim
PATO_0001850	scarred		mpath_slim|value_slim
PATO_0001851	swollen	swelling	mpath_slim|value_slim
PATO_0001852	dislocated	dislocation|luxated|luxation|relational dislocated quality	mpath_slim|value_slim
PATO_0001853	hydrocephalic		value_slim
PATO_0001854	vertical		value_slim
PATO_0001855	horizontal		value_slim
PATO_0001856	introverted		value_slim
PATO_0001857	concave		value_slim
PATO_0001858	partially paralysed		value_slim
PATO_0001859	increased coordination	high coordination	disposition_slim|value_slim
PATO_0001860	decreased coordination	low coordination	disposition_slim|value_slim
PATO_0001861	fasciculated	fascicled	mpath_slim|value_slim
PATO_0001862	lack of fertility in offspring	grandchildless	disposition_slim|value_slim
PATO_0001863	chronic		mpath_slim|value_slim
PATO_0001865	spheroid	sphericality	mpath_slim|value_slim
PATO_0001866	prolate	prolate spheroid	value_slim
PATO_0001867	rectangular		value_slim
PATO_0001868	autofluorescence		attribute_slim
PATO_0001869	pathological		abnormal_slim|value_slim
PATO_0001870	crescent-shaped	bow-shaped|crescentic|lunate	value_slim
PATO_0001871	reniform	bean shaped|kidney-shaped	value_slim
PATO_0001872	cuboid	block-like|cuboidal	value_slim
PATO_0001873	cylindrical	rod-like|rod-shaped|tubulate	value_slim
PATO_0001874	discoid	disc-shaped|disk-shaped	value_slim
PATO_0001875	triangular	delta shaped|deltoid|triangle|triangle-shaped	value_slim
PATO_0001876	dumbbell-shaped		value_slim
PATO_0001877	lanceolate	spear-shaped	value_slim
PATO_0001878	sigmoid	S-shaped|sigmoidal	value_slim
PATO_0001879	U-shaped	horseshoe|horseshoe shaped	value_slim
PATO_0001880	caudate	caudal|tailed	value_slim
PATO_0001881	arrow-shaped	sagittate	value_slim
PATO_0001882	limaciform		value_slim
PATO_0001883	clavate	club-like|club-shaped|clubbed	value_slim
PATO_0001884	hydrophobicity		attribute_slim|disposition_slim
PATO_0001885	hydrophobic		disposition_slim|value_slim
PATO_0001886	hydrophilicity		attribute_slim|disposition_slim
PATO_0001887	hydrophilic		disposition_slim|value_slim
PATO_0001888	miscibility		attribute_slim|disposition_slim
PATO_0001889	scalloped	crenate|crenulate	value_slim
PATO_0001890	tripartite	trifurcate	value_slim
PATO_0001891	ovate	eccentric|egg-shaped|oval|ovoid	mpath_slim|value_slim
PATO_0001892	decreased odor		value_slim
PATO_0001893	increased odor		value_slim
PATO_0001894	phenotypic sex		attribute_slim
PATO_0001895	mating type		attribute_slim
PATO_0001896	unlumenized		value_slim
PATO_0001897	lumenized		value_slim
PATO_0001898	increased circumference		value_slim
PATO_0001899	decreased circumference		value_slim
PATO_0001900	front		value_slim
PATO_0001901	back		value_slim
PATO_0001902	unidirectional		value_slim
PATO_0001903	bi-directional		value_slim
PATO_0001904	circling direction		value_slim
PATO_0001905	has normal numbers of parts of type	having physical part	relational_slim
PATO_0001906	movement quality		attribute_slim
PATO_0001907	botryoidal		value_slim
PATO_0001908	multinucleate		mpath_slim|value_slim
PATO_0001909	trinucleate		mpath_slim|value_slim
PATO_0001910	folded		value_slim
PATO_0001911	circling		value_slim
PATO_0001912	physiological state		
PATO_0001913	ictal		
PATO_0001914	non-ictal		
PATO_0001915	anterodorsal to		relational_slim|value_slim
PATO_0001916	posterodorsal to		relational_slim|value_slim
PATO_0001917	anteroventral to		relational_slim|value_slim
PATO_0001918	posteroventral to		relational_slim|value_slim
PATO_0001919	mislocalised dorsally		value_slim
PATO_0001920	mislocalised ventrally		value_slim
PATO_0001921	mislocalised anteriorly		value_slim
PATO_0001922	mislocalised posteriorly		value_slim
PATO_0001923	mislocalised laterally		value_slim
PATO_0001924	mislocalised medially		value_slim
PATO_0001925	surface feature shape		attribute_slim
PATO_0001926	increased fluorescence	high fluorescence	value_slim
PATO_0001927	decreased fluorescence	low fluorescence	value_slim
PATO_0001928	blistered	blistering	mpath_slim|value_slim
PATO_0001929	variability of shape		attribute_slim
PATO_0001930	variant shape		value_slim
PATO_0001931	invariant shape		value_slim
PATO_0001932	alternate placement		value_slim
PATO_0001933	opposite		relational_slim|value_slim
PATO_0001934	orbicular		value_slim
PATO_0001935	obtuse	roundish	value_slim
PATO_0001936	obovate	obovoid	value_slim
PATO_0001937	spatulate	spathulate	value_slim
PATO_0001938	rhomboid		value_slim
PATO_0001940	gigantic	giant	value_slim
PATO_0001941	yellow green		mpath_slim|value_slim
PATO_0001942	brown green	olive green	
PATO_0001943	lilac		mpath_slim|value_slim
PATO_0001944	yellow orange		mpath_slim|value_slim
PATO_0001945	ochre		value_slim
PATO_0001946	banded	striped	value_slim
PATO_0001947	netted	net-like |reticulated	value_slim
PATO_0001948	furrowed	fluted	value_slim
PATO_0001949	pointleted		value_slim
PATO_0001950	blunt		value_slim
PATO_0001951	whorled		value_slim
PATO_0001952	distichous		value_slim
PATO_0001953	decussate	crosscutting|intercrossing|intersecting	value_slim
PATO_0001954	subulate	awl-shaped|needle-like	value_slim
PATO_0001955	cuneate	wedge-shaped	value_slim
PATO_0001956	variability of size		attribute_slim
PATO_0001957	decreased variability of size	low variability of size	value_slim
PATO_0001958	increased variability of size	high variability of size	value_slim
PATO_0001959	defasciculated		value_slim
PATO_0001960	interdigitated		value_slim
PATO_0001961	in contact with	contiguous	relational_slim|value_slim
PATO_0001962	involute		value_slim
PATO_0001963	revolute		value_slim
PATO_0001964	circinate		value_slim
PATO_0001965	reclinate		value_slim
PATO_0001966	convolute		value_slim
PATO_0001967	actinodromous		value_slim
PATO_0001968	parallelodromous		value_slim
PATO_0001969	craspedodromous		value_slim
PATO_0001970	brochidodromous		value_slim
PATO_0001971	cladodromous		value_slim
PATO_0001972	reticulodromous		value_slim
PATO_0001973	cuspidate		value_slim
PATO_0001974	retuse		value_slim
PATO_0001975	unserrated		value_slim
PATO_0001976	serration		value_slim
PATO_0001977	angular	angulate	value_slim
PATO_0001978	cut	incised	value_slim
PATO_0001979	lobed		mpath_slim|value_slim
PATO_0001980	digitate		value_slim
PATO_0001981	auriculate		value_slim
PATO_0001982	attenuate		value_slim
PATO_0001983	perfoliate		value_slim
PATO_0001984	decurrent		value_slim
PATO_0001985	frozen		value_slim
PATO_0001986	dissolved		relational_slim|value_slim
PATO_0001987	saccular	sacular	value_slim
PATO_0001988	quadrangular		value_slim
PATO_0001989	sinuous	twisted	value_slim
PATO_0001990	duration of disease		
PATO_0001991	immortal		disposition_slim|value_slim
PATO_0001992	cellularity		attribute_slim|scalar_slim
PATO_0001993	multicellular		value_slim
PATO_0001994	unicellular		value_slim
PATO_0001995	organismal quality		
PATO_0001997	present in fewer numbers in organism	decreased|decreased amount|decreased number|reduced|subnumerary	
PATO_0001998	conspicuousness		
PATO_0001999	lacks parts or has fewer parts of type	loss of	relational_slim
PATO_0002000	lacks all parts of type	lacks all physical parts of type	relational_slim
PATO_0002001	has fewer parts of type	decreased number of|has decreased number of|has fewer physical parts of type	relational_slim
PATO_0002002	has extra parts of type	has extra parts of|has increased number of|having extra physical parts|having supernumerary physical parts|increased number of	relational_slim
PATO_0002003	population quality		attribute_slim
PATO_0002005	concavity		attribute_slim
PATO_0002006	2-D shape	2-D projection|cross-sectional	attribute_slim
PATO_0002007	convex 3-D shape		attribute_slim
PATO_0002008	concave 3-D shape		attribute_slim
PATO_0002009	branchiness		attribute_slim
PATO_0002010	looseness		value_slim
PATO_0002011	neoplastic	tumorous	disposition_slim|mpath_slim|value_slim
PATO_0002012	coating		value_slim
PATO_0002013	fasciculation		attribute_slim
PATO_0002014	structure, cavities		attribute_slim
PATO_0002016	magnitude		
PATO_0002017	increased magnitude	high magnitude	
PATO_0002018	decreased magnitude	low magnitude	
PATO_0002019	aplastic growth	agenesis|dysgenesis	
PATO_0002020	pale pink		
PATO_0002021	conical	cone-shaped	value_slim
PATO_0002022	villiform		value_slim
