id	label	synonyms	slim
PATO_0002023	apical-basal polarity		value_slim
PATO_0002024	anterior-posterior polarity	rostral-caudal polarity |superior-caudal polarity (human torso)	value_slim
PATO_0002025	external angle		relational_slim|value_slim
PATO_0002026	non-progressive		mpath_slim|value_slim
PATO_0002027	osmolality		attribute_slim|relational_slim|scalar_slim
PATO_0002028	decreased osmolality	low osmolality	relational_slim|value_slim
PATO_0002029	increased osmolality	high osmolality	relational_slim|value_slim
PATO_0002030	specificity to		attribute_slim|disposition_slim|relational_slim
PATO_0002031	upturned		value_slim
PATO_0002032	forward scatter		attribute_slim
PATO_0002033	side scatter		attribute_slim
PATO_0002034	undivided	unseparated	value_slim
PATO_0002035	ipsilateral to	ipsilateral	mpath_slim|relational_slim|value_slim
PATO_0002036	axial to		mpath_slim|relational_slim|value_slim
PATO_0002037	degeneration		attribute_slim|scalar_slim
PATO_0002038	non-degenerate	not degenerate	value_slim
PATO_0002039	biconcave		value_slim
PATO_0002040	biconvex		value_slim
PATO_0002041	anterior-posterior diameter		attribute_slim|scalar_slim
PATO_0002042	decreased anterior-posterior diameter	low anterior-posterior diameter	value_slim
PATO_0002043	increased anterior-posterior diameter	high anterior-posterior diameter	value_slim
PATO_0002044	trapezoid	trapezoidal	value_slim
PATO_0002045	dendritic	dendriform|dendroid|dendroidal	value_slim
PATO_0002046	abaxial to		mpath_slim|relational_slim|value_slim
PATO_0002047	adaxial to		mpath_slim|relational_slim|value_slim
PATO_0002048	mosaicism	heterogeneity	attribute_slim
PATO_0002049	lateral and rotional curvature		value_slim
PATO_0002050	present in normal numbers in organism		
PATO_0002051	increased occurrence	increased incidence	
PATO_0002052	decreased occurrence	decreased incidence	
PATO_0002053	dorso-ventrally flattened		value_slim
PATO_0002054	laterally compressed	laterally flattened|transversely flattened	value_slim
PATO_0002055	increased fragility		disposition_slim|value_slim
PATO_0002056	decreased fragility		disposition_slim|value_slim
PATO_0002057	increased area		value_slim
PATO_0002058	decreased area		value_slim
PATO_0002059	emmision wavelength		attribute_slim
PATO_0002060	absorption wavelength		attribute_slim
PATO_0002062	physical quality of a process		attribute_slim
PATO_0002063	columnar		mpath_slim|value_slim
PATO_0002064	fenestrated		mpath_slim|value_slim
PATO_0002065	star shaped	stellate	mpath_slim|value_slim
PATO_0002066	crystal configuration		value_slim
PATO_0002067	stratification		attribute_slim
PATO_0002068	stratified		mpath_slim|value_slim
PATO_0002069	unstratified		mpath_slim|value_slim
PATO_0002070	affinity		attribute_slim|disposition_slim|relational_slim|scalar_slim
PATO_0002071	increased affinity		disposition_slim|relational_slim|value_slim
PATO_0002072	decreased affinity		disposition_slim|relational_slim|value_slim
PATO_0002073	avidity		attribute_slim|disposition_slim|relational_slim|scalar_slim
PATO_0002074	increased avidity		disposition_slim|relational_slim|value_slim
PATO_0002075	decreased avidity		disposition_slim|relational_slim|value_slim
PATO_0002076	movement behavioral quality	movement behavioural quality	attribute_slim
PATO_0002077	stacked		value_slim
PATO_0002078	hollow		value_slim
PATO_0002080	broken into two pieces		value_slim
PATO_0002081	shattered		value_slim
PATO_0002082	partially broken		value_slim
PATO_0002083	altered number of		attribute_slim|relational_slim
PATO_0002087	bullet-shaped		value_slim
PATO_0002088	monocystic		mpath_slim|value_slim
PATO_0002089	polycystic	multicystic	value_slim
PATO_0002090	adenomatous		mpath_slim|value_slim
PATO_0002091	subacute		mpath_slim|value_slim
PATO_0002092	anaplastic		mpath_slim|value_slim
PATO_0002093	ballooning		mpath_slim|value_slim
PATO_0002094	basophilic		disposition_slim|mpath_slim|value_slim
PATO_0002096	neoplastic, non-malignant	benign	disposition_slim|mpath_slim|value_slim
PATO_0002097	neoplastic, malignant		disposition_slim|mpath_slim|value_slim
PATO_0002098	neoplastic, metastatic		disposition_slim|mpath_slim|value_slim
PATO_0002099	differentiated		mpath_slim|value_slim
PATO_0002100	undifferentiated		mpath_slim|value_slim
PATO_0002101	metaplastic	trans-differentiated	mpath_slim|value_slim
PATO_0002102	proliferative		disposition_slim|mpath_slim|value_slim
PATO_0002103	infiltrative	infiltrating	mpath_slim|value_slim
PATO_0002104	inflammatory		mpath_slim|value_slim
PATO_0002105	hemorrhagic		mpath_slim|value_slim
PATO_0002106	poorly differentiated		mpath_slim|value_slim
PATO_0002107	peripheral		mpath_slim|relational_slim|value_slim
PATO_0002108	papillary		mpath_slim|value_slim
PATO_0002109	caseous	cheese-like	mpath_slim|value_slim
PATO_0002110	well differentiated		mpath_slim|value_slim
PATO_0002111	moderately well differentiated		mpath_slim
PATO_0002112	perforate	permeable|pierced	mpath_slim|value_slim
PATO_0002113	cribriform		mpath_slim|value_slim
PATO_0002114	fatty		mpath_slim|value_slim
PATO_0002115	fibrinoid		value_slim
PATO_0002116	fibrinopurulent		mpath_slim|value_slim
PATO_0002117	glandular		mpath_slim|value_slim
PATO_0002118	multiple		mpath_slim|value_slim
PATO_0002119	hydropic		mpath_slim|value_slim
PATO_0002120	suppurative	purulent	mpath_slim|value_slim
PATO_0002121	trabecular		mpath_slim|value_slim
PATO_0002122	mixed		mpath_slim|value_slim
PATO_0002123	minimal		mpath_slim|value_slim
PATO_0002124	laminar		mpath_slim|value_slim
PATO_0002125	nodular		mpath_slim|value_slim
PATO_0002126	osseous	bony	mpath_slim|value_slim
PATO_0002127	scirrhous		disposition_slim|mpath_slim|value_slim
PATO_0002128	serous		value_slim
PATO_0002129	neoplastic, invasive		disposition_slim|mpath_slim|value_slim
PATO_0002130	neoplastic, deeply invasive		disposition_slim|value_slim
PATO_0002131	abduction		attribute_slim|relational_slim
PATO_0002132	neoplastic, non-invasive		disposition_slim|mpath_slim|value_slim
PATO_0002133	adduction		attribute_slim|relational_slim
PATO_0002134	fibrillary	fibrillate	value_slim
PATO_0002135	delayed closure		
PATO_0002136	radiopacity		attribute_slim|disposition_slim|scalar_slim
PATO_0002137	radiopaque		disposition_slim|value_slim
PATO_0002138	edibility	edibleness	attribute_slim|disposition_slim|relational_slim
PATO_0002139	edible		disposition_slim|relational_slim|value_slim
PATO_0002140	inedible		disposition_slim|relational_slim|value_slim
PATO_0002141	irregular density		value_slim
PATO_0002142	bracket		value_slim
PATO_0002143	sloped downward		value_slim
PATO_0002144	increased radiopacity		disposition_slim|value_slim
PATO_0002145	decreased radiopacity		disposition_slim|value_slim
PATO_0002146	virulence		attribute_slim|scalar_slim
PATO_0002147	reduced virulence	attenuated	value_slim
PATO_0002148	increased virulence		value_slim
PATO_0002149	ivory		value_slim
PATO_0002150	splayed caudal	splayed inferior (human torso)|splayed posterior	value_slim
PATO_0002151	splayed dorsal	splayed posterior (human torso)	value_slim
PATO_0002152	splayed lateral		value_slim
PATO_0002153	splayed rostral	splayed anterior|splayed superior (human torso)	value_slim
PATO_0002154	splayed ventral	splayed anterior (human torso)|splayed inferior (human head)	value_slim
PATO_0002155	medially rotated	internally rotated	mpath_slim|value_slim
PATO_0002156	laterally rotated	externally rotated	mpath_slim|value_slim
PATO_0002157	partially dislocated	partial dislocated towards|subluxation|suluxated towards	relational_slim|value_slim
PATO_0002161	bicornuate		value_slim
PATO_0002162	high-arched		value_slim
PATO_0002163	herniated into		mpath_slim|relational_slim|value_slim
PATO_0002164	curved medial		value_slim
PATO_0002165	drooping	sagging	value_slim
PATO_0002166	premature closure		value_slim
PATO_0002167	herniated out of		mpath_slim|relational_slim|value_slim
PATO_0002168	displaced to	mislocalised to	relational_slim
PATO_0002169	split medially		value_slim
PATO_0002170	split laterally		value_slim
PATO_0002171	split bilaterally		value_slim
PATO_0002172	split radially		value_slim
PATO_0002173	misaligned towards		attribute_slim|relational_slim
PATO_0002174	misaligned away from		attribute_slim|relational_slim
PATO_0002175	deviation		attribute_slim
PATO_0002176	deviation towards the lateral side		value_slim
PATO_0002177	deviation towards the medial side		value_slim
PATO_0002178	mislocalised radially		value_slim
PATO_0002179	mislocalised proximally		value_slim
PATO_0002180	straight		value_slim
PATO_0002181	displaced		attribute_slim
PATO_0002182	molecular quality	relational molecular quality	
PATO_0002183	cyclicity		value_slim
PATO_0002184	cyclic cyclicity		value_slim
PATO_0002185	acyclic cyclicity		value_slim
PATO_0002186	polarity		attribute_slim|scalar_slim
PATO_0002187	polar polarity		value_slim
PATO_0002188	nonpolar polarity		value_slim
PATO_0002189	electric polarizability		attribute_slim|scalar_slim
PATO_0002190	aromaticity		attribute_slim|scalar_slim
PATO_0002191	aromatic		value_slim
PATO_0002192	non-aromatic		value_slim
PATO_0002193	electric charge		attribute_slim|scalar_slim
PATO_0002194	neutral charge		value_slim
PATO_0002195	positive charge		value_slim
PATO_0002196	negative charge		value_slim
PATO_0002197	electronegativity		attribute_slim|disposition_slim|scalar_slim
PATO_0002198	quality of a substance		attribute_slim
PATO_0002199	meltability		attribute_slim
PATO_0002200	vaporizability		attribute_slim
PATO_0002201	handedness		attribute_slim|disposition_slim
PATO_0002202	left handedness		disposition_slim|value_slim
PATO_0002203	right handedness		disposition_slim|value_slim
PATO_0002204	ambidextrous handedness		disposition_slim|value_slim
PATO_0002205	capacitance		attribute_slim|disposition_slim|scalar_slim
PATO_0002206	neonatal		value_slim
PATO_0002207	insertion depth		attribute_slim|relational_slim|scalar_slim
PATO_0002208	spoon-shaped		value_slim
PATO_0002209	incisiform		value_slim
PATO_0002210	bulbous	 bulblike|bulb-shaped|swollen	value_slim
PATO_0002211	recurved		value_slim
PATO_0002212	slender	gracile	value_slim
PATO_0002213	obclavate		value_slim
PATO_0002214	bilobed		mpath_slim|value_slim
PATO_0002215	falciform	falcate|hooked|scythe-shaped|sickle-shaped|unciform|uncinate	value_slim
PATO_0002216	ubiquinated	Ubiquitylation	value_slim
PATO_0002217	nitrated		value_slim
PATO_0002218	demyelinated		mpath_slim|value_slim
PATO_0002219	fan-shaped	fan-like	value_slim
PATO_0002220	phosphorylated		value_slim
PATO_0002221	increased phosphorylation	hyperphosphorylated	value_slim
PATO_0002222	decreased phosphorylation	hypophosporylated 	value_slim
PATO_0002223	oxidized		value_slim
PATO_0002224	V-shaped		value_slim
PATO_0002225	L-shaped		value_slim
PATO_0002226	subcylindrical		value_slim
PATO_0002227	cup-shaped	cup-like	value_slim
PATO_0002228	acuminate		value_slim
PATO_0002229	subrectangular		value_slim
PATO_0002230	subtriangular		value_slim
PATO_0002231	multifid		value_slim
PATO_0002232	semicircular	half circle|semicircle	value_slim
PATO_0002233	far from	distant from|remote from	relational_slim|value_slim
PATO_0002234	emarginate		value_slim
PATO_0002235	blade-like	 sword-like|blade-shaped|ensiform |sword-shaped	value_slim
PATO_0002236	aliform	wing-shaped	value_slim
PATO_0002237	retrorse		value_slim
PATO_0002238	antrorse		value_slim
PATO_0002239	hourglass-shaped	figure 8 shaped	value_slim
PATO_0002240	teardrop-shaped	drop shaped	value_slim
PATO_0002241	trilobed		value_slim
PATO_0002242	velocity		attribute_slim|scalar_slim
PATO_0002243	fluid flow rate	volume flow rate|volumetric flow rate	attribute_slim|scalar_slim
PATO_0002244	mass flow rate		attribute_slim
PATO_0002245	increased force	increased force amplitude	value_slim
PATO_0002246	decreased force	decreased force amplitude	value_slim
PATO_0002247	degree of pigmentation		attribute_slim|scalar_slim
PATO_0002248	pigmented		mpath_slim|value_slim
PATO_0002249	unpigmented	depigmented	mpath_slim|value_slim
PATO_0002250	increased pigmentation	hyperpigmented	mpath_slim|value_slim
PATO_0002251	decreased pigmentation	hypopigmented	mpath_slim|value_slim
PATO_0002252	antero-posteriorly flattened	antero-posteriorly compressed	absent_slim|value_slim
PATO_0002253	platelike	plate-like	value_slim
PATO_0002254	flattened	compressed	value_slim
PATO_0002255	grooved	channeled|creased	value_slim
PATO_0002256	tricuspidate	tricuspid	value_slim
PATO_0002257	multicuspidate		value_slim
PATO_0002258	pointed		value_slim
PATO_0002259	adjacent to	close to|near to|vicinity of	relational_slim|value_slim
PATO_0002260	semi erect	semi upright	
PATO_0002261	located in		relational_slim|value_slim
PATO_0002262	phosphorylation		attribute_slim|scalar_slim
PATO_0002263	dephosphorylated		value_slim
PATO_0002264	organization quality		attribute_slim
PATO_0002265	behavioural activity		attribute_slim|disposition_slim|scalar_slim
PATO_0002266	3-D shape		
PATO_0002267	edge shape		
PATO_0002268	centered		value_slim
PATO_0002269	accumulation	pooled	attribute_slim|relational_slim|scalar_slim
PATO_0002270	increased accumulation	accumulated	relational_slim|value_slim
PATO_0002271	decreased accumulation		relational_slim|value_slim
PATO_0002272	parallel to		relational_slim|value_slim
PATO_0002273	marbled		value_slim
PATO_0002274	mottled		value_slim
PATO_0002275	high contrast color pattern		disposition_slim
PATO_0002276	barred		value_slim
PATO_0002277	iridescent		
PATO_0002278	articulated with		relational_slim
PATO_0002279	tightly articulated with		relational_slim
PATO_0002280	broadly articulated with		relational_slim
PATO_0002281	biscupidate	bicuspid	
PATO_0002282	increased mobility		value_slim
PATO_0002283	decreased mobility		value_slim
PATO_0002284	tension		attribute_slim|scalar_slim
PATO_0002285	increased branchiness		value_slim
PATO_0002286	decreased branchiness		value_slim
PATO_0002287	increased elasticity		value_slim
PATO_0002288	decreased elasticity		value_slim
PATO_0002289	setose		value_slim
PATO_0002290	aplastic/hypoplastic		
PATO_0002291	agenesis		
PATO_0002292	transient	transient structure	
PATO_0002293	permanent	permanent structure	
PATO_0002294	scrobiculate		
PATO_0002295	areolate		value_slim
PATO_0002296	foveate	foveolate|pitted	value_slim
PATO_0002297	decreased cellular motility		value_slim
PATO_0002298	increased cellular motility		value_slim
PATO_0002299	tubular	tube like|tube-shaped|tubulate	
PATO_0002300	increased quality		
PATO_0002301	decreased quality		
PATO_0002302	decreased process quality		
PATO_0002303	decreased object quality		
PATO_0002304	increased process quality		
PATO_0002305	increased object quality		
PATO_0002306	equilateral triangular		value_slim
PATO_0002307	isosceles triangular		scalar_slim
PATO_0002308	scalene triangular		value_slim
PATO_0002309	fiber shaped		value_slim
PATO_0002310	robust		value_slim
PATO_0002311	fimbriated		value_slim
PATO_0002312	segmented		mpath_slim|value_slim
PATO_0002313	telescopic		value_slim
PATO_0002314	ligamentous		value_slim
PATO_0002315	brush-like shape		value_slim
PATO_0002316	autogenous	free	value_slim
PATO_0002317	parallelogram		value_slim
PATO_0002318	superelliptic	Lamé curve	
PATO_0002319	squircle		value_slim
PATO_0002320	diamond shaped		value_slim
PATO_0002321	hypoelliptic		
PATO_0002322	hyperelliptic		
PATO_0002323	temporal distribution quality		attribute_slim
PATO_0002324	offset quality		attribute_slim
PATO_0002325	onset quality		attribute_slim
PATO_0002326	angle		attribute_slim|relational_slim
PATO_0002327	increased angle to		relational_slim|value_slim
PATO_0002328	decreased angle to		relational_slim|value_slim
PATO_0002329	hyponastic		value_slim
PATO_0002330	oblanceolate		value_slim
PATO_0002331	adhesive	resinous	value_slim
PATO_0002332	non-adhesive	non-resinous	value_slim
PATO_0002333	increased adhesivity		value_slim
PATO_0002334	decreased adhesivity		
PATO_0002335	tholiform		value_slim
PATO_0002336	pyramidal		value_slim
PATO_0002337	lance-ovate		value_slim
PATO_0002338	lanceolate-triangular		value_slim
PATO_0002339	hispid		value_slim
PATO_0002340	hispidulous		value_slim
PATO_0002341	tomentose		value_slim
PATO_0002342	cupulate		value_slim
PATO_0002343	decumbent		value_slim
PATO_0002344	arachnose		value_slim
PATO_0002345	lemon-shaped		value_slim
PATO_0002346	snowman-shaped		value_slim
PATO_0002347	obconical		value_slim
PATO_0002348	ligneous		value_slim
PATO_0002349	basal to		value_slim
PATO_0002350	cauline to		value_slim
PATO_0002351	fleshy		value_slim
PATO_0002352	herbaceous		scalar_slim
PATO_0002353	activation quality		attribute_slim
PATO_0002354	active		attribute_slim
PATO_0002355	inactive		attribute_slim
PATO_0002356	constitutively active		attribute_slim
PATO_0002357	D-shaped		value_slim
PATO_0002358	ridged	ridge-like	value_slim
PATO_0002359	broad		value_slim
PATO_0002360	tendency		attribute_slim|disposition_slim|relational_slim
PATO_0002361	increased tendency		disposition_slim|relational_slim|value_slim
PATO_0002362	decreased tendency		disposition_slim|relational_slim|value_slim
PATO_0002363	bronze		value_slim
PATO_0002364	shortened		value_slim
PATO_0002365	intact female		value_slim
PATO_0002366	intact male		value_slim
PATO_0002367	castrated male		value_slim
PATO_0002368	nulliparous		value_slim
PATO_0002369	multiparous		value_slim
PATO_0002370	parity		attribute_slim
PATO_0002371	primiparous		value_slim
PATO_0002372	grand multi[arous		value_slim
PATO_0002373	mediolateral polarity		value_slim
PATO_0002374	fluctuating		value_slim
PATO_0002375	trumpet-shaped		value_slim
PATO_0002376	inflated	air-filled	value_slim
PATO_0002377	uninflated		value_slim
PATO_0002378	acinus		mpath_slim|value_slim
PATO_0002379	ovariohysterectomized female		value_slim
PATO_0002380	ovariectomized female		value_slim
PATO_0002381	waxiness		attribute_slim
PATO_0002382	increased waxiness		value_slim
PATO_0002383	decreased waxiness		
PATO_0002384	waxy		mpath_slim|value_slim
PATO_0002385	striate-angular		value_slim
PATO_0002386	anvil	anvil shaped	
PATO_0002387	peracute	per-acute	mpath_slim|value_slim
PATO_0002388	pedunculate		mpath_slim|value_slim
PATO_0002389	procumbent		value_slim
PATO_0002390	radius		attribute_slim|scalar_slim
PATO_0002391	triradiate		value_slim
PATO_0002392	diagonal to		relational_slim|value_slim
PATO_0002393	increased tolerance to		relational_slim|value_slim
PATO_0002394	decreased tolerance to		relational_slim|value_slim
PATO_0002395	mislocalized abaxially		value_slim
PATO_0002396	mislocalized adaxially		value_slim
PATO_0002397	subcircular	round|rounded	value_slim
PATO_0002399	anteromedially rotated		mpath_slim|value_slim
PATO_0002400	fusiform		mpath_slim|value_slim
PATO_0002401	random pattern		mpath_slim|value_slim
PATO_0002402	multifocal to coalescing		mpath_slim|value_slim
PATO_0002403	generalized		mpath_slim|value_slim
PATO_0002404	segmental		mpath_slim|value_slim
PATO_0002405	friability		mpath_slim|value_slim
PATO_0002406	friable		mpath_slim|value_slim
PATO_0002407	indurated		mpath_slim|value_slim
PATO_0002408	watery		mpath_slim|value_slim
PATO_0002409	fluid-filled		mpath_slim|value_slim
PATO_0002410	beige		mpath_slim|value_slim
PATO_0002411	yellow brown		value_slim
PATO_0002412	dark yellow brown		value_slim
PATO_0002413	light yellow brown		
PATO_0002414	chronic-active		mpath_slim|value_slim
PATO_0002415	focally extensive		mpath_slim|value_slim
PATO_0002416	sunken		mpath_slim|value_slim
PATO_0002417	transmural		mpath_slim|value_slim
PATO_0002418	acidophilic		mpath_slim|value_slim
PATO_0002419	eosinophilic		mpath_slim|value_slim
PATO_0002420	amphiphilic		mpath_slim|value_slim
PATO_0002421	cicatricial		mpath_slim|value_slim
PATO_0002422	acinar		mpath_slim|value_slim
PATO_0002423	papillomatous		mpath_slim|value_slim
PATO_0002424	divergent from		attribute_slim|relational_slim
PATO_0002425	exposed		value_slim
PATO_0002426	scaphoid		value_slim
PATO_0002427	knobbled		value_slim
PATO_0002428	tripodal		value_slim
PATO_0002429	x-shaped		value_slim
PATO_0002430	strap-shaped		value_slim
PATO_0002431	waisted		value_slim
PATO_0002432	spade-shaped		value_slim
PATO_0002433	sculpted surface		value_slim
PATO_0002434	perpendicular to		relational_slim|value_slim
PATO_0002435	abut		scalar_slim|value_slim
PATO_0002436	offset		relational_slim|value_slim
PATO_0002437	interlocked with		relational_slim|value_slim
PATO_0002438	subdermal	subcutaneous	value_slim
PATO_0002439	w-shaped		value_slim
PATO_0002440	ornamentation		disposition_slim
PATO_0002441	ornamented		value_slim
PATO_0002442	unornamented		value_slim
PATO_0002443	level with		relational_slim|value_slim
PATO_0002444	mineralized		value_slim
PATO_0002445	torsioned	twisted	
PATO_0002446	anchor-shaped		value_slim
PATO_0002447	quadripartite		value_slim
PATO_0002448	oriented towards		relational_slim|value_slim
PATO_0002449	posteromedial to		relational_slim|value_slim
PATO_0002450	firm		value_slim
PATO_0002451	sexually dimorphic		value_slim
PATO_0002452	decondensed		value_slim
PATO_0002453	eroding		value_slim
PATO_0002454	carpel-like		value_slim
PATO_0002455	corymb-like		value_slim
PATO_0002456	inflorescence-like		value_slim
PATO_0002457	leaf-like		value_slim
PATO_0002458	pin-like		value_slim
PATO_0002459	sepal-like		value_slim
PATO_0002460	shriveled		value_slim
PATO_0002461	wilty		value_slim
PATO_0002462	collagenous		value_slim
PATO_0002463	extends to		relational_slim
PATO_0002464	extends beyond		relational_slim
PATO_0002465	prism shaped	tent shaped	value_slim
PATO_0002466	keyhole shaped		value_slim
PATO_0002467	lathlike		value_slim
PATO_0002468	distensible		value_slim
PATO_0002469	sutured to		relational_slim|value_slim
PATO_0002470	transformed to		relational_slim|value_slim
PATO_0002471	increased velocity		value_slim
PATO_0002472	decreased velocity		value_slim
PATO_0002473	neoplastic, spontaneous		mpath_slim|value_slim
PATO_0002474	bitter		value_slim
PATO_0002475	subterminal		relational_slim|value_slim
PATO_0002476	terminal		relational_slim|value_slim
PATO_0002477	brittle		value_slim
PATO_0002478	transversely striated		mpath_slim|value_slim
PATO_0002479	obliquely striated		mpath_slim|value_slim
PATO_0002480	poorly ossified		value_slim
PATO_0002481	oblique orientation		value_slim
PATO_0002482	slit-like		value_slim
PATO_0002483	external to		relational_slim|value_slim
PATO_0002484	inverted-V shaped	chevron shaped	value_slim
PATO_0002485	parallel-sided		value_slim
PATO_0002486	multi-organismal process quality		attribute_slim
PATO_0002487	single organismal process quality		attribute_slim
PATO_0002488	overlapping		relational_slim|value_slim
PATO_0002489	overlapped by		relational_slim|value_slim
PATO_0002490	anterior orientation	anteriorly directly	value_slim
PATO_0002491	anterodorsal orientation	anterodorsally directed	value_slim
PATO_0002492	anterolateral orientation	anterolaterally directed	value_slim
PATO_0002493	anteroventral orientation	anteroventrally directed	value_slim
PATO_0002494	distal orientation	distally directed	value_slim
PATO_0002495	dorsal orientation	dorsally directed	value_slim
PATO_0002496	dorsolateral orientation	dorsolaterally directed	value_slim
PATO_0002497	lateral orientation	laterally directed	value_slim
PATO_0002498	medial orientation	medially directed	value_slim
PATO_0002499	posterior orientation	<new synonym>	value_slim
PATO_0002500	ventrolaterally orientation	ventrolaterally directed	value_slim
PATO_0002501	ventral orientation	ventrally directed	value_slim
PATO_0002502	transverse orientation	transversely oriented	value_slim
PATO_0002503	posterolateral orientation	posterolaterally directed	value_slim
PATO_0002504	posterodorsal orientation	posterodorsally directed	value_slim
PATO_0002505	nucleated		mpath_slim|value_slim
PATO_0002506	alobate		value_slim
PATO_0002507	keratinous		value_slim
PATO_0002508	concealed		value_slim
PATO_0002509	hexagonal		value_slim
PATO_0002510	multipartite		value_slim
PATO_0002511	cane-like	cane-shaped	value_slim
PATO_0002512	confluent with		relational_slim|value_slim
PATO_0002513	oblique to		relational_slim|value_slim
PATO_0002514	anteromedial orientation	medioanterior orientation	value_slim
PATO_0002515	increased elevation relative to		relational_slim|value_slim
PATO_0002516	concealed by		relational_slim|value_slim
PATO_0002517	saddle-shaped		value_slim
PATO_0002518	flush		value_slim
PATO_0002519	cancellous		value_slim
PATO_0002520	scute-like		value_slim
PATO_0002521	funnel-shaped		value_slim
PATO_0002522	keel-shaped		value_slim
PATO_0002523	vertical to		relational_slim|value_slim
PATO_0002524	mesiolateral orientation		value_slim
PATO_0002525	towards	monadic_form_of	relational_slim|value_slim
PATO_0104005	deep yellow	deep-yellow	value_slim
PATO_0104007	greyish green	gray-green|gray green|grayish green|grey-green|grey green	value_slim
PATO_0104010	papyraceous	chartaceous|papery	value_slim
PATO_0104013	greenish yellow	greenish-yellow	value_slim
PATO_0104016	terete		value_slim
PATO_0104019	succulent		value_slim
PATO_0104020	blue green	blue-green|bluish green|bluish-green	value_slim
PATO_0104031	cream	creamy	value_slim
PATO_0104032	coriaceous	leathery	value_slim
PATO_0104035	pendent		value_slim
PATO_0104041	velutinous	velvety	value_slim
PATO_0104051	pale greenish yellow	pale-greenish-yellow	value_slim
PATO_0104054	orange yellow	orange-yellow	value_slim
PATO_0104059	pinkish white	pinkish-white	value_slim
PATO_0104064	deep blue	deep-blue	value_slim
PATO_0104067	greenish white	greenish-white	value_slim
PATO_0104073	deep orange	deep-orange	value_slim
PATO_0104077	very pale blue	very-pale-blue	value_slim
PATO_0104079	reddish purple	reddish-purple	value_slim
PATO_0104085	deep purple	deep-purple	value_slim
PATO_0104087	deep purplish red	deep-purplish-red	value_slim
PATO_0104112	orange red	orange-red	value_slim
PATO_0104114	yellowish green	yellowish-green	value_slim
PATO_0104117	bristly		value_slim
PATO_0104123	deep green	deep-green	value_slim
PATO_0104151	dark pink	dark-pink	value_slim
PATO_0104157	purplish black	purplish-black	value_slim
PATO_0104159	dark purplish red	dark-purplish-red	value_slim
PATO_0104189	deep red	deep-red	value_slim
PATO_0104223	very pale green	very-pale-green	value_slim
PATO_0104242	pannose	felted	value_slim
PATO_0104277	glaucous		value_slim
PATO_0104294	deep violet	deep-violet	value_slim
PATO_0104305	bluish grey	blue-gray|blue gray|bluish gray|blue-grey|blue grey	value_slim
PATO_0104307	tessellated	tesselated	value_slim
PATO_0104311	purplish red	purplish-red	value_slim
