id	label	synonyms	namespace
PO_0007005	IL.02 1/2 inflorescence length reached stage	4.03 1/2 of inflorescence length reached in soybean	plant_structure_development_stage
PO_0007006	IL.00 inflorescence just visible stage	4.01 Inflorescence just visible in soybean|visible flower buds in Arabidopsis	plant_structure_development_stage
PO_0007007	whole plant fruit formation stage 50 to 70%	7.07 Pod 70% of final length in soybean|8.02-early milk in barley|8.02-early milk in oat|8.02-early milk in wheat|early milk stage|early milk stage in maize|FF.03 fruit size 70% in Solanaceae|late milk|tomato immature green|Zadok scale-73, Haun scale-13	plant_structure_development_stage
PO_0007008	IE.02 1/2 of inflorescence emerged from flag leaf sheath stage	08-heading|6.03-1/2 of inflorescence emerged in barley|6.03-1/2 of inflorescence emerged in oat|6.03-1/2 of inflorescence emerged in wheat|first individual flowers visible|half bloom|middle of heading|middle of panicle emergence in rice|sorghum growth stage-7	plant_structure_development_stage
PO_0007009	whole plant fruit formation stage 10 to 30%	7.02 Pod 30% of final length in soybean|FF.01 fruit size 30% in Solanaceae|tomato immature green	plant_structure_development_stage
PO_0007010	whole plant fruit ripening stage	08-dough stage in rice|09-dough development in barley|09-dough development in oat|09-dough development in wheat|10-dough stage in sorghum|6 ripening in Solanaceae|8 Bean Development in soybean|BBCH principal growth stage 8|dough stage|dough stage in maize|dough stage kernels yellowish, about 55% dry matter|fruit maturity|fruit ripening|kernel ripening|maturity of fruit and seed|rice growth stage-8|silique ripening in Arabidopsis	plant_structure_development_stage
PO_0007013	BO.03 late boot stage	5.2-late booting stage in rice|flag leaf sheath swollen|rice growth stage-5.2	plant_structure_development_stage
PO_0007014	booting stage	05-booting in barley|05-booting in oat|05-booting in wheat|05-booting stage|07-boot stage in sorghum|BBCH growth stage 4.0|development of vegetatively propogated organs|rice growth stage-5|sorghum growth stage-6	plant_structure_development_stage
PO_0007015	radicle emergence stage	0.02-radicle emergence from seed in maize|0.2 radicle emergence from seed in maize|05 radicle emergence from seed coat in soybean|1.04-radicle emerged from seed in barley|1.04-radicle emerged from seed in oat|1.04-radicle emerged from seed in Triticeae|1.04-radicle emerged from seed in wheat|BBCH growth stage 05|maize growth stage-0.2|radicle emergence|radicle emergence in Arabidopsis|radicle emergence in Solanaceae|Zadok scale-5	plant_structure_development_stage
PO_0007016	whole plant flowering stage	07-anthesis in barley|07-anthesis in oat|07-anthesis in wheat|09-flowering in sorghum|4 flowering in Solanaceae|5 flowering in maize|5.01-anthesis in maize|5.02-silking in maize|5.1 anthesis in maize|5.2 silking in maize|6 Flowering in soybean|6.1-flowering stage in rice|anthesis in maize|anthesis stage|BBCH principal growth stage 6|flowering in maize|pollen shed in maize|R1 in maize|rice growth stage-6.1|silk emergence in maize|sorghum growth stage 8|VT in maize	plant_structure_development_stage
PO_0007017	sporophyte senescent stage	10.03-kernel loosening in daytime in barley|10.03-kernel loosening in daytime in oat|10.03-kernel loosening in daytime in Triticeae|10.03-kernel loosening in daytime in wheat|10.04-overripe, straw dead and collapsing in barley|10.04-overripe, straw dead and collapsing in oat|10.04-overripe, straw dead and collapsing in Triticeae|10.04-overripe, straw dead and collapsing in wheat|9 Senescence in soybean|BBCH principal growth stage 9|C senescence in Solanaceae|senescence in Arabidopsis|sporophyte senescence stage	plant_structure_development_stage
PO_0007018	BO.01 early boot stage	5.01-flag leaf sheath extending in barley|5.01-flag leaf sheath extending in oat|5.01-flag leaf sheath extending in wheat|5.1-early booting stage in rice|flag leaf sheath extending|rice growth stage-5.1	plant_structure_development_stage
PO_0007019	BO.05 flag leaf sheath opened stage	5.04-flag leaf sheath extending in barley|5.04-flag leaf sheath extending in oat|5.04-flag leaf sheath extending in wheat|first awns visible	plant_structure_development_stage
PO_0007022	seed imbibition stage	0.1 imbibition in maize|01 Beginning of seed imbibition in soybean|03 Seed imbibition complete in soybean|1.02-start of imbibition in barley|1.02-start of imbibition in oat|1.02-start of imbibition in Triticeae|1.02-start of imbibition in wheat|1.03-imbibition complete in barley|1.03-imbibition complete in oat|1.03-imbibition complete in Tricticeae|1.03-imbibition complete in wheat|BBCH growth stage 01|imbibition in Arabidopsis|imbibition in Solanaceae	plant_structure_development_stage
PO_0007023	IE.04 inflorescence fully emerged from flag leaf sheath stage	6.05-emergence of inflorescence completed in barley|6.05-emergence of inflorescence completed in oat|6.05-emergence of inflorescence completed in wheat|end of panicle emergence in rice	plant_structure_development_stage
PO_0007024	FL.04 end of flowering stage	6.09 End of flowering in soybean|7.03-anthesis completed in barley|7.03-anthesis completed in oat|7.03-anthesis completed in wheat|anthesis completed|FL.04 end of flowering in Solanaceae|flowering complete|fruit set visible|late reproductive|Zadok scale-69, Haun scale-11.6	plant_structure_development_stage
PO_0007025	IE.00 inflorescence tip just visible above flag leaf sheath stage	6.01-first spikelet of inflorescence visible in barley|6.01-first spikelet of inflorescence visible in oat|6.01-first spikelet of inflorescence visible in wheat|beginning of heading|beginning of panicle emergence in rice|beginning of tassel emergence in maize|first flower buds visible|first spikelet visible|visible flower buds|Zadok scale-50, Feekes scale-10.1, Haun scale-10.2	plant_structure_development_stage
PO_0007026	FL.00 first flower(s) open stage	6.00 1st flowers on main stem open in soybean|7.01-anthesis beginning in barley|7.01-anthesis beginning in oat|7.01-anthesis beginning in Triticeae|7.01-anthesis beginning in wheat|first open flower in Arabidopsis|FL.00 first flower(s) open in Solanaceae|Stage R1 Open flower at any node on the main stem	plant_structure_development_stage
PO_0007027	whole plant fruit formation stage 70% to final size	7.09 Pod full size in soybean|8.03-medium milk in barley|8.03-medium milk in oat|8.03-medium milk in wheat|8.04-late milk in barley|8.04-late milk in oat|BBCH principal growth stage 75|BBCH principal growth stage 79|FF.04 final fruit size in Solanaceae|kernel content milky, 40% dry matter|Kernels in middle of cob yellowish-white|nearly all kernels have reached final size|Stage R4 Full pod in soybean|tomato mature green	plant_structure_development_stage
PO_0007028	BO.04 flag leaf sheath opening stage	5.03-flag leaf sheath extending in barley|5.03-flag leaf sheath extending in oat|5.03-flag leaf sheath extending in wheat|Zadok scale-47	plant_structure_development_stage
PO_0007029	whole plant fruit formation stage 30 to 50%	7.01-blister stage in maize|7.03 Pod 50% of final length in soybean|7.2 milk stage/embryo 2|8.01-kernel watery ripe in barley|8.01-kernel watery ripe in oat|8.01-kernel watery ripe in wheat|BBCH principal growth stage 71|beginning of grain development, kernels at blister stage, 16% dry matter|blister stage in maize|caryopsis watery ripe|FF.02 fruit size 50% in Solanaceae|kernel watery ripe|R2 in maize|Stage R4 Full pod in soybean|tomato immature green|watery ripe|Zadok scale-71, Feekes scale-10.54, Haun scale-12.1	plant_structure_development_stage
PO_0007030	seedling shoot emergence stage	07 shoot emergence in soybean|BBCH growth stage 09|shoot emergence in Solanaceae	plant_structure_development_stage
PO_0007031	mid whole plant fruit ripening stage	10.01-soft dough in sorghum|7.4 late dough stage/embryo 4 in maize|8.05 Mid ripening in soybean|9.02-soft dough in barley|9.02-soft dough in oat|9.02-soft dough in wheat|BBCH principal growth stage 85|DNA degradation (endosperm) in maize|dough stage in maize|embryo stage 4 in maize|FR.02 mid stage of fruit ripening in Solanaceae|R3 in maize|soft dough|Stage R6 Full seed in soybean|tomato orange fruit|Zadok scale-85, Feekes scale-11.2	plant_structure_development_stage
PO_0007032	whole plant fruit formation stage up to 10%	7 linear grain-filling|7.01 Pod 10% of final length in soybean|7.1 blister stage|E-L 27|FF.00 fruit size 10% in Solanaceae|fruit setting|stage R3 in soybean|tomato immature green	plant_structure_development_stage
PO_0007033	whole plant development stage	cereal plant growth stage ontology (GRO:0007199)|maize growth stage (GRO:0007002)|plant growth stages in Arabidopsis (TAIR:0000021)|rice growth stage (GRO:0007040)|Solanaceae whole plant growth stages (SGN:0000001)|sorghum growth stage (GRO:0007124)|wheat, barley and oat growth stage (GRO:0007156)	plant_structure_development_stage
PO_0007034	FL.01 1/4 of flowers open stage	6.02 1/4 of flowers on the main stem open in soybean|FL.01 1/4 of flowers open in Solanaceae	plant_structure_development_stage
PO_0007036	beginning of whole plant fruit ripening stage	8.01 Beginning of bean ripening in soybean|beginning of fruit coloration|first silique shattered|FR.00 beginning of fruit ripening in Solanaceae	plant_structure_development_stage
PO_0007037	inflorescence bifurcation stage		plant_structure_development_stage
PO_0007038	whole plant fruit ripening complete stage	09-mature grain stage|10-ripening in barley|10-ripening in oat|10-ripening in Triticeae|10-ripening in wheat|10.01-kernel medium hard|10.02-kernel hard|8.09 Final ripening in soybean|9.02 dry kernel in maize|9.2 dry kernel in maize|BBCH principal growth stage 89|dry kernel in maize|dry seed in maize|FR.04 fruit ripening complete in Solanaceae|fully ripe|fully ripe grain hard, difficult to divide by thumbnail in rice|fully ripe kernels hard and shiny about 65% dry matter in maize|tomato fully red ripe fruit	plant_structure_development_stage
PO_0007039	leaf trichome development stage		plant_structure_development_stage
PO_0007041	inflorescence emergence stage	06-heading stage in rice|06-inflorescence emergence in barley|06-inflorescence emergence in oat|06-inflorescence emergence in wheat|08-heading in sorghum|half bloom in sorghum|heading|rice growth stage-6|sorghum growth stage-7|tasseling	plant_structure_development_stage
PO_0007042	whole plant fruit formation stage	07-milk stage in rice|08-milk development in barley|08-milk development in oat|08-milk development in wheat|5 fruit formation in Solanaceae|6.01-dilatory in maize|6.02-exponential in maize|6.1 dilatory in maize|6.2 exponential in maize|dilatory in maize|exponential in maize|free nuclear in maize|milk grain|milk stage in rice|mitotic in maize|proembryo in maize|rice growth stage-7|transition stage in maize|Zadok scale-70	plant_structure_development_stage
PO_0007043	hypocotyl emergence stage	0.07.01 Cotyledons and hypocotyl emerge in soybean|0.07.02 Hypocotyl emerges above soil in soybean|BBCH growth stage 08|hypocotyl and cotyledon emergence in Arabidopsis|hypocotyl emergence in Solanaceae	plant_structure_development_stage
PO_0007044	BO.02 mid boot stage	5.02-flag leaf sheath extending in barley|5.02-flag leaf sheath extending in oat|5.02-flag leaf sheath extending in wheat|flag leaf sheath just visibly swollen|Zadok scale-45, Feekes scale-10, Haun scale-9.2	plant_structure_development_stage
PO_0007045	coleoptile emergence stage	0.3 coleoptile emergence from seed in maize|BBCH growth stage 09	plant_structure_development_stage
PO_0007046	IL.01 1/4 inflorescence length reached stage	4.02 1/4 of inflorescence length reached in soybean	plant_structure_development_stage
PO_0007047	whole plant inflorescence detectable stage	3 inflorescence visible|3 inflorescence visible in Solanaceae|4 Inflorescence Formation in soybean|BBCH principal growth stage 4|BBCH principal growth stage 5|Poaceae inflorescence visible	plant_structure_development_stage
PO_0007048	IE.01 1/4 of inflorescence emerged from flag leaf sheath stage	30% of panicle emerged in rice|6.02-1/4 of inflorescence emerged in barley|6.02-1/4 of inflorescence emerged in oat|6.02-1/4 of inflorescence emerged in wheat|Zadok scale-53, Feekes scale-10.2	plant_structure_development_stage
PO_0007049	cotyledon emergence stage	01-seedling emergence in sorghum|1.00 Cotyledon visible in soybean|1.00 imperfect leaf unrolled|1.01-seedling emergence in maize|1.1 seedling emergence in maize|2.01-first leaf through coleoptile in barley|2.01-first leaf through coleoptile in oat|2.01-first leaf through coleoptile in Triticeae|2.01-first leaf through coleoptile in wheat|BBCH growth stage 09|BBCH growth stage 10|cotyledon emergence in Solanaceae|cotyledons fully open in Arabidopsis|hypocotyl and cotyledon emergence in Arabidopsis|LP.00 cotyledon visible|maize growth stage-1.1|Oryza first leaf through coleoptile|sorghum growth stage-0|Sorghum seedling emergence|Triticeae first leaf through coleoptile|VE in maize|VE stage in soybean|Zadok scale-10, Feekes scale-1	plant_structure_development_stage
PO_0007050	late whole plant fruit ripening stage	09-maturity in maize|10.02-hard dough in sorghum|8 leveling off of grain-filling/embryo 5 in maize|8.07 Late ripening in soybean|8.2-hard dough stage in rice|9 maturity in maize|9.03-hard dough in barley|9.03-hard dough in oat|9.03-hard dough in wheat|9.1 physiological maturity/embryo 6 in maize|attenuative in maize|BBCH principal growth stage 87|black layer in maize|dent stage in maize|embryo stage 5 in maize|embryo stage 6 in maize|FR.03 late stage of fruit ripening in Solanaceae|hard dough|late dough grain in rice|late dough stage in rice|leveling off of dry matter accumulation|physiological maturity, black dot, about 60% dry matter in maize|R5 in maize|R6 in maize|rice growth stage-8.2|sorghum growth stage-10|Stage R7 Beginning maturity in soybean|storage maturity in maize|tomato red firm fruit|Zadok scale-87, Haun scale-15	plant_structure_development_stage
PO_0007051	BO.00 booting begins stage		plant_structure_development_stage
PO_0007052	FL.03 3/4 of flowers open stage	6.02 3/4 of flowers on main stem open in soybean|FL.03 3/4 of flowers open in Solanaceae|flowering finishing|Stage R2 Open flower at one of the two uppermost nodes on the main stem with fully developed leaf in soybean	plant_structure_development_stage
PO_0007053	FL.02 1/2 of flowers open stage	6.02 1/2 of flowers on main stem open in soybean|7.02-anthesis half-way in barley|7.02-anthesis half-way in oat|7.02-anthesis half-way in wheat|FL.02 1/2 of flowers open in Solanaceae|full flowering|Haun scale-11.5	plant_structure_development_stage
PO_0007054	epicotyl emergence stage		plant_structure_development_stage
PO_0007056	1 pattern formation stage		plant_structure_development_stage
PO_0007057	seed germination stage	0 germination in maize|0 germination in Solanaceae|0 Germination in soybean|00-germination in maize|01-germination in barley|01-germination in oat|01-germination in rice|01-germination in Triticeae|01-germination in wheat|BBCH principal growth stage 0|germination in Arabidopsis|maize growth stage-0|rice growth stage-1	plant_structure_development_stage
PO_0007058	2 endoreduplication stage		plant_structure_development_stage
PO_0007059	3 branch formation stage		plant_structure_development_stage
PO_0007062	SE.06 six nodes or internodes visible stage	3.06 6 nodes/internodes visible in soybean|3.2 late whorl stage|4.07-sixth node detectable in barley|4.07-sixth node detectable in oat|4.07-sixth node detectable in wheat|BBCH growth stage 36|Zadok scale-36	plant_structure_development_stage
PO_0007063	LP.07 seven leaves visible stage	1.07 6th trifoliolate leaf unfolded in soybean|2.08-seven leaves unfolded in barley|2.08-seven leaves unfolded in oat|2.08-seven leaves unfolded in Triticeae|2.08-seven leaves unfolded in wheat|3.01-ear initiation|3.1 ear initiation/mid-whorl stage in maize|6-8 leaves in maize|7 leaves unfolded|7 rosette leaf in Arabidopsis|7-leaf in maize|BBCH growth stage 17|ear initiation in maize|LP.07 seven leaves visible in Solanaceae|maize growth stage-3.1|mid-whorl stage in maize|seven rosette leaves|seventh leaf unfolded|Stage V6 in soybean|Triticeae seven leaves unfolded|V7 in maize|Zadok scale-, Haun scale-6.+	plant_structure_development_stage
PO_0007064	LP.12 twelve leaves visible stage	1.12 11th trifoliolate leaf unfolded in soybean|12 rosette leaf in Arabidopsis|3.03-mid-vegetative|3.3 mid-vegetative|3.3 mid-vegetative stage of maize|maize growth stage-3.3|mid-vegetative in maize|mid-vegetative stage of maize|Stage V11 in soybean|twelve leaves unfolded|twelve rosette leaves|V12 in maize	plant_structure_development_stage
PO_0007065	LP.05 five leaves visible stage	02-tassel initiation in maize|04-five leaf stage in sorghum|1.05 4th trifoliolate leaf unfolded in soybean|2 tassel initiation/early whorl stage in maize|2.06-five leaves unfolded in barley|2.06-five leaves unfolded in oat|2.06-five leaves unfolded in Triticeae|2.06-five leaves unfolded in wheat|4-6 leaves in maize|5 leaves unfolded|5 rosette leaf in Arabidopsis|BBCH growth stage 15|early whorl stage in maize|fifth leaf unfolded|five rosette leaves|LP.05 five leaves visible in Solanaceae|maize growth stage-2|rice growth stage-3|Sorghum five leaf stage|sorghum growth stage-3|Stage V4 in soybean|tassel differentiation in maize|tassel initiation in maize|Triticeae five leaves unfolded|V5 in maize|Zadok scale-15, Haun scale-4.+	plant_structure_development_stage
PO_0007066	SE.09 nine nodes or internodes visible stage	3.09 9 nodes/internodes visible in soybean|3.3 mid-vegetative|BBCH growth stage 39	plant_structure_development_stage
PO_0007067	LP.17 seventeen leaves visible stage	1.17 16th trifoliate leaf unfolded in soybean|3.04-late vegetative|3.4 late vegetative in maize|3.4 late vegetative stage of maize|late vegetative in maize|late vegetative stage of maize|maize growth stage-3.4|maize V17 stage|Stage V16 in soybean|V17 in maize	plant_structure_development_stage
PO_0007068	mid rosette growth stage	mid rosette growth in Arabidopsis	plant_structure_development_stage
PO_0007070	SE.08 eight nodes or internodes visible stage	3.08 8 nodes/internodes visible in soybean|3.3 mid-vegetative|BBCH growth stage 38	plant_structure_development_stage
PO_0007071	2.02 main shoot and axillary shoots visible at two nodes stage	2.02 Main shoot and axillary shoots visible at 2 nodes in soybean|2.02 main shoot and axillary shoots visible at two nodes in Solanaceae|3.03-main shoot and two tillers|BBCH growth stage 22|main shoot and 2 tillers|main shoot and second tiller visible|main shoot and two tillers in barley|main shoot and two tillers in oat|main shoot and two tillers in wheat|second axillary shoot detectable|second tiller detectable|Zadok scale-22	plant_structure_development_stage
PO_0007072	LP.18 eighteen leaves visible stage	1.18 17th trifoliolate leaf unfolded in soybean|3.04-late vegetative|3.4 late vegetative in maize|3.4 late vegetative stage of maize|late vegetative in maize|late vegetative stage of maize|maize growth stage-3.4|maize V18 stage|Stage V17 in soybean|V18 in maize|VT vegetative tasseling in maize (US cornbelt)	plant_structure_development_stage
PO_0007073	2 formation of axillary shoot stage	03-tillering in barley|03-tillering in oat|03-tillering in wheat|03-tillering stage in rice|2 axillary Shoot Formation in soybean|2 formation of axillary shoot in Solanaceae|BBCH principal growth stage 2|formation of side shoot|rice growth stage-3|tillering	plant_structure_development_stage
PO_0007074	SE.15 fifteen nodes or internodes visible stage	3.15 15 nodes/internodes visible in soybean|3.4 late vegetative	plant_structure_development_stage
PO_0007076	late rosette growth stage	late rosette growth in Arabidopsis	plant_structure_development_stage
PO_0007077	2.08 main shoot and axillary shoots visible at eight nodes stage	2.08 Main shoot and axillary shoots visible at 8 nodes in soybean|2.08 main shoot and axillary shoots visible at eight nodes in Solanaceae|3.09-main shoot and eight tillers|BBCH growth stage 28|eighth axillary shoot detectable|eighth tiller detectable|main shoot and 8 tillers|main shoot and eight tillers in barley|main shoot and eight tillers in oat|main shoot and eight tillers in wheat|main shoot and eighth tiller visible|Zadok scale-28	plant_structure_development_stage
PO_0007078	rosette growth complete stage	complete rosette in Arabidopsis	plant_structure_development_stage
PO_0007079	SE.00 stem elongation begins stage	3.00 stem elongation begins in soybean|4.01-pseudo stem erection in barley|4.01-pseudo stem erection in oat|4.01-pseudo stem erection in wheat|4.1-panicle initiation stage|4.2-panicle differentiation stage|BBCH growth stage 30|pseudo stem and tillers erect|pseudo stem erection|rice green ring stage|rice panicle initiation	plant_structure_development_stage
PO_0007080	2.03 main shoot and axillary shoots visible at three nodes stage	2.03 Main shoot and axillary shoots visible at 3 nodes in soybean|2.03 main shoot and axillary shoots visible at three nodes in Solanaceae|3.04-main shoot and three tillers|BBCH growth stage 23|main shoot and 3 tillers|main shoot and third tiller visible|main shoot and three tillers in barley|main shoot and three tillers in oat|main shoot and three tillers in wheat|third axillary shoot detectable|third tiller detectable|Zadok scale-23	plant_structure_development_stage
PO_0007081	early rosette growth stage	early rosette growth in Arabidopsis	plant_structure_development_stage
PO_0007082	LP.20 twenty or more leaves whorls visible stage	1.20 19th trifoliolate leaf unfolded in soybean|1.21 20th trifoliolate leaf unfolded in soybean|1.22 21st trifoliolate leaf unfolded in soybean|1.23 22nd trifoliolate leaf unfolded in soybean|1.24 23rd trifoliolate leaf unfolded in soybean|1.25 25 or more trifoliolate leaves unfolded in soybean|3.04-late vegetative|3.4 late vegetative in maize|3.4 late vegetative stage of maize|late vegetative in maize|late vegetative stage of maize|maize growth stage-3.4|maize V20 stage|Stage V20 in soybean|Stage V21 in soybean|Stage V22 in soybean|Stage V23 in soybean|Stage V25 in soybean|V20 in maize	plant_structure_development_stage
PO_0007083	LP.13 thirteen leaves visible stage	1.13 12th trifoliolate leaf unfolded in soybean|13 rosette leaf in Arabidopsis|3.03-mid-vegetative|3.3 mid-vegetative|3.3 mid-vegetative stage of maize|maize growth stage-3.3|mid-vegetative in maize|mid-vegetative stage of maize|Stage V12 in soybean|thirteen leaves unfolded|thirteen rosette leaves|V13 in maize	plant_structure_development_stage
PO_0007084	SE.10 ten nodes or internodes visible stage	3.10 10 nodes/internodes visible in soybean|3.4 late vegetative	plant_structure_development_stage
PO_0007085	LP.14 fourteen leaves visible stage	1.14 13th trifoliolate leaf unfolded in soybean|14 rosette leaf in Arabidopsis|3.03-mid-vegetative|3.3 mid-vegetative|3.3 mid-vegetative stage of maize|fourteen leaves unfolded|fourteen rosette leaves|maize growth stage-3.3|Stage V13 in soybean|V14 in maize	plant_structure_development_stage
PO_0007086	SE.05 five nodes or internodes visible stage	3.05 5 nodes/internodes visible in soybean|3.2 late whorl stage|4.06-fifth node detectable in barley|4.06-fifth node detectable in oat|4.06-fifth node detectable in wheat|BBCH growth stage 35|Zadok scale-35	plant_structure_development_stage
PO_0007087	2.01 main shoot and axillary shoots visible at one node stage	2.01 Main shoot and axillary shoot visible at one node in soybean|2.01 main shoot and axillary shoots visible at one node in Solanaceae|3.02-main shoot and one tiller|BBCH growth stage 21|first axillary shoot detectable|first tiller detectable|main shoot and 1 tiller|main shoot and first tiller visible|main shoot and one tiller in barley|main shoot and one tiller in oat|main shoot and one tiller in wheat|Zadok scale-21, Feekes scale-2	plant_structure_development_stage
PO_0007088	2.04 main shoot and axillary shoots visible at four nodes stage	2.04 Main shoot and axillary shoots visible at 4 nodes in soybean|2.04 main shoot and axillary shoots visible at four nodes in Solanaceae|3.05-main shoot and four tillers|BBCH growth stage 24|fourth axillary shoot detectable|fourth tiller detectable|main shoot and 4 tillers|main shoot and four tillers in barley|main shoot and four tillers in oat|main shoot and four tillers in wheat|main shoot and fourth tiller visible|Zadok scale-24	plant_structure_development_stage
PO_0007089	stem elongation stage	04-stem elongation in barley|04-stem elongation in oat|04-stem elongation in wheat|04-stem elongation stage in Triticeae|05-growing point differentiation|3 rapid stem elongation in maize|3 Stem Elongation in soybean|BBCH principal growth stage 3|crop cover in potato|internode elongation|jointing stage|rapid stem elongation|rice growth stage-4|shoot development|sorghum growth stage-4|stem elongation in Solanaceae	plant_structure_development_stage
PO_0007090	SE.13 thirteen nodes or internodes visible stage	3.13 13 nodes/internodes visible in soybean|3.4 late vegetative	plant_structure_development_stage
PO_0007091	SE.01 one node or internode visible stage	3.01 one node visible in soybean|3.1 ear initiation/mid-whorl stage|4.02-first node detectable in barley|4.02-first node detectable in oat|4.02-first node detectable in wheat|BBCH growth stage 31|Zadok scale-31, Feekes scale-6	plant_structure_development_stage
PO_0007092	SE.04 four nodes or internodes visible stage	3.04 4 nodes/internodes visible in soybean|3.2 late whorl stage|4.05-fourth node detectable in barley|4.05-fourth node detectable in oat|4.05-fourth node detectable in wheat|BBCH growth stage 34|Zadok scale-34	plant_structure_development_stage
PO_0007093	2.05 main shoot and axillary shoots visible at five nodes stage	2.05 Main shoot and axillary shoots visible at 5 nodes in soybean|2.05 main shoot and axillary shoots visible at five nodes in Solanaceae|3.06-main shoot and five tillers in barley|3.06-main shoot and five tillers in oat|3.06-main shoot and five tillers in Triticeae|3.06-main shoot and five tillers in wheat|BBCH growth stage 25|fifth axillary shoot detectable|fifth tiller detectable|main shoot and 5 tillers|main shoot and fifth tiller visible|main shoot and five tillers in barley|main shoot and five tillers in oat|main shoot and five tillers in wheat|Zadok scale-25	plant_structure_development_stage
PO_0007094	LP.01 one leaf visible stage	1-4 leaf stage in rice|1.01 Unifoliolate leaves unfolded in soybean|1.02-one to two leaves in maize|1.2 1-2 leaves in maize|2.02-first leaf unfolded in barley|2.02-first leaf unfolded in oat|2.02-first leaf unfolded in Triticeae|2.02-first leaf unfolded in wheat|BBCH growth stage 11|LP.01 one leaf visible in Solanaceae|maize growth stage-1.2|pre tillering|rice growth stage-2.1|V1 in maize|VC stage in soybean|Zadok scale-11, Haun scale-1.+|Zea V01 stage	plant_structure_development_stage
PO_0007095	LP.08 eight leaves visible stage	1.08 7th trifoliolate leaf unfolded in soybean|2.09-eight leaves unfolded in barley|2.09-eight leaves unfolded in oat|2.09-eight leaves unfolded in Triticeae|2.09-eight leaves unfolded in wheat|3.01-ear initiation in Maize|3.1 ear initiation/mid-whorl stage in maize|8 leaves unfolded|8 rosette leaves in Arabidopsis|8-leaf in maize|BBCH growth stage 18|ear initiation in maize|eight leaf unfolded|eight rosette leaves|LP.08 eight leaves visible in Solanaceae|maize growth stage-3.1|mid-whorl stage in maize|Stage V7 in soybean|Triticeae eight leaves unfolded|V8 in maize|Zadok scale-18, Haun scale-7.+	plant_structure_development_stage
PO_0007096	SE.03 three nodes or internodes visible stage	3.03 3 nodes/internodes visible in soybean|3.1 ear initiation/mid-whorl stage|4.04-third node detectable in barley|4.04-third node detectable in oat|4.04-third node detectable in wheat|BBCH growth stage 33|Zadok scale-33	plant_structure_development_stage
PO_0007097	SE.14 fourteen nodes or internodes visible stage	3.14 14 nodes/internodes visible in soybean|3.4 late vegetative	plant_structure_development_stage
PO_0007098	LP.02 two leaves visible stage	1-4 leaf stage in rice|1.02 First trifoliolate leaf unfolded in soybean|1.02-one to two leaves in maize|1.2 1-2 leaves in maize|2 leaves unfolded|2 rosette leaves in Arabidopsis|2.03-two leaves unfolded in barley|2.03-two leaves unfolded in oat|2.03-two leaves unfolded in Triticeae|2.03-two leaves unfolded in wheat|BBCH growth stage 12|LP.02 two leaves visible in Solanaceae|maize growth stage-1.2|pre tillering|rice growth stage-2.1|Triticeae two leaves unfolded|two rosette leaves|V1 stage in soybean|V2 in maize|Zadok scale-12, Haun scale-1.+	plant_structure_development_stage
PO_0007099	SE.97 flag leaf visible stage	06-flag leaf visible in sorghum|4.08-flag leaf just visible in barley|4.08-flag leaf just visible in oat|4.08-flag leaf just visible in wheat|Zadok scale-37, Feekes scale-8	plant_structure_development_stage
PO_0007100	SE.16 sixteen or more nodes or internodes visible stage	3.16 16 or more nodes/internodes visible in soybean	plant_structure_development_stage
PO_0007101	LP.09 nine leaves visible stage	1.09 8th trifoliolate leaf unfolded in soybean|10-leaf in maize|2.10 nine or more leaves unfolded in barley|2.10 nine or more leaves unfolded in oat|2.10 nine or more leaves unfolded in Triticeae|2.10 nine or more leaves unfolded in wheat|3.02-late whorl stage|3.2 late whorl stage in maize|9 or more leaves unfolded|9 rosette leaf in Arabidopsis|9-11 leaves in maize|9-leaf in maize|BBCH growth stage 19|LP.09 nine or more leaves whorls visible|maize growth stage-3.2|nine rosette leaves|ninth leaf unfolded|Stage V8 in soybean|V9 in maize|Zadok scale-19	plant_structure_development_stage
PO_0007103	LP.10 ten leaves visible stage	10 rosette leaf in Arabidopsis|10-leaf in maize|3.02-late whorl stage|9-11 leaves in maize|maize growth stage-3.2|Stage V9 in soybean|ten rosette leaves|V10 in maize	plant_structure_development_stage
PO_0007104	LP.15 fifteen leaves visible stage	1.15 14th trifoliolate leaf unfolded in soybean|3.4 late vegetative in maize|3.4 late vegetative stage of maize|late vegetative in maize|maize growth stage-3.4|Stage V14 in soybean|V15 in maize	plant_structure_development_stage
PO_0007106	LP.03 three leaves visible stage	02-three leaf stage in sorghum|1-4 leaf stage in rice|1.03 2nd trifoliolate leaf unfolded in soybean|1.03-three to four leaves in maize|1.3 3-4 leaves in maize|2.04-three leaves unfolded|3 rosette leaf in Arabidopsis|3-leaf stage in maize|BBCH growth stage 13|LP.03 three leaves visible in Solanaceae|maize growth stage-1.3|pre tillering|rice growth stage-2.1|sorghum growth stage-1|V2 stage in soybean|V3 in maize|Zadok scale-13, Haun scale-2.+	plant_structure_development_stage
PO_0007108	SE.07 seven nodes or internodes visible stage	3.07 7 nodes/internodes visible in soybean|3.3 mid-vegetative|BBCH growth stage 37	plant_structure_development_stage
