id	label	synonyms	namespace
PO_0000372	metaxylem	portion of metaxylem tissue	plant_anatomy
PO_0000400	phloem mother cell		plant_anatomy
PO_0000423	plant zygote	zygote	plant_anatomy
PO_0000431	megasporocyte	megaspore mother cell|MMC|Poaceae megasporocyte|Zea megasporocyte	plant_anatomy
PO_0001002	fruit development stage	stage 17 flower in Arabidopsis|stage 18 flower in Arabidopsis|stage 19 flower in Arabidopsis|stage 20 flower in Arabidopsis	plant_structure_development_stage
PO_0001003	vascular leaf anlagen formation stage	leaf stage P0|P0 stage|vascular leaf founder cell formation stage	plant_structure_development_stage
PO_0001004	anther development stage		plant_structure_development_stage
PO_0001005	A archesporial cells visible stage	stamen stage ST1	plant_structure_development_stage
PO_0001006	B enlarged microsporocyte stage	pollen stage 2 in Arabidopsis	plant_structure_development_stage
PO_0001007	pollen development stage	pollen development in Arabidopsis	plant_structure_development_stage
PO_0001008	C callose wall formation in pollen mother cells stage	pollen mother cell stage|pollen stage 3 in Arabidopsis	plant_structure_development_stage
PO_0001009	D pollen mother cell meiosis stage	pollen stage 4 in Arabidopsis|stamen stage ST4|stamen stage ST5|stamen stage ST5-1|stamen stage ST5-2|stamen stage ST5-3|stamen stage ST5-4|stamen stage ST5-5|stamen stage ST5-6|stamen stage ST5-7	plant_structure_development_stage
PO_0001010	F microspore release stage	pollen stage 5 in Arabidopsis	plant_structure_development_stage
PO_0001011	A microsporogenous mass stage	pollen stage 1 in Arabidopsis	plant_structure_development_stage
PO_0001012	G early unicellular microspore stage	pollen stage 6 in Arabidopsis|stamen stage ST6-1	plant_structure_development_stage
PO_0001013	H late unicellular microspore stage	pollen stage 7 in Arabidopsis|stamen stage ST6-1	plant_structure_development_stage
PO_0001014	I first mitotic division stage	pollen stage 8 in Arabidopsis|stamen stage ST6-2	plant_structure_development_stage
PO_0001015	K second mitotic division stage	pollen stage 9 in Arabidopsis|stamen stage ST6-4|tricellular pollen development stage|tricellular pollen stage	plant_structure_development_stage
PO_0001016	L mature pollen stage	pollen stage 10 in Arabidopsis|stamen stage ST6-5	plant_structure_development_stage
PO_0001017	M germinated pollen stage	germinated pollen grain in Arabidopsis	plant_structure_development_stage
PO_0001018	B formation of primary parietal and sporogenous cells stage	stamen stage ST2	plant_structure_development_stage
PO_0001019	vascular leaf primordium formation stage	leaf stage P1|P1 stage	plant_structure_development_stage
PO_0001020	hood-shaped primordium stage	leaf stage P2|P2 stage	plant_structure_development_stage
PO_0001021	formation of ligule primordium stage	leaf stage P3|P3 stage	plant_structure_development_stage
PO_0001023	rapid elongation of vascular leaf lamina stage	leaf stage P4|P4 stage	plant_structure_development_stage
PO_0001024	rapid elongation of leaf sheath stage	leaf stage P5|P5 stage	plant_structure_development_stage
PO_0001025	C four anther lobes formed stage		plant_structure_development_stage
PO_0001026	D locules established stage	stage 8 flower in Arabidopsis	plant_structure_development_stage
PO_0001029	E tetrad stage	stamen stage ST5-8	plant_structure_development_stage
PO_0001031	4 root elongation stage	Benfey's stage 2 of root development	plant_structure_development_stage
PO_0001032	E anther wall tapetum degeneration initiated stage		plant_structure_development_stage
PO_0001034	F bilocular anther stage		plant_structure_development_stage
PO_0001035	G anther dehiscence stage		plant_structure_development_stage
PO_0001036	H anther senescence stage		plant_structure_development_stage
PO_0001040	dry seed stage	00 Dry Seed in soybean|1.01-dry seed in Triticeae|BBCH growth stage 00|dry seed in Arabidopsis	plant_structure_development_stage
PO_0001041	chalazal and micropylar domain establishment stage		plant_structure_development_stage
PO_0001042	functional specialization of the endosperm stage		plant_structure_development_stage
PO_0001044	sepal differentiation and expansion stage		plant_structure_development_stage
PO_0001045	fully expanded sepal stage		plant_structure_development_stage
PO_0001047	lemma development stage	spikelet stage SP3	plant_structure_development_stage
PO_0001048	palea development stage	spikelet stage SP4	plant_structure_development_stage
PO_0001049	lodicule development stage	spikelet stage SP5	plant_structure_development_stage
PO_0001050	leaf development stage	leaf development|leaf development in Arabidopsis	plant_structure_development_stage
PO_0001051	vascular leaf initiation stage	leaf initiation in Arabidopsis	plant_structure_development_stage
PO_0001052	vascular leaf expansion stage	leaf expansion stage in Arabidopsis	plant_structure_development_stage
PO_0001053	vascular leaf post-expansion stage	fully expanded leaf stage in Arabidopsis|leaf stage PX	plant_structure_development_stage
PO_0001054	vascular leaf senescent stage	leaf senescence stage in Arabidopsis	plant_structure_development_stage
PO_0001055	lemma primordia visible stage		plant_structure_development_stage
PO_0001056	lemma differentiation and expansion stage		plant_structure_development_stage
PO_0001057	fully expanded lemma stage		plant_structure_development_stage
PO_0001058	palea primordia visible stage		plant_structure_development_stage
PO_0001059	J bicellular pollen stage	stamen stage ST6-3	plant_structure_development_stage
PO_0001070	palea differentiation and expansion stage		plant_structure_development_stage
PO_0001071	fully expanded palea stage		plant_structure_development_stage
PO_0001072	lodicule primordia visible stage		plant_structure_development_stage
PO_0001074	N second mitotic division stage in germinating pollen		plant_structure_development_stage
PO_0001077	lodicule differentiation and expansion stage		plant_structure_development_stage
PO_0001078	plant embryo cotyledonary stage	curled cotyledon stage in Arabidopsis|torpedo stage in Arabidopsis	plant_structure_development_stage
PO_0001079	fully expanded lodicule stage		plant_structure_development_stage
PO_0001081	mature plant embryo stage	embryo stage EM10|embryo stage EM9|mature (stage) in Arabidopsis	plant_structure_development_stage
PO_0001083	inflorescence development stage	panicle development	plant_structure_development_stage
PO_0001094	plant embryo coleoptilar stage	embryo stage EM5|SAM and radicle formation stage	plant_structure_development_stage
PO_0001095	plant embryo true leaf formation stage	embryo stage EM6	plant_structure_development_stage
PO_0001096	primary endosperm cell stage		plant_structure_development_stage
PO_0001097	plant zygote stage	embryo stage EM1|one cell stage|zygote in Arabidopsis|zygote stage	plant_structure_development_stage
PO_0001099	formation of aleurone and starchy layers stage		plant_structure_development_stage
PO_0001170	seed development stage	seed development in Arabidopsis	plant_structure_development_stage
PO_0001180	plant proembryo stage	eight-celled stage in Arabidopsis|embryo stage EM2|two-celled stage in Arabidopsis	plant_structure_development_stage
PO_0001185	plant embryo globular stage	dermatogen stage in Arabidopsis|embryo stage EM3|embryo stage EM4|globular stage in Arabidopsis|late globular stage in Arabidopsis|mid-globular stage in Arabidopsis	plant_structure_development_stage
PO_0001378	sepals enclosing meristem stage	stage 4 flower in Arabidopsis	plant_structure_development_stage
PO_0001380	sepals enclosing flower bud stage	sepals enclosing floral bud|stage 6 flower in Arabidopsis	plant_structure_development_stage
PO_0002000	stomatal complex	stoma|stomata|stomatal apparatus|stomate	plant_anatomy
PO_0002002	embryo basal cell	embryonic basal cell	plant_anatomy
PO_0002003	xylem vessel member	vessel element|vessel member|vessel segment	plant_anatomy
PO_0002004	silk scar		plant_anatomy
PO_0003000	transition zone		plant_anatomy
PO_0003005	shoot-borne nodal root	adventitious nodal root|nodal root	plant_anatomy
PO_0003011	root vascular system	root vein	plant_anatomy
PO_0003015	primary root differentiation zone		plant_anatomy
PO_0003016	lateral root differentiation zone		plant_anatomy
PO_0003017	root cap of primary root		plant_anatomy
PO_0003018	root cap of lateral root		plant_anatomy
PO_0003019	central root cap of lateral root		plant_anatomy
PO_0003020	lateral root cap of lateral root		plant_anatomy
PO_0003021	central root cap of primary root		plant_anatomy
PO_0003022	lateral root cap of primary root		plant_anatomy
PO_0003023	root nodule	nodule	plant_anatomy
PO_0003024	stolon	runner	plant_anatomy
PO_0004001	bulliform cell	motor cell	plant_anatomy
PO_0004003	phellem	cork|portion of phellem tissue	plant_anatomy
PO_0004006	mesophyll cell		plant_anatomy
PO_0004009	silica cell		plant_anatomy
PO_0004010	meristematic cell	stem cell	plant_anatomy
PO_0004011	initial cell	initial|meristemoid|stem cell	plant_anatomy
PO_0004013	plant epidermal cell		plant_anatomy
PO_0004500	formation of vascular leaflet primordia stage		plant_structure_development_stage
PO_0004501	gynoecium differentiation and expansion stage	ovule stage OV1	plant_structure_development_stage
PO_0004502	closure of carpel(s) stage		plant_structure_development_stage
PO_0004503	stigma cell differentiation stage		plant_structure_development_stage
PO_0004504	ovule differentiation and expansion stage		plant_structure_development_stage
PO_0004505	fertilized ovule stage		plant_structure_development_stage
PO_0004506	developing seed stage		plant_structure_development_stage
PO_0004507	plant embryo bilateral stage	heart stage in Arabidopsis|heart-shape stage|transition stage in maize|triangle stage in Arabidopsis	plant_structure_development_stage
PO_0004509	glandular trichome	secretory trichome	plant_anatomy
PO_0004511	seed trichome	pubescence|seed hair	plant_anatomy
PO_0004512	heartwood		plant_anatomy
PO_0004513	sapwood		plant_anatomy
PO_0004514	growth ring	annual ring|false annual ring|growth layer|tree ring	plant_anatomy
PO_0004515	early wood	earlywood|spring wood	plant_anatomy
PO_0004516	late wood	latewood|summer wood	plant_anatomy
PO_0004517	growth ring boundary		plant_anatomy
PO_0004518	bark	portion of bark tissue	plant_anatomy
PO_0004519	phloem fiber cell	phloem fiber	plant_anatomy
PO_0004520	libriform fiber cell	libriform fiber	plant_anatomy
PO_0004521	septate fiber cell	septate fiber	plant_anatomy
PO_0004522	outer vascular cambium		plant_anatomy
PO_0004523	included vascular cambium		plant_anatomy
PO_0004524	included phloem		plant_anatomy
PO_0004525	secondary xylem parenchyma cell	wood parenchyma cell	plant_anatomy
PO_0004526	axial secondary xylem parenchyma cell	axial wood parenchyma cell	plant_anatomy
PO_0004527	ray secondary xylem parenchyma cell	ray wood parenchyma cell	plant_anatomy
PO_0004528	upright ray secondary xylem parenchyma cell	upright cell|upright ray wood parenchyma cell	plant_anatomy
PO_0004529	procumbent ray secondary xylem parenchyma cell	procumbent cell|procumbent ray wood parenchyma cell	plant_anatomy
PO_0004530	tile cell		plant_anatomy
PO_0004531	sheath cell		plant_anatomy
PO_0004532	secondary xylem parenchyma	wood parenchyma	plant_anatomy
PO_0004533	axial secondary xylem parenchyma	axial wood parenchyma	plant_anatomy
PO_0004534	ray secondary xylem parenchyma	ray|ray wood parenchyma	plant_anatomy
PO_0004535	fruit placenta		plant_anatomy
PO_0004536	infructescence fruit pedicel		plant_anatomy
PO_0004537	nucellar plant embryo	adventitious embryo|nucellar embryo	plant_anatomy
PO_0004538	indeterminate nodule		plant_anatomy
PO_0004539	determinate nodule		plant_anatomy
PO_0004540	fruit columella	fruit carpophore|fruit columellae|fruit columellas	plant_anatomy
PO_0004542	rhizome	rootstock	plant_anatomy
PO_0004543	shoot axis tuber	diaspore|shoot axis branch tuber|tuber branch	plant_anatomy
PO_0004544	root-borne shoot system	sucker|sucker shoot|turion	plant_anatomy
PO_0004545	shoot-borne shoot system	branch|sucker|turion	plant_anatomy
PO_0004546	epicormic shoot system	stem sucker	plant_anatomy
PO_0004547	subterranean shoot axis tuber		plant_anatomy
PO_0004548	aerial tuber	bulbil	plant_anatomy
PO_0004700	anther wall middle layer		plant_anatomy
PO_0004701	short shoot	brachyblast|bud spur|short-shoot|spur	plant_anatomy
PO_0004702	long shoot		plant_anatomy
PO_0004703	carpel primordium	carpel primordia|portion of carpel primordium tissue	plant_anatomy
PO_0004704	sepal primordium	portion of sepal primordium tissue|sepal primordia	plant_anatomy
PO_0004705	stamen primordium	portion of stamen primordium tissue|stamen primordia	plant_anatomy
PO_0004707	fruit dehiscence zone		plant_anatomy
PO_0004708	scutellar node		plant_anatomy
PO_0004709	axillary bud		plant_anatomy
PO_0004710	axillary flower bud	axillary floral bud	plant_anatomy
PO_0004711	axillary inflorescence bud		plant_anatomy
PO_0004712	axillary vegetative bud		plant_anatomy
PO_0004713	terminal bud		plant_anatomy
PO_0004714	terminal flower bud	terminal floral bud	plant_anatomy
PO_0004715	terminal inflorescence bud		plant_anatomy
PO_0004716	terminal vegetative bud		plant_anatomy
PO_0004717	long cell		plant_anatomy
PO_0004718	short cell		plant_anatomy
PO_0004719	hilum groove	faboid split	plant_anatomy
PO_0004721	paraclade cortex	inflorescence branch cortex|portion of paraclade cortex tissue	plant_anatomy
PO_0004722	pedicel cortex	portion of pedicel cortex tissue	plant_anatomy
PO_0004723	sepal vascular system		plant_anatomy
PO_0004724	hypocotyl-root junction	embryo axis transition zone|Poaceae crown	plant_anatomy
PO_0004725	vascular leaf primordium abaxial side		plant_anatomy
PO_0004726	vascular leaf primordium adaxial side		plant_anatomy
PO_0005001	basal axillary shoot system	basal axillary branch|ratoon|tiller	plant_anatomy
PO_0005002	cauline axillary shoot	cauline axillary branch	plant_anatomy
PO_0005003	shoot axis trichome	branch trichome|stem trichome	plant_anatomy
PO_0005004	shoot axis node		plant_anatomy
PO_0005005	shoot axis internode		plant_anatomy
PO_0005006	articulated laticifer	portion of articulated laticifer tissue	plant_anatomy
PO_0005010	anther septum	anther dissepiment	plant_anatomy
PO_0005011	anther dehiscence zone		plant_anatomy
PO_0005012	pedicel vascular system		plant_anatomy
PO_0005013	hypocotyl epidermis		plant_anatomy
PO_0005014	embryo cortex		plant_anatomy
PO_0005015	embryo endodermis		plant_anatomy
PO_0005017	flower vascular system		plant_anatomy
PO_0005018	stamen vascular system		plant_anatomy
PO_0005019	carpel vascular system		plant_anatomy
PO_0005020	vascular bundle	vein	plant_anatomy
PO_0005021	sepal margin		plant_anatomy
PO_0005022	plant ovary wall		plant_anatomy
PO_0005023	plant ovary outer epidermis	plant ovary abaxial epidermis	plant_anatomy
PO_0005024	plant ovary inner epidermis	plant ovary adaxial epidermis	plant_anatomy
PO_0005025	plant ovary wall middle layer	middle layer of plant ovary wall	plant_anatomy
PO_0005026	root giant cell		plant_anatomy
PO_0005027	root syncytium cell		plant_anatomy
PO_0005028	inflorescence vascular system		plant_anatomy
PO_0005029	root primordium	portion of root primordium tissue|root primordia	plant_anatomy
PO_0005030	lupulin gland		plant_anatomy
PO_0005031	microsporangiate strobilus	male cone|microstrobili|microstrobilus|pollen cone	plant_anatomy
PO_0005032	megasporangiate strobilus	female cone|hop cone|macrostrobili|macrostrobilus|megastrobili|megastrobilus|ovulate cone	plant_anatomy
PO_0005039	primary thickening meristem	collar meristem|meristematic cap|PTM	plant_anatomy
PO_0005040	root pith		plant_anatomy
PO_0005041	shoot axis pith	branch pith|stem pith	plant_anatomy
PO_0005043	secondary phloem	portion of secondary phloem tissue	plant_anatomy
PO_0005046	periderm	portion of periderm tissue|portion of peridermal tissue	plant_anatomy
PO_0005047	root periderm		plant_anatomy
PO_0005048	shoot axis periderm	branch periderm|stem periderm	plant_anatomy
PO_0005050	phelloderm	portion of phelloderm tissue	plant_anatomy
PO_0005051	hypodermis	portion of hypodermal tissue	plant_anatomy
PO_0005052	plant callus	callus|portion of plant callus tissue	plant_anatomy
PO_0005057	shoot axis hypodermis	branch hypodermis	plant_anatomy
PO_0005058	shoot axis endodermis	branch endodermis|stem endodermis	plant_anatomy
PO_0005059	root endodermis		plant_anatomy
PO_0005060	leaf endodermis		plant_anatomy
PO_0005352	xylem	portion of xylem tissue	plant_anatomy
PO_0005360	aleurone layer	fruit aleurone layer	plant_anatomy
PO_0005415	endosperm parenchyma		plant_anatomy
PO_0005417	phloem	portion of phloem tissue	plant_anatomy
PO_0005421	parenchyma	portion of parenchyma tissue|portion of parenchymatous tissue	plant_anatomy
PO_0005423	collenchyma	portion of collenchyma tissue|supporting tissue	plant_anatomy
PO_0005426	chlorenchyma	portion of chlorenchyma tissue	plant_anatomy
PO_0005427	sclerenchyma	portion of sclerenchyma tissue|portion of sclerenchymatous tissue	plant_anatomy
PO_0005597	cambium		plant_anatomy
PO_0005598	vascular cambium		plant_anatomy
PO_0005599	cork cambium	phellogen	plant_anatomy
PO_0005645	leaf mesophyll	foliage leaf mesophyll|leaf parenchyma	plant_anatomy
PO_0005647	spongy mesophyll	spongy parenchyma	plant_anatomy
PO_0005648	palisade mesophyll	palisade parenchyma	plant_anatomy
PO_0005656	portion of secretory tissue	gland	plant_anatomy
PO_0005660	hydathode		plant_anatomy
PO_0005661	salt gland		plant_anatomy
PO_0005665	resin canal	resin duct	plant_anatomy
PO_0005669	oil gland	oil cavity	plant_anatomy
PO_0005679	plant epidermis	dermal tissue|epidermal layer|epidermides|epidermises|multiseriate epidermis|portion of epidermal tissue	plant_anatomy
PO_0005702	aerenchyma	portion of aerenchyma tissue	plant_anatomy
PO_0005708	cortex	portion of cortex tissue	plant_anatomy
PO_0005772	exodermis	root hypodermis	plant_anatomy
PO_0005848	secondary xylem	portion of secondary xylem tissue|wood	plant_anatomy
PO_0005849	primary xylem	portion of primary xylem tissue	plant_anatomy
PO_0006000	caryopsis hull	Poaceae hull	plant_anatomy
PO_0006001	phyllome		plant_anatomy
PO_0006002	lower glume	first glume|lower empty glume|lower rudimentary glume|outer empty glume|outer glume|outer rudimentary glume	plant_anatomy
PO_0006003	scale leaf	cataphyll	plant_anatomy
PO_0006004	upper glume	inner empty glume|inner glume|inner rudimentary glume|second glume|upper empty glume|upper rudimentary glume	plant_anatomy
PO_0006005	carpel anlagen		plant_anatomy
PO_0006006	anther wall primary parietal cell layer	pollen sac primary parietal cell layer	plant_anatomy
PO_0006007	anther wall secondary parietal cell layer	pollen sac secondary parietal cell layer	plant_anatomy
PO_0006008	anther wall inner secondary parietal cell layer	pollen sac inner secondary parietal cell layer	plant_anatomy
PO_0006009	anther wall outer secondary parietal cell layer	pollen sac outer secondary parietal cell layer	plant_anatomy
PO_0006010	primary parietal cell		plant_anatomy
PO_0006011	lateral leaf vein		plant_anatomy
PO_0006012	leaf collar		plant_anatomy
PO_0006013	juice sac tissue	juice vesicle	plant_anatomy
PO_0006014	male archesporial cell	anther archesporial cell|male archesporial initial	plant_anatomy
PO_0006015	female archesporial cell	female archesporial initial|ovule archesporial cell	plant_anatomy
PO_0006016	leaf epidermis	foliage leaf epidermis|phyllid epidermis	plant_anatomy
PO_0006017	helobial endosperm		plant_anatomy
PO_0006018	leaf adaxial epidermis	upper epidermis	plant_anatomy
PO_0006019	leaf abaxial epidermis	lower epidermis	plant_anatomy
PO_0006020	lateral root apical meristem	apical meristem of lateral root|lateral root meristem	plant_anatomy
PO_0006021	shoot-borne root apical meristem	adventitious root apical meristem|crown root meristem|seminal root meristem	plant_anatomy
PO_0006022	bundle sheath extension		plant_anatomy
PO_0006023	bundle sheath		plant_anatomy
PO_0006024	parenchyma sheath	starch sheath	plant_anatomy
PO_0006025	mestome sheath		plant_anatomy
PO_0006032	lemma awn		plant_anatomy
PO_0006033	palea apiculus	apiculus	plant_anatomy
PO_0006034	leaflet margin		plant_anatomy
PO_0006035	shoot system epidermis		plant_anatomy
PO_0006036	root epidermis	epiblem|rhizodermis	plant_anatomy
PO_0006039	shoot-borne root epidermis	adventitious root epidermis|crown root epidermis	plant_anatomy
PO_0006040	sepal epidermis		plant_anatomy
PO_0006041	petal epidermis		plant_anatomy
PO_0006042	velamen	velamen radicum|velamina	plant_anatomy
PO_0006043	integument epidermis	Poaceae integument epidermis	plant_anatomy
PO_0006044	inner integument epidermis		plant_anatomy
PO_0006045	outer integument epidermis		plant_anatomy
PO_0006048	seed coat epidermis		plant_anatomy
PO_0006049	scutellum epidermis		plant_anatomy
PO_0006050	exotesta	portion of exotesta tissue|seed coat outer epidermis	plant_anatomy
PO_0006051	endotesta	portion of endotesta tissue|seed coat inner epidermis	plant_anatomy
PO_0006052	petal abaxial epidermis		plant_anatomy
PO_0006053	petal adaxial epidermis		plant_anatomy
PO_0006054	sepal abaxial epidermis		plant_anatomy
PO_0006055	sepal adaxial epidermis		plant_anatomy
PO_0006056	cotyledon epidermis		plant_anatomy
PO_0006057	cotyledon abaxial epidermis		plant_anatomy
PO_0006058	cotyledon adaxial epidermis		plant_anatomy
PO_0006060	filament epidermis		plant_anatomy
PO_0006061	stigma epidermis	Poaceae stigma epidermis	plant_anatomy
PO_0006062	style epidermis	Poaceae style epidermis|transmitting tract epidermis	plant_anatomy
PO_0006063	plant ovary epidermis	Poaceae ovary epidermis	plant_anatomy
PO_0006065	hypocotyl endodermis		plant_anatomy
PO_0006066	petiole parenchyma		plant_anatomy
PO_0006068	sepal parenchyma		plant_anatomy
PO_0006069	petal parenchyma		plant_anatomy
PO_0006070	mesophyll		plant_anatomy
PO_0006071	petal mesophyll		plant_anatomy
PO_0006072	sepal mesophyll		plant_anatomy
PO_0006073	intercalary meristem		plant_anatomy
PO_0006075	primary phloem	portion of primary phloem tissue	plant_anatomy
PO_0006076	metaphloem	portion of metaphloem tissue	plant_anatomy
PO_0006077	protophloem	portion of protophloem tissue	plant_anatomy
PO_0006079	shoot system meristem		plant_anatomy
PO_0006081	primary root apical meristem	apical meristem of primary root|embryonic root meristem	plant_anatomy
PO_0006082	abaxial protoderm	portion of abaxial protoderm tissue	plant_anatomy
PO_0006083	adaxial protoderm	portion of adaxial protoderm tissue	plant_anatomy
PO_0006084	portion of transfusion tissue		plant_anatomy
PO_0006085	root meristem	meristematic zone	plant_anatomy
PO_0006088	primary sporogenous cell		plant_anatomy
PO_0006089	anther primordium	portion of anther primordium tissue	plant_anatomy
PO_0006090	organogenic callus	meristematic callus	plant_anatomy
PO_0006091	embryogenic callus		plant_anatomy
PO_0006109	pith	medulla	plant_anatomy
PO_0006200	fascicular cambium		plant_anatomy
PO_0006201	interfascicular cambium		plant_anatomy
PO_0006202	interfascicular region	medullary ray|pith ray	plant_anatomy
PO_0006203	pericycle	portion of pericycle tissue|portion of pericyclic tissue	plant_anatomy
PO_0006204	sporocyte	meiocyte|spore mother cell	plant_anatomy
PO_0006205	spongy mesophyll cell	spongy parenchyma cell	plant_anatomy
PO_0006206	palisade mesophyll cell	palisade parenchyma cell	plant_anatomy
PO_0006207	exodermal passage cell		plant_anatomy
PO_0006208	endodermal passage cell		plant_anatomy
PO_0006210	protoderm	dermatogen cell|portion of protoderm tissue	plant_anatomy
PO_0006211	separation layer		plant_anatomy
PO_0006212	protective layer		plant_anatomy
PO_0006213	root aerenchyma		plant_anatomy
PO_0006214	stem aerenchyma		plant_anatomy
PO_0006215	leaf aerenchyma		plant_anatomy
PO_0006216	internal phloem	intraxylary phloem	plant_anatomy
PO_0006218	exotegmen		plant_anatomy
PO_0006219	endotegmen		plant_anatomy
PO_0006220	central endosperm	portion of central endosperm tissue	plant_anatomy
PO_0006221	articulated laticifer cell	compound laticifer cell|laticifer member	plant_anatomy
PO_0006222	non-articulated laticifer cell	simple laticifer	plant_anatomy
PO_0006307	root procambium		plant_anatomy
PO_0006308	root lateral meristem	root lateral growth meristem	plant_anatomy
PO_0006309	tassel spikelet		plant_anatomy
PO_0006310	tassel floret		plant_anatomy
PO_0006311	tassel sessile spikelet		plant_anatomy
PO_0006312	tassel pedicellate spikelet		plant_anatomy
PO_0006313	lower floret of pedicellate spikelet of tassel		plant_anatomy
PO_0006314	upper floret of pedicellate spikelet of tassel		plant_anatomy
PO_0006315	lower floret of sessile spikelet of tassel		plant_anatomy
PO_0006316	upper floret of sessile spikelet of tassel		plant_anatomy
PO_0006319	spikelet pedicel		plant_anatomy
PO_0006320	ear spikelet		plant_anatomy
PO_0006321	second order inflorescence axis	first order inflorescence branch|first order paraclade|primary inflorescence branch|第一（主）花序分枝	plant_anatomy
PO_0006322	third order inflorescence axis	second order inflorescence branch|second order paraclade|secondary inflorescence branch|第二花序分枝	plant_anatomy
PO_0006323	tassel inflorescence branch		plant_anatomy
PO_0006324	first order tassel inflorescence axis	central axis of tassel inflorescence|tassel rachis	plant_anatomy
PO_0006325	inflorescence axis node		plant_anatomy
PO_0006326	inflorescence axis internode		plant_anatomy
PO_0006327	spikelet meristem		plant_anatomy
PO_0006328	spikelet pair meristem		plant_anatomy
PO_0006330	gynophore	carpophore|flower columella|flower columellae|flower columellas|hypogynia|hypogynium|peg	plant_anatomy
PO_0006331	seed raphe		plant_anatomy
PO_0006332	seed funicle		plant_anatomy
PO_0006333	seed chalaza	portion of seed chalaza	plant_anatomy
PO_0006334	seed micropyle		plant_anatomy
PO_0006336	seed obturator	portion of seed obturator tissue	plant_anatomy
PO_0006338	embryo leaf	embryonic leaf	plant_anatomy
PO_0006339	juvenile vascular leaf		plant_anatomy
PO_0006340	adult vascular leaf		plant_anatomy
PO_0006341	primary shoot system	main stalk	plant_anatomy
PO_0006342	infructescence	banana bunch|fruit bunch	plant_anatomy
PO_0006343	axillary shoot system	axillary branch|Musa sucker	plant_anatomy
PO_0006344	shoot lateral meristem	shoot lateral growth meristem	plant_anatomy
PO_0006346	leaf intercalary meristem		plant_anatomy
PO_0006347	stem intercalary meristem		plant_anatomy
PO_0006348	ear pedicellate spikelet		plant_anatomy
PO_0006349	ear sessile spikelet		plant_anatomy
PO_0006350	upper floret of pedicellate spikelet of ear		plant_anatomy
PO_0006351	lower floret of sessile spikelet of ear		plant_anatomy
PO_0006352	upper floret of sessile spikelet of ear		plant_anatomy
PO_0006353	lower floret of pedicellate spikelet of ear		plant_anatomy
PO_0006354	ear floret		plant_anatomy
PO_0006358	tassel spikelet pair meristem		plant_anatomy
PO_0006360	ear spikelet pair meristem		plant_anatomy
PO_0006362	embryo shoot apical meristem	embryonic shoot apical meristem	plant_anatomy
PO_0006367	glume of ear spikelet		plant_anatomy
PO_0006368	glume of tassel spikelet		plant_anatomy
PO_0006369	lower glume of ear spikelet		plant_anatomy
PO_0006370	upper glume of tassel spikelet		plant_anatomy
PO_0006371	upper glume of ear spikelet		plant_anatomy
PO_0006372	lower glume of tassel spikelet		plant_anatomy
PO_0006375	ear apical meristem		plant_anatomy
PO_0006376	tassel apical meristem		plant_anatomy
PO_0006377	tassel spikelet meristem		plant_anatomy
PO_0006378	ear spikelet meristem		plant_anatomy
PO_0006379	tassel spikelet rachilla		plant_anatomy
PO_0006380	ear spikelet rachilla		plant_anatomy
PO_0006385	lower glume of pedicellate spikelet of tassel		plant_anatomy
PO_0006386	lower glume of sessile spikelet of tassel		plant_anatomy
PO_0006387	upper glume of sessile spikelet of tassel		plant_anatomy
PO_0006388	upper glume of pedicellate spikelet of tassel		plant_anatomy
PO_0006389	rachilla of sessile spikelet of tassel		plant_anatomy
PO_0006390	rachilla of pedicellate spikelet of tassel		plant_anatomy
PO_0006415	pedicel of ear spikelet		plant_anatomy
PO_0006416	pedicel of tassel spikelet		plant_anatomy
PO_0006417	tassel peduncle		plant_anatomy
PO_0006418	ear peduncle	shank|Zea lateral branch	plant_anatomy
PO_0006435	rachilla of pedicellate spikelet of ear		plant_anatomy
PO_0006436	rachilla of sessile spikelet of ear		plant_anatomy
PO_0006437	lower glume of pedicellate spikelet of ear		plant_anatomy
PO_0006438	lower glume of sessile spikelet of ear		plant_anatomy
PO_0006439	upper glume of pedicellate spikelet of ear		plant_anatomy
PO_0006440	upper glume of sessile spikelet of ear		plant_anatomy
PO_0006488	silk	Zea style	plant_anatomy
PO_0006501	leaf abscission zone		plant_anatomy
PO_0006502	floral organ abscission zone		plant_anatomy
PO_0006503	fruit abscission zone		plant_anatomy
PO_0006504	leaf trichome	phyllid trichome	plant_anatomy
PO_0006505	first order ear inflorescence axis	central axis of ear inflorescence|ear inflorescence rachis	plant_anatomy
PO_0007001	early whole plant fruit ripening stage	09-dough development|7 linear grain-filling in maize|7.03-early dough in maize|7.3 early dough stage/embryo 3 in maize|8.03 Early ripening in soybean|8.1-early dough stage in rice|9.01-early dough|9.01-early dough in barley|9.01-early dough in oat|9.01-early dough in wheat|BBCH principal growth stage 83|dough stage in maize|early dough stage in maize|early dough, kernel content soft, about 45% dry matter|embryo stage 3 in maize|FR.01 early stage of fruit ripening in Solanaceae|R4 in maize|rice growth stage-8.1|tomato turning stage	plant_structure_development_stage
PO_0007002	IE.03 3/4 of inflorescence emerged from flag leaf sheath stage	6.04-3/4 of inflorescence emerged in barley|6.04-3/4 of inflorescence emerged in oat|6.04-3/4 of inflorescence emerged in wheat|70% of panicle emerged in rice	plant_structure_development_stage
PO_0007003	IL.03 full inflorescence length reached stage	3.4 late vegetative (maize)|4.04 full inflorescence length reached in soybean|VT (maize)	plant_structure_development_stage
