proposal_key	flopo_id	label	signature_sha256	campaign_id	item_id	consensus_signature_sha256	reviewer_ids	adjudicator_id	occurrence_count
FLOPO_LOCAL:orchid_labellum	FLOPO_0980978	orchid labellum	6c53219b6d3a5a373a53fc603f9a87385bfd46eefb46738cbabfd716a4225cc6	campaign_ea95684709ffbe10a4253c09	cluster_d43c458f894901c1b3131a23	a132a1f200c17b727fdc618998eec1282b7941dbcf76960d6ba0ea06126646ac	reviewer_claude_opus_4_8|reviewer_gpt_5_6	adversary_glm_5_2	153
