term_id	surface_form	normalized_form	language	semantic_role	category	organ_context	definition	source_id	source_record_id	source_version	source_url	license	translation_group	target_id	target_label	target_namespace	mapping_relation	mapping_confidence	mapping_method	review_status	curator_orcid	mapping_date	component_ids	logical_operator	attribute_id	candidate_ids	candidate_labels	candidate_scores	corpus_frequency	evidence	notes
BTERM:organ_vocabs:93dc0e61f32206	Monadelphous	monadelphous	en	quality	Androecial Types	androecium		organ_vocabs	S1D9_androecium.vocab:7:0	2014-03		not recorded					flopo:unmapped	0.3112	hybrid_candidate_retrieval	proposed						PATO_0001465|PATO_0001332|PATO_0001371|PATO_0002127|PATO_0001952|PATO_0002090|PATO_0002369|PATO_0001532	monstrous|amorphous|mucoid|scirrhous|distichous|adenomatous|multiparous|mono-colored	0.3112|0.2760|0.2600|0.2408|0.2354|0.2304|0.2304|0.1943	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:93e4d85409457d	Base	base	en	ambiguous	Perianth Parts	perianth		organ_vocabs	S1D8_perianth.vocab:3:0	2014-03		not recorded					flopo:unmapped	0.6186	hybrid_candidate_retrieval	proposed						PO_0025155|PO_0020040|PO_0025147|PO_0025146|PO_0025148|PO_0008039|PO_0030063|PO_0025352|PATO_0002349|PO_0025319	bract base|leaf base|sepal base|petal base|tepal base|stem base|gametophore axillary hair base|tubercle|basal to|axillary hair basal cell	0.6186|0.6071|0.5909|0.5736|0.5736|0.4789|0.4460|0.4282|0.4226|0.3956	83		definition_excluded_by_source_manifest
BTERM:organ_vocabs:942f4726b70a64	Catkin	catkin	en	ambiguous	Inflorescence Types > Inflorescences with Sessile Flowers	inflorescence		organ_vocabs	S1D6_inflorescence.vocab:17:1	2014-03		not recorded		PO_0009049	inflorescence	PO	skos:broadMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0009049	inflorescence	0.8500	1		definition_excluded_by_source_manifest
BTERM:organ_vocabs:94bc322bc016a2	Pinnately Compound	pinnately compound	en	ambiguous	Leaf Types	leaf		organ_vocabs	S1D5_leaves.vocab:26:0	2014-03		not recorded					flopo:unmapped	0.5812	hybrid_candidate_retrieval	proposed						PO_0020045|PO_0020049|PATO_0001427|PO_0020043|PATO_0000410|PO_0025143|PO_0025138|PO_0006221|PO_0025083|PO_0009008	pinnate leaf|leaflet|compound acidity|compound leaf|pinnate|tepal apex|fused collective tepal structure|articulated laticifer cell|strobilus|plant organ	0.5812|0.4744|0.4655|0.3949|0.3124|0.3124|0.3121|0.2873|0.2848|0.2706	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:94f839315395ab	Pneumatophorous	pneumatophorous	en	quality	Root Structural Types	root		organ_vocabs	S1D2_root.vocab:16:0	2014-03		not recorded					flopo:unmapped	0.3112	hybrid_candidate_retrieval	proposed						PATO_0000982|PATO_0000984|PATO_0001331|PATO_0002423|PATO_0002011|PATO_0000985|PATO_0002090|PATO_0002371|PATO_0002128|PATO_0001332	permeable|porous|odorous|papillomatous|neoplastic|non-porous|adenomatous|primiparous|serous|amorphous	0.3112|0.3112|0.2692|0.2650|0.2630|0.2517|0.2467|0.2467|0.2408|0.2257	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9506094fac9b1f	Leaf	leaf	en	ambiguous	Bud Structural Types	bud		organ_vocabs	S1D4_bud.vocab:14:0	2014-03		not recorded		PO_0025034	leaf	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0025034	leaf	0.9900	632		definition_excluded_by_source_manifest
BTERM:organ_vocabs:95128d5d2ee7ed	Astylous	astylous	en	quality	Style Types	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:38:0	2014-03		not recorded					flopo:unmapped	0.2833	hybrid_candidate_retrieval	proposed						PATO_0000688|PATO_0001332|PATO_0002519|PATO_0002090|PATO_0002340|PATO_0001967|PATO_0002011|PATO_0002331|PATO_0002473	asynchronous|amorphous|cancellous|adenomatous|hispidulous|actinodromous|neoplastic|adhesive|neoplastic, spontaneous	0.2833|0.2676|0.2600|0.2530|0.2530|0.2408|0.2320|0.2320|0.2067	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9517eac49f0aa9	Naked	naked	en	ambiguous	Bud Structural Types	bud		organ_vocabs	S1D4_bud.vocab:16:0	2014-03		not recorded					flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0001784|PATO_0001786|PATO_0001798|PATO_0000608|PATO_0001495|PATO_0002077|PATO_0002217|PATO_0002505	bifurcated|split|kinked|closed|notched|stacked|nitrated|nucleated	0.2760|0.2760|0.2760|0.2650|0.2650|0.2650|0.2553|0.2467	4		definition_excluded_by_source_manifest
BTERM:organ_vocabs:952f9855fa390d	Epetiolulate	epetiolulate	en	quality	Leaf Structural Types	leaf		organ_vocabs	S1D5_leaves.vocab:42:0	2014-03		not recorded					flopo:unmapped	0		unreviewed									0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:95576d017649c5	Circumalate	circumalate	en	quality	Aril Structural Types and Selected Seed Surface Features > Special Seed Surface Features	seed		organ_vocabs	S1D12_seeds.vocab:39:0	2014-03		not recorded					flopo:unmapped	0.3567	hybrid_candidate_retrieval	proposed						PATO_0001964|PATO_0001648|PATO_0000411|PATO_0002342|PATO_0001873|PATO_0001898|PATO_0001899	circinate|circumference|circular|cupulate|cylindrical|increased circumference|decreased circumference	0.3567|0.3200|0.2913|0.2913|0.2530|0.2158|0.2158	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:956c17c0b5ed13	Diadelphous	diadelphous	en	quality	Androecial Types	androecium		organ_vocabs	S1D9_androecium.vocab:5:0	2014-03		not recorded					flopo:unmapped	0.3112	hybrid_candidate_retrieval	proposed						PATO_0001952|PATO_0001332|PATO_0002127|PATO_0002090	distichous|amorphous|scirrhous|adenomatous	0.3112|0.2833|0.2467|0.2354	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9604290550eabb	Cucullate	cucullate	en	quality	Perianth and Hypanthium Structural Types	perianth		organ_vocabs	S1D8_perianth.vocab:60:0	2014-03		not recorded					flopo:unmapped	0.3514	hybrid_candidate_retrieval	proposed						PATO_0002342|PATO_0002065|PATO_0000944|PATO_0001973|PATO_0001981|PATO_0002134|PATO_0001438|PATO_0002388|PATO_0002294|PATO_0001873	cupulate|star shaped|sharpness|cuspidate|auriculate|fibrillary|pedicellate|pedunculate|scrobiculate|cylindrical	0.3514|0.3095|0.3000|0.3000|0.2913|0.2913|0.2833|0.2833|0.2760|0.2676	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:960dbac4936663	Pericladial	pericladial	en	ambiguous	Petiole and Petiolule Structural Types	leaf		organ_vocabs	S1D5_leaves.vocab:63:0	2014-03		not recorded					flopo:unmapped	0.3112	hybrid_candidate_retrieval	proposed						PATO_0002107|PO_0009084|PO_0006203|PO_0025261|PO_0030028|PO_0030030|PO_0000225|PO_0025494|PO_0025203|PO_0000065	peripheral|pericarp|pericycle|pericycle cell|perigonial bract|perichaetal bract|peripheral zone|pericyclic lateral root|pericarp vascular bundle|phloem pole pericycle cell	0.3112|0.2913|0.2833|0.2821|0.2419|0.2375|0.2173|0.2158|0.2128|0.2100	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:96c55763080b3c	Micropyle	micropyle	en	entity	Seed Parts	seed		organ_vocabs	S1D12_seeds.vocab:6:0	2014-03		not recorded		PO_0020025	micropyle	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0020025	micropyle	0.9900	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:973fc4aec02ea8	Aposepalous	aposepalous	en	quality	Perianth Types	perianth		organ_vocabs	S1D8_perianth.vocab:44:0	2014-03		not recorded					flopo:unmapped	0.2467	hybrid_candidate_retrieval	proposed						PATO_0001332|PATO_0002519|PATO_0002090|PATO_0002340|PATO_0000688|PATO_0001967|PATO_0002331	amorphous|cancellous|adenomatous|hispidulous|asynchronous|actinodromous|adhesive	0.2467|0.2408|0.2354|0.2354|0.2304|0.2257|0.2148	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:97453376d0b850	Prickle	prickle	en	entity	Stem Parts > Twig Surface Parts	stem		organ_vocabs	S1D3_stem.vocab:6:0	2014-03		not recorded		PO_0025169	prickle	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0025169	prickle	0.9900	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:97c09d3cd9010a	Dyads	dyads	en	ambiguous	Pollen	androecium		organ_vocabs	S1D9_androecium.vocab:34:0	2014-03		not recorded					flopo:unmapped	0.1978	hybrid_candidate_retrieval	proposed						PATO_0000640|PATO_0001780|PATO_0001952|PATO_0001814|PATO_0001562|PATO_0002448|PATO_0001826|PATO_0002157|PATO_0002173|PATO_0002383	dysplastic|dystrophic|distichous|dystonicity|decreased mass|oriented towards|decreased wetness|partially dislocated|misaligned towards|decreased waxiness	0.1978|0.1978|0.1926|0.1880|0.1765|0.1704|0.1677|0.1677|0.1652|0.1652	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:97ce27b108db27	Smooth Bark	smooth bark	en	entity	Stem Parts > Major Stem Parts	stem		organ_vocabs	S1D3_stem.vocab:16:0	2014-03		not recorded					flopo:unmapped	0.5353	hybrid_candidate_retrieval	proposed						PO_0004518|PO_0005041|PO_0007089|PO_0007062|PO_0007086|PO_0007092|PO_0007109|PO_0025515|PO_0007079|PO_0020040	bark|shoot axis pith|stem elongation stage|SE.06 six nodes or internodes visible stage|SE.05 five nodes or internodes visible stage|SE.04 four nodes or internodes visible stage|SE.99 maximum stem length reached stage|phyllome lamina tooth|SE.00 stem elongation begins stage|leaf base	0.5353|0.2087|0.2050|0.2018|0.2018|0.2008|0.1976|0.1910|0.1852|0.1852	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9852330581d75d	Throat	throat	en	ambiguous	Perianth Parts	perianth		organ_vocabs	S1D8_perianth.vocab:33:0	2014-03		not recorded					flopo:unmapped	0.2389	hybrid_candidate_retrieval	proposed						PATO_0000152|PATO_0001809|PO_0025172|PO_0030027|PATO_0000515|PO_0007038|PATO_0000915|PATO_0002335|PATO_0001399|PO_0007049	threshold|tight|thorn|thallus|tolerant to|whole plant fruit ripening complete stage|thickness|tholiform|totipotent|cotyledon emergence stage	0.2389|0.2173|0.2173|0.2100|0.1978|0.1943|0.1926|0.1926|0.1880|0.1863	24		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9919aa9e6ab835	Ligulate	ligulate	en	quality	Perianth and Hypanthium Structural Types	perianth		organ_vocabs	S1D8_perianth.vocab:65:0	2014-03		not recorded					flopo:unmapped	0.364	hybrid_candidate_retrieval	proposed						PATO_0001977|PATO_0001873|PATO_0002299|PATO_0002342|PATO_0000944|PATO_0001889|PATO_0001937|PATO_0001981|PATO_0002388|PATO_0002294	angular|cylindrical|tubular|cupulate|sharpness|scalloped|spatulate|auriculate|pedunculate|scrobiculate	0.3640|0.3200|0.3200|0.3200|0.3095|0.3095|0.3095|0.3000|0.2913|0.2833	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9940f07ca2f6b4	Raphe	raphe	en	ambiguous	Ovule Parts	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:59:0	2014-03		not recorded		PO_0020027	raphe	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0020027	raphe	0.9900	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:995e55ac496723	Tree	tree	en	ambiguous	Plant Types	whole plant		organ_vocabs	S1D1_plantbasics.vocab:10:0	2014-03		not recorded		PO_0000003	whole plant	PO	skos:broadMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0000003	whole plant	0.8500	103		definition_excluded_by_source_manifest
BTERM:organ_vocabs:99e2b86403dc9e	Stylocarpepodic	stylocarpepodic	en	ambiguous	Carpel Types	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:25:0	2014-03		not recorded					flopo:unmapped	0.2714	hybrid_candidate_retrieval	proposed						PO_0009001|PO_0009074|PATO_0000428|PO_0009062|PO_0006062|PO_0009047	fruit|style|sporadic|gynoecium|style epidermis|stem	0.2714|0.2467|0.2304|0.2177|0.2035|0.1765	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9a37ba0a288c71	Gynobasic	gynobasic	en	ambiguous	Style Types	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:45:0	2014-03		not recorded					flopo:unmapped	0.3176	hybrid_candidate_retrieval	proposed						PO_0009062|PO_0025088|PO_0000019|PO_0006330|PATO_0001773|PATO_0001774|PO_0007606|PATO_0002094|PO_0004501|PATO_0001525	gynoecium|gynoecium ridge|gynoecium primordium|gynophore|monophasic|polyphasic|gynoecium development stage|basophilic|gynoecium differentiation and expansion stage|sonic	0.3176|0.2757|0.2600|0.2600|0.2530|0.2530|0.2380|0.2148|0.2129|0.1978	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9a8fb41cc3bc3b	Phanerocotylar	phanerocotylar	en	ambiguous	Seedling Types	seed		organ_vocabs	S1D12_seeds.vocab:50:0	2014-03		not recorded					flopo:unmapped	0.2478	hybrid_candidate_retrieval	proposed						PO_0020030|PO_0007043|PO_0020037|PO_0020100|PO_0007049|PO_0000012|PO_0025290|PO_0025294|PO_0008015|PO_0020035	cotyledon|hypocotyl emergence stage|mesocotyl|hypocotyl|cotyledon emergence stage|apical hook|embryo hypocotyl|embryo mesocotyl|hypocotyl vascular system|epicotyl	0.2478|0.2319|0.2304|0.2304|0.2144|0.2100|0.2035|0.2035|0.2023|0.2015	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9aa75ae84f5b03	Wing	wing	en	ambiguous	Perianth Parts	perianth		organ_vocabs	S1D8_perianth.vocab:36:0	2014-03		not recorded					flopo:unmapped	0.5853	hybrid_candidate_retrieval	proposed						PATO_0002236|PO_0025325|PO_0025129|PATO_0001772|PATO_0001794|PATO_0002012|PATO_0002165|PATO_0002453|PO_0007041|PATO_0001851	aliform|wing petal|petiole lamina|surrounding|coiling|coating|drooping|eroding|inflorescence emergence stage|swollen	0.5853|0.3904|0.3857|0.3200|0.2760|0.2760|0.2760|0.2760|0.2760|0.2650	15		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9aae29fd92a515	Phyllary	phyllary	en	ambiguous	Inflorescence Parts	inflorescence		organ_vocabs	S1D6_inflorescence.vocab:11:0	2014-03		not recorded		PO_0009045	involucral bract	PO	skos:relatedMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0009045	involucral bract	0.8500	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9ad2083665acdb	Non-porous Wood	non porous wood	en	entity	Stem Parts > Major Stem Parts	stem		organ_vocabs	S1D3_stem.vocab:27:0	2014-03		not recorded					flopo:unmapped	0.4779	hybrid_candidate_retrieval	proposed						PO_0025474|PO_0004516|PO_0025472|PO_0004515|PO_0025075|PO_0025473|PO_0025461|PO_0030072|PO_0030013|PO_0025162	tension wood|late wood|reaction wood|early wood|non-vascular leaf|compression wood|early wood tracheary element|costa|non-vascular leaf meristematic apical cell|multicellular trichome	0.4779|0.4481|0.4445|0.4442|0.4311|0.4185|0.3748|0.3605|0.3596|0.3591	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9ad75fa15de8e5	Polyad	polyad	en	ambiguous	Pollen	androecium		organ_vocabs	S1D9_androecium.vocab:38:0	2014-03		not recorded					flopo:unmapped	0.3316	hybrid_candidate_retrieval	proposed						PATO_0001377|PATO_0001774|PATO_0002089|PO_0025281|PATO_0002258|PO_0025563|PATO_0001380|PATO_0002186|PATO_0001949|PO_0025277	polyploid|polyphasic|polycystic|pollen|pointed|polyarch protoxylem|paleopolyploid|polarity|pointleted|pollen sac	0.3316|0.2760|0.2760|0.2650|0.2553|0.2517|0.2467|0.2467|0.2320|0.2320	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9adbbbf47f5984	Bibacca	bibacca	en	ambiguous	Fruit Structural Types > Multiple Fruit Types > Fleshy Fruit Types	fruit		organ_vocabs	S1D11_fruits.vocab:61:0	2014-03		not recorded					flopo:unmapped	0.2173	hybrid_candidate_retrieval	proposed						PATO_0001901|PATO_0001784|PATO_0002474|PATO_0002214|PATO_0002040|PATO_0002281|PATO_0000618|PATO_0002039|PATO_0001406|PATO_0002161	back|bifurcated|bitter|bilobed|biconvex|biscupidate|bilateral|biconcave|binucleate|bicornuate	0.2173|0.2100|0.2035|0.1978|0.1926|0.1926|0.1880|0.1880|0.1838|0.1838	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9af0112e6774e3	Inflated	inflated	en	ambiguous	Petiole and Petiolule Structural Types	leaf		organ_vocabs	S1D5_leaves.vocab:62:0	2014-03		not recorded		PATO_0002376	inflated	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0002376	inflated	0.9900	7		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9b7200fb2e7387	Introrse	introrse	en	ambiguous	Anther Types	androecium		organ_vocabs	S1D9_androecium.vocab:25:0	2014-03		not recorded					flopo:unmapped	0.408	hybrid_candidate_retrieval	proposed						PATO_0002238|PATO_0002237|PATO_0001856|PATO_0000624|PATO_0001524|PATO_0002366|PATO_0000700|PATO_0001609|PO_0009049|PATO_0002365	antrorse|retrorse|introverted|inserted into|intrasonic|intact male|rough|sparse|inflorescence|intact female	0.4080|0.3640|0.2913|0.2692|0.2600|0.2530|0.2467|0.2467|0.2467|0.2408	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9d2a63c08c93f2	Denticidal Capsule	denticidal capsule	en	ambiguous	Fruit Structural Types > Simple Fruits > Capsule Types	fruit		organ_vocabs	S1D11_fruits.vocab:35:0	2014-03		not recorded					flopo:unmapped	0.6166	hybrid_candidate_retrieval	proposed						PO_0009001|PO_0025094|PO_0025229|PO_0030044|PO_0025093|PO_0025231|PO_0030037|PO_0030017|PO_0025265|PATO_0001205	fruit|sporangium|spore capsule valve|spore capsule operculum|spore capsule annulus|spore capsule columella|spore capsule calyptra|spore capsule mouth|sporangium locule|dentated	0.6166|0.4893|0.4879|0.4854|0.4645|0.4371|0.4364|0.4096|0.3631|0.2517	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9df40976cf183d	Perigynium	perigynium	en	ambiguous	Inflorescence Parts	inflorescence		organ_vocabs	S1D6_inflorescence.vocab:10:0	2014-03		not recorded					flopo:unmapped	0	ambiguous_ontology_exact	review						PO_0009044|PO_0009045|PO_0030028|PO_0025492	perigynium|involucral bract|perigonial bract|pericyclic lateral root primordium	0.9900|0.9700|0.3053|0.2283	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9e5837440aabb0	Shreddy Bark	shreddy bark	en	entity	Stem Parts > Major Stem Parts	stem		organ_vocabs	S1D3_stem.vocab:15:0	2014-03		not recorded					flopo:unmapped	0.526	hybrid_candidate_retrieval	proposed						PO_0004518|PO_0007089|PO_0007079|PO_0007062|PO_0007086|PO_0007091|PO_0007096|PO_0007092|PO_0007099|PO_0007117	bark|stem elongation stage|SE.00 stem elongation begins stage|SE.06 six nodes or internodes visible stage|SE.05 five nodes or internodes visible stage|SE.01 one node or internode visible stage|SE.03 three nodes or internodes visible stage|SE.04 four nodes or internodes visible stage|SE.97 flag leaf visible stage|SE.02 two nodes or internodes visible stage	0.5260|0.2033|0.1845|0.1838|0.1838|0.1838|0.1838|0.1832|0.1832|0.1832	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9e9618b5ae9de7	Ectocarp	ectocarp	en	entity	Fruit Parts	fruit		organ_vocabs	S1D11_fruits.vocab:2:0	2014-03		not recorded		PO_0009085	exocarp	PO	skos:exactMatch	0.97	ontology_synonym_exact	auto						PO_0009085	exocarp	0.9700	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9e986ce28d0619	Pistil	pistil	en	entity	Flower Parts	flower		organ_vocabs	S1D7_flowers.vocab:10:1	2014-03		not recorded					flopo:unmapped	0	ambiguous_ontology_exact	review						PO_0009030|PO_0009062|PO_0009078|PO_0000019|PO_0009046|PO_0000226	carpel|gynoecium|pistillode|gynoecium primordium|flower|rib zone	0.9700|0.9700|0.6640|0.3882|0.3456|0.1518	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9efbebd421f41c	Lobed	lobed	en	ambiguous	Stigma Types	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:35:0	2014-03		not recorded		PATO_0001979	lobed	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0001979	lobed	0.9900	69		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9f44a5a6c8dd38	Secondary	secondary	en	ambiguous	Root Types	root		organ_vocabs	S1D2_root.vocab:6:0	2014-03		not recorded					flopo:unmapped	0.5799	hybrid_candidate_retrieval	proposed						PO_0025451|PO_0025447|PO_0025443|PO_0004532|PO_0025442|PO_0025457|PO_0025456|PO_0005848|PO_0025453|PO_0005043	secondary xylem vessel|secondary xylem tracheid|root secondary thickening meristem|secondary xylem parenchyma|stem secondary thickening meristem|secondary phloem sieve tube element|secondary phloem sieve cell|secondary xylem|secondary phloem sieve element|secondary phloem	0.5799|0.5757|0.5728|0.5618|0.5564|0.5543|0.5443|0.5364|0.5340|0.5306	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9f73efed11bc52	Tergeminate	tergeminate	en	quality	Leaf Types	leaf		organ_vocabs	S1D5_leaves.vocab:28:0	2014-03		not recorded					flopo:unmapped	0.32	hybrid_candidate_retrieval	proposed						PATO_0002228|PATO_0104016|PATO_0001319|PATO_0002215|PATO_0002476|PATO_0001357|PATO_0001964|PATO_0001965|PATO_0001318|PATO_0002234	acuminate|terete|discriminate|falciform|terminal|pulvinate|circinate|reclinate|indiscriminate|emarginate	0.3200|0.3095|0.2956|0.2913|0.2913|0.2833|0.2833|0.2833|0.2821|0.2760	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9ffa8e2780dc45	Stamen	stamen	en	entity	Flower Parts	flower		organ_vocabs	S1D7_flowers.vocab:19:0	2014-03		not recorded		PO_0009029	stamen	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0009029	stamen	0.9900	28		definition_excluded_by_source_manifest
BTERM:organ_vocabs:9ffe7d5b2557b7	Hip	hip	en	ambiguous	Fruit Structural Types > Accessory Fruit Types > Fleshy Fruit Types	fruit		organ_vocabs	S1D11_fruits.vocab:68:0	2014-03		not recorded		PO_0009001	fruit	PO	skos:broadMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0009001	fruit	0.8500	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a09728b50acffb	Style	style	en	ambiguous	Carpel Parts	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:22:0	2014-03		not recorded		PO_0009074	style	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0009074	style	0.9900	5		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a0b6948298e52a	Carpopodium	carpopodium	en	ambiguous	Carpel Parts	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:21:2	2014-03		not recorded					flopo:unmapped	0.3281	hybrid_candidate_retrieval	proposed						PO_0030055|PO_0004703|PO_0009078|PO_0006330|PO_0009062|PO_0005597|PO_0009001|PO_0025335|PO_0009077|PO_0009030	pseudopodium|carpel primordium|pistillode|gynophore|gynoecium|cambium|fruit|phyllode leaf|staminode|carpel	0.3281|0.3200|0.3130|0.3112|0.3009|0.3000|0.2854|0.2760|0.2692|0.2676	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a1b380f6472dc0	Phyllary	phyllary	en	ambiguous	Leaf Structural Types	leaf		organ_vocabs	S1D5_leaves.vocab:51:0	2014-03		not recorded		PO_0009045	involucral bract	PO	skos:relatedMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0009045	involucral bract	0.8500	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a1bbea2903de6b	Sheath	sheath	en	entity	Leaf Parts	leaf		organ_vocabs	S1D5_leaves.vocab:11:0	2014-03		not recorded					flopo:unmapped	0.6678	hybrid_candidate_retrieval	proposed						PO_0006024|PO_0006025|PO_0004531|PO_0020106|PO_0025251|PO_0025250|PO_0007028|PO_0007018|PO_0025249|PO_0007019	parenchyma sheath|mestome sheath|sheath cell|leaf sheath auricle|leaf sheath adaxial epidermis|leaf sheath abaxial epidermis|BO.04 flag leaf sheath opening stage|BO.01 early boot stage|leaf sheath epidermis|BO.05 flag leaf sheath opened stage	0.6678|0.5789|0.5422|0.5127|0.5113|0.5053|0.4969|0.4913|0.4877|0.4850	2		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a1f0fdc252de65	Terete	terete	en	ambiguous	Style Types	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:51:0	2014-03		not recorded		PATO_0104016	terete	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0104016	terete	0.9900	1		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a2578d84393be9	Cataphyll	cataphyll	en	ambiguous	Seedling Parts	seed		organ_vocabs	S1D12_seeds.vocab:45:0	2014-03		not recorded		PO_0006003	scale leaf	PO	skos:relatedMatch	0.85	ontology_scoped_synonym_proposal	proposed						PO_0006003	scale leaf	0.8500	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a265cd3cd77722	Adnate	adnate	en	quality	Stipule and Stipel Types	leaf		organ_vocabs	S1D5_leaves.vocab:70:0	2014-03		not recorded					flopo:unmapped	0.3316	hybrid_candidate_retrieval	proposed						PATO_0002228|PATO_0001870|PATO_0001324|PATO_0001889|PATO_0002506|PATO_0001358|PATO_0001977|PATO_0002215|PATO_0002295|PATO_0001357	acuminate|crescent-shaped|bilateral symmetry|scalloped|alobate|umbonate|angular|falciform|areolate|pulvinate	0.3316|0.3200|0.3071|0.3071|0.3071|0.2956|0.2956|0.2956|0.2956|0.2853	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a2a12ad1948c56	Basifixed	basifixed	en	ambiguous	Anther Attachment	androecium		organ_vocabs	S1D9_androecium.vocab:30:0	2014-03		not recorded					flopo:unmapped	0.3444	hybrid_candidate_retrieval	proposed						PATO_0000300|PATO_0002122|PATO_0001946|PATO_0002276|PATO_0000757|PATO_0001448|PATO_0001784|PATO_0000617|PATO_0002214|PATO_0000329	immobile|mixed|banded|barred|balanced|ossified|bifurcated|bent|bilobed|blotchy	0.3444|0.2956|0.2853|0.2853|0.2676|0.2676|0.2467|0.2389|0.2320|0.2257	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a2b1a577c585a0	Anatropous	anatropous	en	quality	Ovule Types	gynoecium		organ_vocabs	S1D10_gynoecium.vocab:61:0	2014-03		not recorded					flopo:unmapped	0.26	hybrid_candidate_retrieval	proposed						PATO_0001623|PATO_0001332|PATO_0001465|PATO_0002090|PATO_0000688|PATO_0001967|PATO_0002331|PATO_0002204	atrophied|amorphous|monstrous|adenomatous|asynchronous|actinodromous|adhesive|ambidextrous handedness	0.2600|0.2530|0.2530|0.2408|0.2354|0.2304|0.2200|0.1951	0		definition_excluded_by_source_manifest
BTERM:organ_vocabs:a337ef0bd1d2af	Flower	flower	en	ambiguous	Inflorescence Parts	inflorescence		organ_vocabs	S1D6_inflorescence.vocab:5:0	2014-03		not recorded		PO_0009046	flower	PO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PO_0009046	flower	0.9900	1469		definition_excluded_by_source_manifest
