term_id	surface_form	normalized_form	language	semantic_role	category	organ_context	definition	source_id	source_record_id	source_version	source_url	license	translation_group	target_id	target_label	target_namespace	mapping_relation	mapping_confidence	mapping_method	review_status	curator_orcid	mapping_date	component_ids	logical_operator	attribute_id	candidate_ids	candidate_labels	candidate_scores	corpus_frequency	evidence	notes
BTERM:botanical_attributes:0009db441dddb5	Dotted	dotted	en	quality	Distribution of Colors (Variegation)			botanical_attributes	row-1039:0	2014-03-19		not recorded		PATO_0001512	punctate	PATO	skos:relatedMatch	0.85	ontology_scoped_synonym_proposal	proposed						PATO_0001512	punctate	0.8500	2		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0059124d6a4b91	Caulocarpic	caulocarpic	en	quality	Duration			botanical_attributes	row-979:0	2014-03-19		not recorded					flopo:unmapped	0.2408	hybrid_candidate_retrieval	proposed						PATO_0002350|PATO_0002454	cauline to|carpel-like	0.2408|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0065ff5ccabf8c	Variegated	variegated	en	quality	Distribution of Colors (Variegation)			botanical_attributes	row-312:0	2014-03-19		not recorded		PATO_0001533	multi-colored	PATO	skos:exactMatch	0.97	ontology_synonym_exact	auto						PATO_0001533	multi-colored	0.9700	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:01027067a6e7a3	Epipetalous	epipetalous	en	quality	Position > k. Stamen Position			botanical_attributes	row-431:0	2014-03-19		not recorded					flopo:unmapped	0.2408	hybrid_candidate_retrieval	proposed						PATO_0002519|PATO_0002340	cancellous|hispidulous	0.2408|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:010ad0231de408	Distichous	distichous	en	quality	Arrangement > General			botanical_attributes	row-446:0	2014-03-19		not recorded		PATO_0001952	distichous	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0001952	distichous	0.9900	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:01bf0ad73d3996	Fenestrate	fenestrate	en	quality	Configuration of Surface			botanical_attributes	row-747:0	2014-03-19		not recorded					flopo:unmapped	0.452	hybrid_candidate_retrieval	proposed						PATO_0002064|PATO_0000631|PATO_0000161|PATO_0000912|PATO_0001574|PATO_0001206|PATO_0002215|PATO_0000395|PATO_0002038|PATO_0002367	fenestrated|prostrate|rate|increased rate|flow rate|serrated|falciform|moderate|non-degenerate|castrated male	0.4520|0.3296|0.2956|0.2913|0.2913|0.2676|0.2676|0.2600|0.2571|0.2571	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:01dfbe805a79c4	Pubescent	pubescent	en	quality	Surface			botanical_attributes	row-817:0	2014-03-19		not recorded		PATO_0000455	pubescent	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0000455	pubescent	0.9900	1		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0235cfb3a3999a	Pleurorhizal	pleurorhizal	en	quality	Position > c. Cotyledon Position			botanical_attributes	row-372:1	2014-03-19		not recorded					flopo:unmapped	0.2408	hybrid_candidate_retrieval	proposed						PATO_0001364|PATO_0001187|PATO_0001188|PATO_0002336|PATO_0002107|PATO_0001356|PATO_0001869	rhizoidal|pupal|prepupal|pyramidal|peripheral|pleomorphic|pathological	0.2408|0.2257|0.2100|0.2056|0.2015|0.1978|0.1943	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:02688f7ae80e50	Equilateral	equilateral	en	quality	Symmetry			botanical_attributes	row-1007:0	2014-03-19		not recorded					flopo:unmapped	0.5616	hybrid_candidate_retrieval	proposed						PATO_0002306|PATO_0000618|PATO_0000634|PATO_0001193|PATO_0002035|PATO_0001649|PATO_0002152|PATO_0000626|PATO_0002171|PATO_0001324	equilateral triangular|bilateral|unilateral|lateral to|ipsilateral to|curved lateral|splayed lateral|lateralized|split bilaterally|bilateral symmetry	0.5616|0.3933|0.3816|0.3800|0.3708|0.3124|0.3053|0.2692|0.2650|0.2600	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:029522d4f7a0c0	Heterandrous	heterandrous	en	quality	Size			botanical_attributes	row-617:0	2014-03-19		not recorded					flopo:unmapped	0.2692	hybrid_candidate_retrieval	proposed						PATO_0002352|PATO_0000982|PATO_0000984|PATO_0002128|PATO_0002372|PATO_0001441|PATO_0001331|PATO_0000692|PATO_0002011|PATO_0001465	herbaceous|permeable|porous|serous|grand multi[arous|heterophilic|odorous|heterochronic|neoplastic|monstrous	0.2692|0.2600|0.2600|0.2600|0.2600|0.2571|0.2530|0.2517|0.2467|0.2408	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:02db348b26289d	Binate	binate	en	quality	Number			botanical_attributes	row-558:0	2014-03-19		not recorded					flopo:unmapped	0.364	hybrid_candidate_retrieval	proposed						PATO_0001406|PATO_0002215|PATO_0001357|PATO_0001964|PATO_0001965|PATO_0002228|PATO_0001870|PATO_0002161|PATO_0002234|PATO_0001324	binucleate|falciform|pulvinate|circinate|reclinate|acuminate|crescent-shaped|bicornuate|emarginate|bilateral symmetry	0.3640|0.3444|0.3316|0.3316|0.3316|0.3316|0.3200|0.3200|0.3200|0.3071	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:02f29c389d6b33	Verrucose	verrucose	en	quality	Surface			botanical_attributes	row-94:1	2014-03-19		not recorded					flopo:unmapped	0.2467	hybrid_candidate_retrieval	proposed						PATO_0001802|PATO_0001359|PATO_0002289|PATO_0104077|PATO_0001854|PATO_0001302|PATO_0002341|PATO_0002344|PATO_0002523|PATO_0104223	loose|rugose|setose|very pale blue|vertical|vermilion|tomentose|arachnose|vertical to|very pale green	0.2467|0.2389|0.2389|0.2304|0.2257|0.2200|0.2200|0.2200|0.2100|0.1943	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:030e5ed1823890	Annual	annual	en	quality	Duration			botanical_attributes	row-239:0	2014-03-19		not recorded					flopo:unmapped	0.2467	hybrid_candidate_retrieval	proposed						PATO_0000460|PATO_0001463|PATO_0000057	abnormal|action potential|occurrence quality	0.2467|0.2015|0.1978	13		definition_excluded_by_source_manifest
BTERM:botanical_attributes:03748238465ce5	Terminal	terminal	en	quality	Position > General			botanical_attributes	row-358:1	2014-03-19		not recorded		PATO_0002476	terminal	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0002476	terminal	0.9900	26		definition_excluded_by_source_manifest
BTERM:botanical_attributes:038fe9c3f288d2	Monad	monad	en	quality	Number			botanical_attributes	row-570:0	2014-03-19		not recorded					flopo:unmapped	0.2956	hybrid_candidate_retrieval	proposed						PATO_0001376|PATO_0002525|PATO_0001532|PATO_0002274|PATO_0001386|PATO_0001465|PATO_0001773|PATO_0002088|PATO_0000394|PATO_0001422	monoploid|towards|mono-colored|mottled|monosomy|monstrous|monophasic|monocystic|mild|dead	0.2956|0.2833|0.2676|0.2650|0.2553|0.2467|0.2389|0.2389|0.2354|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:039f84f176db00	Major	major	en	quality	Size			botanical_attributes	row-637:0	2014-03-19		not recorded					flopo:unmapped	0.2354	hybrid_candidate_retrieval	proposed						PATO_0000058|PATO_0000125|PATO_0000384|PATO_0000014|PATO_0000043|PATO_0001426|PATO_0001607|PATO_0001620|PATO_0001701|PATO_0000321	odor|mass|male|color|flavor|maroon|matted|turgor|mature|magenta	0.2354|0.2354|0.2354|0.2257|0.2173|0.2173|0.2173|0.2173|0.2173|0.2100	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:03cd2b03793041	Homophytous	homophytous	en	quality	General terms			botanical_attributes	row-320:0	2014-03-19		not recorded					flopo:unmapped	0.3112	hybrid_candidate_retrieval	proposed						PATO_0001440|PATO_0002352|PATO_0001360|PATO_0002090|PATO_0002314|PATO_0002340|PATO_0001971|PATO_0001967|PATO_0002423|PATO_0001969	homophilic|herbaceous|filamentous|adenomatous|ligamentous|hispidulous|cladodromous|actinodromous|papillomatous|craspedodromous	0.3112|0.2408|0.2354|0.2354|0.2354|0.2354|0.2304|0.2257|0.2257|0.2173	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:04215ecb23f993	Echinate	echinate	en	quality	Surface			botanical_attributes	row-801:0	2014-03-19		not recorded					flopo:unmapped	0.34	hybrid_candidate_retrieval	proposed						PATO_0002234|PATO_0002215|PATO_0001357|PATO_0001964|PATO_0001965|PATO_0002228|PATO_0001870|PATO_0001324|PATO_0001889|PATO_0001319	emarginate|falciform|pulvinate|circinate|reclinate|acuminate|crescent-shaped|bilateral symmetry|scalloped|discriminate	0.3400|0.3200|0.3095|0.3095|0.3095|0.3095|0.2956|0.2853|0.2853|0.2833	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0422880f5f6d30	Glaucescent	glaucescent	en	quality	Surface			botanical_attributes	row-71:0	2014-03-19		not recorded					flopo:unmapped	0.32	hybrid_candidate_retrieval	proposed						PATO_0000455|PATO_0001487|PATO_0001189|PATO_0002277|PATO_0001290|PATO_0001186|PATO_0104277|PATO_0001354|PATO_0001484|PATO_0001870	pubescent|senescent|adolescent|iridescent|fluorescent|prepubescent|glaucous|translucent|recent|crescent-shaped	0.3200|0.3200|0.3112|0.3112|0.3031|0.2956|0.2913|0.2692|0.2676|0.2408	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0423e4b49d1855	Indurate	indurate	en	quality	Texture			botanical_attributes	row-888:0	2014-03-19		not recorded					flopo:unmapped	0.4352	hybrid_candidate_retrieval	proposed						PATO_0002407|PATO_0000161|PATO_0000912|PATO_0001318|PATO_0001628|PATO_0001206|PATO_0000395|PATO_0001962|PATO_0000631|PATO_0000911	indurated|rate|increased rate|indiscriminate|insufficient|serrated|moderate|involute|prostrate|decreased rate	0.4352|0.3200|0.3031|0.3031|0.3000|0.2853|0.2760|0.2760|0.2676|0.2676	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0459b716e12c0b	Ruminate	ruminate	en	quality	Venation			botanical_attributes	row-49:0	2014-03-19		not recorded					flopo:unmapped	0.3933	hybrid_candidate_retrieval	proposed						PATO_0002228|PATO_0001965|PATO_0000161|PATO_0001319|PATO_0002215|PATO_0001357|PATO_0001964|PATO_0001318|PATO_0002234|PATO_0001870	acuminate|reclinate|rate|discriminate|falciform|pulvinate|circinate|indiscriminate|emarginate|crescent-shaped	0.3933|0.3514|0.3200|0.3200|0.3200|0.3095|0.3095|0.3031|0.3000|0.2956	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:046ceaddcbdbc7	Epitropous, ventral	epitropous ventral	en	quality	Position > g. Ovule Position			botanical_attributes	row-400:0	2014-03-19		not recorded					flopo:unmapped	0.47	hybrid_candidate_retrieval	proposed						PATO_0001775|PATO_0000636|PATO_0002053|PATO_0001469|PATO_0002154|PATO_0001196|PATO_0001632|PATO_0002501|PATO_0001920|PATO_0001917	dorsal-ventral polarity|ventralized|dorso-ventrally flattened|curved ventral|splayed ventral|ventral to|anterior to|ventral orientation|mislocalised ventrally|anteroventral to	0.4700|0.4127|0.4006|0.3984|0.3931|0.3459|0.3430|0.3393|0.2200|0.2158	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:04756419ffeed0	Serotinal	serotinal	en	quality	Periodicity			botanical_attributes	row-955:0	2014-03-19		not recorded					flopo:unmapped	0.2853	hybrid_candidate_retrieval	proposed						PATO_0002128|PATO_0002475|PATO_0002476|PATO_0002404|PATO_0001398|PATO_0001206|PATO_0001878|PATO_0001976|PATO_0002509|PATO_0001510	serous|subterminal|terminal|segmental|self-renewal|serrated|sigmoid|serration|hexagonal|functional	0.2853|0.2833|0.2676|0.2600|0.2408|0.2320|0.2200|0.2200|0.2200|0.2148	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:048962417cea09	Penni-parallel	penni parallel	en	quality	Venation			botanical_attributes	row-62:0	2014-03-19		not recorded					flopo:unmapped	0.5201	hybrid_candidate_retrieval	proposed						PATO_0001968|PATO_0002272|PATO_0002485|PATO_0002317|PATO_0001858|PATO_0001324|PATO_0000763|PATO_0002107|PATO_0104035|PATO_0001383	parallelodromous|parallel to|parallel-sided|parallelogram|partially paralysed|bilateral symmetry|paralysed|peripheral|pendent|pentaploid	0.5201|0.5124|0.4763|0.4111|0.2467|0.2408|0.2304|0.2257|0.2056|0.1943	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:04bb417faee701	Aculeate	aculeate	en	quality	Vestiture or Indument			botanical_attributes	row-97:0	2014-03-19		not recorded					flopo:unmapped	0.3588	hybrid_candidate_retrieval	proposed						PATO_0000389|PATO_0001405|PATO_0002228|PATO_0001406|PATO_0001981|PATO_0001909|PATO_0001407|PATO_0001908	acute|anucleate|acuminate|binucleate|auriculate|trinucleate|mononucleate|multinucleate	0.3588|0.3514|0.3514|0.3000|0.3000|0.2913|0.2833|0.2760	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:04e399b3ebb271	Anisocotylous	anisocotylous	en	quality	Size			botanical_attributes	row-608:0	2014-03-19		not recorded					flopo:unmapped	0.2354	hybrid_candidate_retrieval	proposed						PATO_0001332|PATO_0002519|PATO_0002090|PATO_0002340|PATO_0000688|PATO_0001967|PATO_0002331	amorphous|cancellous|adenomatous|hispidulous|asynchronous|actinodromous|adhesive	0.2354|0.2304|0.2257|0.2257|0.2214|0.2173|0.2056	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0559b25c415af2	Lepidote	lepidote	en	quality	Vestiture or Indument			botanical_attributes	row-854:0	2014-03-19		not recorded					flopo:unmapped	0		unreviewed									0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:055f72d51f84e2	Pannose	pannose	en	quality	Texture			botanical_attributes	row-892:0	2014-03-19		not recorded		PATO_0104242	pannose	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0104242	pannose	0.9900	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:057462b92a13c1	Multicellular	multicellular	en	quality	Number			botanical_attributes	row-577:0	2014-03-19		not recorded		PATO_0001993	multicellular	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0001993	multicellular	0.9900	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:05dda4ff0eb854	Caulous	caulous	en	quality	Position > b. Branch Position			botanical_attributes	row-367:0	2014-03-19		not recorded					flopo:unmapped	0.3514	hybrid_candidate_retrieval	proposed						PATO_0002519|PATO_0002340|PATO_0001449|PATO_0002350|PATO_0002462|PATO_0001971|PATO_0001969|PATO_0001972	cancellous|hispidulous|cartilaginous|cauline to|collagenous|cladodromous|craspedodromous|reticulodromous	0.3514|0.3000|0.2833|0.2676|0.2600|0.2530|0.2354|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:05df3e733adfbf	Perfect	perfect	en	quality	Flower Sex			botanical_attributes	row-168:0	2014-03-19		not recorded					flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0002112|PATO_0001983	perforate|perfoliate	0.2760|0.2676	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:05f1ccea97fc81	Monocyclic	monocyclic	en	quality	Cycly			botanical_attributes	row-659:0	2014-03-19		not recorded					flopo:unmapped	0.3933	hybrid_candidate_retrieval	proposed						PATO_0002088|PATO_0001773|PATO_0001386|PATO_0001376|PATO_0002183|PATO_0001407|PATO_0001532|PATO_0002184|PATO_0002185|PATO_0001685	monocystic|monophasic|monosomy|monoploid|cyclicity|mononucleate|mono-colored|cyclic cyclicity|acyclic cyclicity|magnetic	0.3933|0.3200|0.2600|0.2530|0.2530|0.2354|0.2354|0.2354|0.2304|0.2200	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:05f352c27e5076	Heterocladous	heterocladous	en	quality	Size			botanical_attributes	row-620:0	2014-03-19		not recorded					flopo:unmapped	0.3053	hybrid_candidate_retrieval	proposed						PATO_0000692|PATO_0001441|PATO_0001971|PATO_0002048|PATO_0001490|PATO_0002352|PATO_0002128|PATO_0002340|PATO_0001970	heterochronic|heterophilic|cladodromous|mosaicism|heterochronic growth|herbaceous|serous|hispidulous|brochidodromous	0.3053|0.2821|0.2821|0.2760|0.2665|0.2630|0.2530|0.2257|0.2100	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:05f84c4f329cfe	Minute	minute	en	quality	Size			botanical_attributes	row-639:0	2014-03-19		not recorded					flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0000389|PATO_0002123|PATO_0001908|PATO_0000395|PATO_0001962|PATO_0001963|PATO_0002091|PATO_0002387|PATO_0000629|PATO_0001966	acute|minimal|multinucleate|moderate|involute|revolute|subacute|peracute|misrouted|convolute	0.2760|0.2553|0.2530|0.2467|0.2467|0.2467|0.2467|0.2467|0.2389|0.2389	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:060278b5971539	Tetradynamous	tetradynamous	en	quality	Arrangement > Stamen Arrangement			botanical_attributes	row-464:0	2014-03-19		not recorded					flopo:unmapped	0.276	hybrid_candidate_retrieval	proposed						PATO_0001804|PATO_0001382|PATO_0001332|PATO_0001971|PATO_0001967|PATO_0001969|PATO_0001970|PATO_0001972|PATO_0001968	scaly|tetraploid|amorphous|cladodromous|actinodromous|craspedodromous|brochidodromous|reticulodromous|parallelodromous	0.2760|0.2630|0.2354|0.2214|0.2173|0.2100|0.2100|0.2100|0.2067	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0609fcc2926107	Androgynous	androgynous	en	quality	Inflorescence Sex			botanical_attributes	row-908:0	2014-03-19		not recorded					flopo:unmapped	0.263	hybrid_candidate_retrieval	proposed						PATO_0000688|PATO_0001967|PATO_0001371|PATO_0002331|PATO_0001332|PATO_0001540|PATO_0002507|PATO_0000695|PATO_0002090|PATO_0002462	asynchronous|actinodromous|mucoid|adhesive|amorphous|glutinous|keratinous|synchronous|adenomatous|collagenous	0.2630|0.2571|0.2530|0.2530|0.2467|0.2467|0.2408|0.2354|0.2354|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:063dd57a18e4a9	Basiscopic	basiscopic	en	quality	Orientation > General			botanical_attributes	row-477:0	2014-03-19		not recorded					flopo:unmapped	0.32	hybrid_candidate_retrieval	proposed						PATO_0002313|PATO_0002094|PATO_0002119|PATO_0002349|PATO_0001773|PATO_0001774	telescopic|basophilic|hydropic|basal to|monophasic|polyphasic	0.3200|0.2833|0.2600|0.2200|0.2100|0.2100	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:064bab3cf6c826	Gynostemium	gynostemium	en	quality	Fusion			botanical_attributes	row-695:1	2014-03-19		not recorded					flopo:unmapped	0.1677	hybrid_candidate_retrieval	proposed						PATO_0002499	posterior orientation	0.1677	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0672fa201b94c7	Sclerous	sclerous	en	quality	Texture			botanical_attributes	row-160:0	2014-03-19		not recorded					flopo:unmapped	0.3933	hybrid_candidate_retrieval	proposed						PATO_0002128|PATO_0002127|PATO_0000982|PATO_0000984|PATO_0001331|PATO_0001804|PATO_0002011|PATO_0001465|PATO_0000985|PATO_0000695	serous|scirrhous|permeable|porous|odorous|scaly|neoplastic|monstrous|non-porous|synchronous	0.3933|0.3095|0.2956|0.2956|0.2853|0.2760|0.2760|0.2676|0.2600|0.2530	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:06f49a735a89ed	Pilose	pilose	en	quality	Vestiture or Indument			botanical_attributes	row-858:0	2014-03-19		not recorded					flopo:unmapped	0.3444	hybrid_candidate_retrieval	proposed						PATO_0000066|PATO_0000083|PATO_0001802|PATO_0001359|PATO_0002289|PATO_0000410|PATO_0002458|PATO_0002341|PATO_0002344|PATO_0104059	pilosity|phase|loose|rugose|setose|pinnate|pin-like|tomentose|arachnose|pinkish white	0.3444|0.2760|0.2760|0.2650|0.2650|0.2553|0.2467|0.2389|0.2389|0.2148	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0860ced6b87210	Suspended	suspended	en	quality	Position > i. Placenta Position			botanical_attributes	row-421:2	2014-03-19		not recorded					flopo:unmapped	0.3	hybrid_candidate_retrieval	proposed						PATO_0001602|PATO_0001786|PATO_0001946|PATO_0000411|PATO_0002397|PATO_0001522|PATO_0001333	distended|split|banded|circular|subcircular|sound speed|temporally extended	0.3000|0.2913|0.2853|0.2760|0.2760|0.2467|0.2375	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:087b180e587fb4	Biennial	biennial	en	quality	Duration			botanical_attributes	row-241:0	2014-03-19		not recorded					flopo:unmapped	0.2676	hybrid_candidate_retrieval	proposed						PATO_0000618|PATO_0001903|PATO_0000588|PATO_0001907|PATO_0002421|PATO_0002164|PATO_0001463|PATO_0001339|PATO_0001462|PATO_0001464	bilateral|bi-directional|vestigial|botryoidal|cicatricial|curved medial|action potential|biomaterial purity|membrane potential|electric potential	0.2676|0.2354|0.2257|0.2200|0.2148|0.2056|0.1943|0.1880|0.1880|0.1880	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:087ce5b9dac7e2	Acroramous	acroramous	en	quality	Position > e. Leaf Position			botanical_attributes	row-388:0	2014-03-19		not recorded					flopo:unmapped	0.3	hybrid_candidate_retrieval	proposed						PATO_0001804|PATO_0001967|PATO_0001332|PATO_0002378|PATO_0002090|PATO_0000688|PATO_0001971|PATO_0001969|PATO_0001970|PATO_0001972	scaly|actinodromous|amorphous|acinus|adenomatous|asynchronous|cladodromous|craspedodromous|brochidodromous|reticulodromous	0.3000|0.2956|0.2913|0.2760|0.2408|0.2354|0.2354|0.2214|0.2214|0.2214	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:08c32fa940509f	Plane	plane	en	quality	Venation			botanical_attributes	row-51:1	2014-03-19		not recorded					flopo:unmapped	0.564	hybrid_candidate_retrieval	proposed						PATO_0000133|PATO_0002253|PATO_0002293	orientation|platelike|permanent	0.5640|0.2956|0.1978	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:08d090d8c29c03	Complete	complete	en	quality	Cycly			botanical_attributes	row-654:0	2014-03-19		not recorded					flopo:unmapped	0.4943	hybrid_candidate_retrieval	proposed						PATO_0002007|PATO_0002008|PATO_0000297|PATO_0002324|PATO_0001504|PATO_0000609|PATO_0001502|PATO_0000344|PATO_0001485|PATO_0001966	convex 3-D shape|concave 3-D shape|arrested|offset quality|complex|closure incomplete|complexity|compatible|condensed|convolute	0.4943|0.4819|0.4200|0.3933|0.3779|0.3640|0.3400|0.3000|0.2853|0.2676	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:08dfec8f496119	Andromonoecious	andromonoecious	en	quality	Plant Sex			botanical_attributes	row-922:0	2014-03-19		not recorded					flopo:unmapped	0.2925	hybrid_candidate_retrieval	proposed						PATO_0001967|PATO_0001971|PATO_0001969|PATO_0001970|PATO_0001972|PATO_0000694|PATO_0001968|PATO_0000688|PATO_0001332|PATO_0001465	actinodromous|cladodromous|craspedodromous|brochidodromous|reticulodromous|premature|parallelodromous|asynchronous|amorphous|monstrous	0.2925|0.2703|0.2553|0.2553|0.2553|0.2517|0.2509|0.2419|0.2257|0.2257	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:08f89d8a456ea0	Resupinate	resupinate	en	quality	Orientation > Special			botanical_attributes	row-501:0	2014-03-19		not recorded					flopo:unmapped	0.3678	hybrid_candidate_retrieval	proposed						PATO_0001965|PATO_0000410|PATO_0002215|PATO_0000161|PATO_0001357|PATO_0001964|PATO_0002228|PATO_0002234|PATO_0001870|PATO_0001319	reclinate|pinnate|falciform|rate|pulvinate|circinate|acuminate|emarginate|crescent-shaped|discriminate	0.3678|0.3095|0.3000|0.2956|0.2913|0.2913|0.2913|0.2833|0.2760|0.2692	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:08fbda95623b88	Incanous	incanous	en	quality	Vestiture or Indument			botanical_attributes	row-103:1	2014-03-19		not recorded					flopo:unmapped	0.3112	hybrid_candidate_retrieval	proposed						PATO_0000464|PATO_0001371|PATO_0002331|PATO_0001540|PATO_0002507|PATO_0002519|PATO_0000695|PATO_0002462|PATO_0000688|PATO_0002332	inconspicuous|mucoid|adhesive|glutinous|keratinous|cancellous|synchronous|collagenous|asynchronous|non-adhesive	0.3112|0.2760|0.2760|0.2676|0.2600|0.2600|0.2530|0.2530|0.2467|0.2467	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:092fbfc4a3f6df	Sericeous	sericeous	en	quality	Vestiture or Indument			botanical_attributes	row-127:0	2014-03-19		not recorded					flopo:unmapped	0.3779	hybrid_candidate_retrieval	proposed						PATO_0002128|PATO_0002352|PATO_0001547|PATO_0002438|PATO_0001804|PATO_0002348|PATO_0002127|PATO_0000695|PATO_0002473	serous|herbaceous|quality of a gas|subdermal|scaly|ligneous|scirrhous|synchronous|neoplastic, spontaneous	0.3779|0.2913|0.2760|0.2760|0.2676|0.2676|0.2600|0.2467|0.2035	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:093d8e75d42577	Asymmetric	asymmetric	en	quality	Symmetry			botanical_attributes	row-1005:0	2014-03-19		not recorded		PATO_0000616	asymmetrical	PATO	skos:exactMatch	0.97	ontology_synonym_exact	auto						PATO_0000616	asymmetrical	0.9700	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0990c7f043d6a7	Infrafoliar	infrafoliar	en	quality	Position > d. Flower, Fruit, Inflorescence, Infructescence Position			botanical_attributes	row-382:0	2014-03-19		not recorded					flopo:unmapped	0.2148	hybrid_candidate_retrieval	proposed						PATO_0002376|PATO_0001545|PATO_0001983|PATO_0002103|PATO_0002104|PATO_0001893|PATO_0001614|PATO_0001622|PATO_0001714|PATO_0002456	inflated|inflexible|perfoliate|infiltrative|inflammatory|increased odor|invariant color|increased turgor|increased diameter|inflorescence-like	0.2148|0.2056|0.2056|0.1978|0.1978|0.1910|0.1880|0.1852|0.1800|0.1800	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:09f04ddc09806d	Agamous	agamous	en	quality	Flower Sex			botanical_attributes	row-167:1	2014-03-19		not recorded					flopo:unmapped	0.3316	hybrid_candidate_retrieval	proposed						PATO_0001804|PATO_0001332|PATO_0001967|PATO_0002090|PATO_0002314|PATO_0000688|PATO_0001971|PATO_0002331|PATO_0001969|PATO_0001970	scaly|amorphous|actinodromous|adenomatous|ligamentous|asynchronous|cladodromous|adhesive|craspedodromous|brochidodromous	0.3316|0.3200|0.2833|0.2600|0.2600|0.2530|0.2530|0.2389|0.2354|0.2354	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:09ffe2cae55f55	Setose	setose	en	quality	Vestiture or Indument			botanical_attributes	row-128:0	2014-03-19		not recorded		PATO_0002289	setose	PATO	skos:exactMatch	0.99	ontology_primary_label_exact	auto						PATO_0002289	setose	0.9900	0		definition_excluded_by_source_manifest
BTERM:botanical_attributes:0a1bff5208c730	Polydelphous	polydelphous	en	quality	Fusion			botanical_attributes	row-701:0	2014-03-19		not recorded					flopo:unmapped	0.3	hybrid_candidate_retrieval	proposed						PATO_0000982|PATO_0000984|PATO_0001332|PATO_0001377|PATO_0002127|PATO_0000694|PATO_0001774|PATO_0001952|PATO_0002089|PATO_0002371	permeable|porous|amorphous|polyploid|scirrhous|premature|polyphasic|distichous|polycystic|primiparous	0.3000|0.3000|0.2760|0.2408|0.2408|0.2354|0.2354|0.2354|0.2354|0.2304	0		definition_excluded_by_source_manifest
