flopo_iri	flopo_num	label	signature	deprecated
http://purl.obolibrary.org/obo/FLOPO_0000000	0	flora phenotype	OTHER	0
http://purl.obolibrary.org/obo/FLOPO_0000001	1	stem phenotype	PHENO|PO_0009047	0
http://purl.obolibrary.org/obo/FLOPO_0000002	2	stem branched	EQ|PO_0009047|PATO_0000402	0
http://purl.obolibrary.org/obo/FLOPO_0000003	3	stem branchiness	EQ|PO_0009047|PATO_0002009	0
http://purl.obolibrary.org/obo/FLOPO_0000004	4	leaf phenotype	PHENO|PO_0025034	0
http://purl.obolibrary.org/obo/FLOPO_0000005	5	leaf lanceolate	EQ|PO_0025034|PATO_0001877	0
http://purl.obolibrary.org/obo/FLOPO_0000006	6	leaf sharpness	EQ|PO_0025034|PATO_0000944	0
http://purl.obolibrary.org/obo/FLOPO_0000007	7	leaf tendril phenotype	PHENO|PO_0025361	0
http://purl.obolibrary.org/obo/FLOPO_0000008	8	leaf tendril bifurcated	EQ|PO_0025361|PATO_0001784	0
http://purl.obolibrary.org/obo/FLOPO_0000009	9	leaf tendril branchiness	EQ|PO_0025361|PATO_0002009	0
http://purl.obolibrary.org/obo/FLOPO_0000010	10	bark phenotype	PHENO|PO_0004518	0
http://purl.obolibrary.org/obo/FLOPO_0000011	11	bark broken	EQ|PO_0004518|PATO_0001444	0
http://purl.obolibrary.org/obo/FLOPO_0000012	12	bark wholeness	EQ|PO_0004518|PATO_0001442	0
http://purl.obolibrary.org/obo/FLOPO_0000013	13	petal phenotype	PHENO|PO_0009032	0
http://purl.obolibrary.org/obo/FLOPO_0000014	14	petal linear	EQ|PO_0009032|PATO_0001199	0
http://purl.obolibrary.org/obo/FLOPO_0000015	15	petal shape	EQ|PO_0009032|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000016	16	shoot apex phenotype	PHENO|PO_0000037	0
http://purl.obolibrary.org/obo/FLOPO_0000017	17	shoot apex glabrous	EQ|PO_0000037|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000018	18	shoot apex pilosity	EQ|PO_0000037|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000019	19	corolla phenotype	PHENO|PO_0009059	0
http://purl.obolibrary.org/obo/FLOPO_0000020	20	corolla glabrous	EQ|PO_0009059|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000021	21	corolla pilosity	EQ|PO_0009059|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000022	22	involucre phenotype	PHENO|PO_0009100	0
http://purl.obolibrary.org/obo/FLOPO_0000023	23	involucre conspicuous	EQ|PO_0009100|PATO_0000463	0
http://purl.obolibrary.org/obo/FLOPO_0000024	24	axillary bud meristem phenotype	PHENO|PO_0000232	0
http://purl.obolibrary.org/obo/FLOPO_0000025	25	axillary bud meristem spherical	EQ|PO_0000232|PATO_0001499	0
http://purl.obolibrary.org/obo/FLOPO_0000026	26	axillary bud meristem convex 3-D shape	EQ|PO_0000232|PATO_0002007	0
http://purl.obolibrary.org/obo/FLOPO_0000027	27	testa phenotype	PHENO|PO_0020057	0
http://purl.obolibrary.org/obo/FLOPO_0000028	28	testa smooth	EQ|PO_0020057|PATO_0000701	0
http://purl.obolibrary.org/obo/FLOPO_0000029	29	testa texture	EQ|PO_0020057|PATO_0000150	0
http://purl.obolibrary.org/obo/FLOPO_0000030	30	fruit phenotype	PHENO|PO_0009001	0
http://purl.obolibrary.org/obo/FLOPO_0000031	31	fruit truncated	EQ|PO_0009001|PATO_0000936	0
http://purl.obolibrary.org/obo/FLOPO_0000032	32	fruit shape	EQ|PO_0009001|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000033	33	shoot apex hairy	EQ|PO_0000037|PATO_0000454	0
http://purl.obolibrary.org/obo/FLOPO_0000034	34	inflorescence phenotype	PHENO|PO_0009049	0
http://purl.obolibrary.org/obo/FLOPO_0000035	35	inflorescence leaf-like	EQ|PO_0009049|PATO_0002457	0
http://purl.obolibrary.org/obo/FLOPO_0000036	36	inflorescence shape	EQ|PO_0009049|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000037	37	shoot apex pinnate	EQ|PO_0000037|PATO_0000410	0
http://purl.obolibrary.org/obo/FLOPO_0000038	38	shoot apex shape	EQ|PO_0000037|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000039	39	root phenotype	PHENO|PO_0009005	0
http://purl.obolibrary.org/obo/FLOPO_0000040	40	root fleshy	EQ|PO_0009005|PATO_0002351	0
http://purl.obolibrary.org/obo/FLOPO_0000041	41	root composition	EQ|PO_0009005|PATO_0000025	0
http://purl.obolibrary.org/obo/FLOPO_0000042	42	calyx phenotype	PHENO|PO_0009060	0
http://purl.obolibrary.org/obo/FLOPO_0000043	43	calyx hairy	EQ|PO_0009060|PATO_0000454	0
http://purl.obolibrary.org/obo/FLOPO_0000044	44	calyx pilosity	EQ|PO_0009060|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000045	45	leaflet phenotype	PHENO|PO_0020049	0
http://purl.obolibrary.org/obo/FLOPO_0000046	46	leaflet symmetrical	EQ|PO_0020049|PATO_0000632	0
http://purl.obolibrary.org/obo/FLOPO_0000047	47	leaflet symmetry	EQ|PO_0020049|PATO_0000965	0
http://purl.obolibrary.org/obo/FLOPO_0000048	48	lamina phenotype	PHENO|PO_0025060	0
http://purl.obolibrary.org/obo/FLOPO_0000049	49	lamina unbranched	EQ|PO_0025060|PATO_0000414	0
http://purl.obolibrary.org/obo/FLOPO_0000050	50	lamina branchiness	EQ|PO_0025060|PATO_0002009	0
http://purl.obolibrary.org/obo/FLOPO_0000051	51	vascular leaf phenotype	PHENO|PO_0009025	0
http://purl.obolibrary.org/obo/FLOPO_0000052	52	vascular leaf increased length	EQ|PO_0009025|PATO_0000573	0
http://purl.obolibrary.org/obo/FLOPO_0000053	53	vascular leaf length	EQ|PO_0009025|PATO_0000122	0
http://purl.obolibrary.org/obo/FLOPO_0000054	54	shoot apex elliptic	EQ|PO_0000037|PATO_0000947	0
http://purl.obolibrary.org/obo/FLOPO_0000055	55	shoot apex 2-D shape	EQ|PO_0000037|PATO_0002006	0
http://purl.obolibrary.org/obo/FLOPO_0000056	56	keel phenotype	PHENO|PO_0025327	0
http://purl.obolibrary.org/obo/FLOPO_0000057	57	keel left	EQ|PO_0025327|PATO_0000366	0
http://purl.obolibrary.org/obo/FLOPO_0000058	58	keel direction	EQ|PO_0025327|PATO_0000039	0
http://purl.obolibrary.org/obo/FLOPO_0000059	59	shoot apex orbicular	EQ|PO_0000037|PATO_0001934	0
http://purl.obolibrary.org/obo/FLOPO_0000060	60	petal pink	EQ|PO_0009032|PATO_0000954	0
http://purl.obolibrary.org/obo/FLOPO_0000061	61	petal color	EQ|PO_0009032|PATO_0000014	0
http://purl.obolibrary.org/obo/FLOPO_0000062	62	fruit rugose	EQ|PO_0009001|PATO_0001359	0
http://purl.obolibrary.org/obo/FLOPO_0000063	63	fruit surface feature shape	EQ|PO_0009001|PATO_0001925	0
http://purl.obolibrary.org/obo/FLOPO_0000064	64	leaflet basal to	EQ|PO_0020049|PATO_0002349	0
http://purl.obolibrary.org/obo/FLOPO_0000065	65	leaflet position	EQ|PO_0020049|PATO_0000140	0
http://purl.obolibrary.org/obo/FLOPO_0000066	66	vascular bundle phenotype	PHENO|PO_0005020	0
http://purl.obolibrary.org/obo/FLOPO_0000067	67	vascular bundle oblong	EQ|PO_0005020|PATO_0000946	0
http://purl.obolibrary.org/obo/FLOPO_0000068	68	vascular bundle 2-D shape	EQ|PO_0005020|PATO_0002006	0
http://purl.obolibrary.org/obo/FLOPO_0000069	69	vascular bundle glabrous	EQ|PO_0005020|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000070	70	vascular bundle pilosity	EQ|PO_0005020|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000071	71	lower glume phenotype	PHENO|PO_0006002	0
http://purl.obolibrary.org/obo/FLOPO_0000072	72	lower glume grey	EQ|PO_0006002|PATO_0000950	0
http://purl.obolibrary.org/obo/FLOPO_0000073	73	lower glume color	EQ|PO_0006002|PATO_0000014	0
http://purl.obolibrary.org/obo/FLOPO_0000074	74	seed phenotype	PHENO|PO_0009010	0
http://purl.obolibrary.org/obo/FLOPO_0000075	75	seed yellow	EQ|PO_0009010|PATO_0000324	0
http://purl.obolibrary.org/obo/FLOPO_0000076	76	seed color	EQ|PO_0009010|PATO_0000014	0
http://purl.obolibrary.org/obo/FLOPO_0000077	77	obsolete calyx pubescent	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000078	78	calyx maturity	EQ|PO_0009060|PATO_0000261	0
http://purl.obolibrary.org/obo/FLOPO_0000079	79	inflorescence swollen	EQ|PO_0009049|PATO_0001851	0
http://purl.obolibrary.org/obo/FLOPO_0000080	80	inflorescence structure	EQ|PO_0009049|PATO_0000141	0
http://purl.obolibrary.org/obo/FLOPO_0000081	81	fruit pedicellate	EQ|PO_0009001|PATO_0001438	0
http://purl.obolibrary.org/obo/FLOPO_0000082	82	fruit attachment quality	EQ|PO_0009001|PATO_0001435	0
http://purl.obolibrary.org/obo/FLOPO_0000083	83	ovary wall phenotype	PHENO|PO_0005022	0
http://purl.obolibrary.org/obo/FLOPO_0000084	84	ovary wall glabrous	EQ|PO_0005022|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000085	85	ovary wall pilosity	EQ|PO_0005022|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000086	86	central zone phenotype	PHENO|PO_0000224	0
http://purl.obolibrary.org/obo/FLOPO_0000087	87	central zone glabrous	EQ|PO_0000224|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000088	88	central zone pilosity	EQ|PO_0000224|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000089	89	whole plant phenotype	PHENO|PO_0000003	0
http://purl.obolibrary.org/obo/FLOPO_0000090	90	whole plant glabrous	EQ|PO_0000003|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000091	91	whole plant pilosity	EQ|PO_0000003|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000092	92	stem linear	EQ|PO_0009047|PATO_0001199	0
http://purl.obolibrary.org/obo/FLOPO_0000093	93	stem shape	EQ|PO_0009047|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000094	94	central spike of tassel inflorescence phenotype	PHENO|PO_0006324	0
http://purl.obolibrary.org/obo/FLOPO_0000095	95	central spike of tassel inflorescence pinnate	EQ|PO_0006324|PATO_0000410	0
http://purl.obolibrary.org/obo/FLOPO_0000096	96	central spike of tassel inflorescence shape	EQ|PO_0006324|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000097	97	perianth phenotype	PHENO|PO_0009058	0
http://purl.obolibrary.org/obo/FLOPO_0000098	98	perianth brittle	EQ|PO_0009058|PATO_0002477	0
http://purl.obolibrary.org/obo/FLOPO_0000099	99	perianth structure	EQ|PO_0009058|PATO_0000141	0
http://purl.obolibrary.org/obo/FLOPO_0000100	100	branch phenotype	PHENO|PO_0025073	0
http://purl.obolibrary.org/obo/FLOPO_0000101	101	branch rough	EQ|PO_0025073|PATO_0000700	0
http://purl.obolibrary.org/obo/FLOPO_0000102	102	branch texture	EQ|PO_0025073|PATO_0000150	0
http://purl.obolibrary.org/obo/FLOPO_0000103	103	leaf oblong	EQ|PO_0025034|PATO_0000946	0
http://purl.obolibrary.org/obo/FLOPO_0000104	104	leaf 2-D shape	EQ|PO_0025034|PATO_0002006	0
http://purl.obolibrary.org/obo/FLOPO_0000105	105	fruit basal to	EQ|PO_0009001|PATO_0002349	0
http://purl.obolibrary.org/obo/FLOPO_0000106	106	fruit position	EQ|PO_0009001|PATO_0000140	0
http://purl.obolibrary.org/obo/FLOPO_0000107	107	stigma phenotype	PHENO|PO_0009073	0
http://purl.obolibrary.org/obo/FLOPO_0000108	108	stigma female	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000109	109	stigma phenotypic sex	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000110	110	branch smooth	EQ|PO_0025073|PATO_0000701	0
http://purl.obolibrary.org/obo/FLOPO_0000111	111	bract phenotype	PHENO|PO_0009055	0
http://purl.obolibrary.org/obo/FLOPO_0000112	112	bract linear	EQ|PO_0009055|PATO_0001199	0
http://purl.obolibrary.org/obo/FLOPO_0000113	113	bract shape	EQ|PO_0009055|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000114	114	inflorescence terminal	EQ|PO_0009049|PATO_0002476	0
http://purl.obolibrary.org/obo/FLOPO_0000115	115	inflorescence position	EQ|PO_0009049|PATO_0000140	0
http://purl.obolibrary.org/obo/FLOPO_0000116	116	shoot apex undulate	EQ|PO_0000037|PATO_0000967	0
http://purl.obolibrary.org/obo/FLOPO_0000117	117	petiole phenotype	PHENO|PO_0020038	0
http://purl.obolibrary.org/obo/FLOPO_0000118	118	petiole ovate	EQ|PO_0020038|PATO_0001891	0
http://purl.obolibrary.org/obo/FLOPO_0000119	119	petiole convex 3-D shape	EQ|PO_0020038|PATO_0002007	0
http://purl.obolibrary.org/obo/FLOPO_0000120	120	branch erect	EQ|PO_0025073|PATO_0000622	0
http://purl.obolibrary.org/obo/FLOPO_0000121	121	branch position	EQ|PO_0025073|PATO_0000140	0
http://purl.obolibrary.org/obo/FLOPO_0000122	122	flower phenotype	PHENO|PO_0009046	0
http://purl.obolibrary.org/obo/FLOPO_0000123	123	flower pedicellate	EQ|PO_0009046|PATO_0001438	0
http://purl.obolibrary.org/obo/FLOPO_0000124	124	flower attachment quality	EQ|PO_0009046|PATO_0001435	0
http://purl.obolibrary.org/obo/FLOPO_0000125	125	flower increased length	EQ|PO_0009046|PATO_0000573	0
http://purl.obolibrary.org/obo/FLOPO_0000126	126	flower length	EQ|PO_0009046|PATO_0000122	0
http://purl.obolibrary.org/obo/FLOPO_0000127	127	flower lanceolate	EQ|PO_0009046|PATO_0001877	0
http://purl.obolibrary.org/obo/FLOPO_0000128	128	flower sharpness	EQ|PO_0009046|PATO_0000944	0
http://purl.obolibrary.org/obo/FLOPO_0000129	129	ovule primordium phenotype	PHENO|PO_0000018	0
http://purl.obolibrary.org/obo/FLOPO_0000130	130	ovule primordium glabrous	EQ|PO_0000018|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000131	131	ovule primordium pilosity	EQ|PO_0000018|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000132	132	shoot apex dentated	EQ|PO_0000037|PATO_0001205	0
http://purl.obolibrary.org/obo/FLOPO_0000133	133	shoot apex decreased thickness	EQ|PO_0000037|PATO_0000592	0
http://purl.obolibrary.org/obo/FLOPO_0000134	134	shoot apex thickness	EQ|PO_0000037|PATO_0000915	0
http://purl.obolibrary.org/obo/FLOPO_0000135	135	lower glume rugose	EQ|PO_0006002|PATO_0001359	0
http://purl.obolibrary.org/obo/FLOPO_0000136	136	lower glume surface feature shape	EQ|PO_0006002|PATO_0001925	0
http://purl.obolibrary.org/obo/FLOPO_0000137	137	bud phenotype	PHENO|PO_0000055	0
http://purl.obolibrary.org/obo/FLOPO_0000138	138	bud mature	EQ|PO_0000055|PATO_0001701	0
http://purl.obolibrary.org/obo/FLOPO_0000139	139	bud maturity	EQ|PO_0000055|PATO_0000261	0
http://purl.obolibrary.org/obo/FLOPO_0000140	140	shoot apex bifurcated	EQ|PO_0000037|PATO_0001784	0
http://purl.obolibrary.org/obo/FLOPO_0000141	141	shoot apex branchiness	EQ|PO_0000037|PATO_0002009	0
http://purl.obolibrary.org/obo/FLOPO_0000142	142	inflorescence decreased amount	EQ|PO_0009049|PATO_0001997	0
http://purl.obolibrary.org/obo/FLOPO_0000143	143	inflorescence amount	EQ|PO_0009049|PATO_0000070	0
http://purl.obolibrary.org/obo/FLOPO_0000144	144	flower spherical	EQ|PO_0009046|PATO_0001499	0
http://purl.obolibrary.org/obo/FLOPO_0000145	145	flower convex 3-D shape	EQ|PO_0009046|PATO_0002007	0
http://purl.obolibrary.org/obo/FLOPO_0000146	146	fruit light green	EQ|PO_0009001|PATO_0001250	0
http://purl.obolibrary.org/obo/FLOPO_0000147	147	fruit color	EQ|PO_0009001|PATO_0000014	0
http://purl.obolibrary.org/obo/FLOPO_0000148	148	leaf dentated	EQ|PO_0025034|PATO_0001205	0
http://purl.obolibrary.org/obo/FLOPO_0000149	149	leaf shape	EQ|PO_0025034|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000150	150	shoot apex ovate	EQ|PO_0000037|PATO_0001891	0
http://purl.obolibrary.org/obo/FLOPO_0000151	151	shoot apex convex 3-D shape	EQ|PO_0000037|PATO_0002007	0
http://purl.obolibrary.org/obo/FLOPO_0000152	152	lamina sterile	EQ|PO_0025060|PATO_0000956	0
http://purl.obolibrary.org/obo/FLOPO_0000153	153	lamina fertility	EQ|PO_0025060|PATO_0000274	0
http://purl.obolibrary.org/obo/FLOPO_0000154	154	style phenotype	PHENO|PO_0009074	0
http://purl.obolibrary.org/obo/FLOPO_0000155	155	style curved	EQ|PO_0009074|PATO_0000406	0
http://purl.obolibrary.org/obo/FLOPO_0000156	156	style curvature	EQ|PO_0009074|PATO_0001591	0
http://purl.obolibrary.org/obo/FLOPO_0000157	157	shoot apex spindle-shaped	EQ|PO_0000037|PATO_0001409	0
http://purl.obolibrary.org/obo/FLOPO_0000158	158	glume phenotype	PHENO|PO_0009039	0
http://purl.obolibrary.org/obo/FLOPO_0000159	159	glume asymmetrical	EQ|PO_0009039|PATO_0000616	0
http://purl.obolibrary.org/obo/FLOPO_0000160	160	glume symmetry	EQ|PO_0009039|PATO_0000965	0
http://purl.obolibrary.org/obo/FLOPO_0000161	161	shoot apex oblong	EQ|PO_0000037|PATO_0000946	0
http://purl.obolibrary.org/obo/FLOPO_0000162	162	leaflet fleshy	EQ|PO_0020049|PATO_0002351	0
http://purl.obolibrary.org/obo/FLOPO_0000163	163	leaflet composition	EQ|PO_0020049|PATO_0000025	0
http://purl.obolibrary.org/obo/FLOPO_0000164	164	petiole heart shaped	EQ|PO_0020038|PATO_0000948	0
http://purl.obolibrary.org/obo/FLOPO_0000165	165	petiole concave 3-D shape	EQ|PO_0020038|PATO_0002008	0
http://purl.obolibrary.org/obo/FLOPO_0000166	166	stem striated	EQ|PO_0009047|PATO_0001410	0
http://purl.obolibrary.org/obo/FLOPO_0000167	167	stipule phenotype	PHENO|PO_0020041	0
http://purl.obolibrary.org/obo/FLOPO_0000168	168	stipule subulate	EQ|PO_0020041|PATO_0001954	0
http://purl.obolibrary.org/obo/FLOPO_0000169	169	stipule shape	EQ|PO_0020041|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000170	170	lower glume ovate	EQ|PO_0006002|PATO_0001891	0
http://purl.obolibrary.org/obo/FLOPO_0000171	171	lower glume convex 3-D shape	EQ|PO_0006002|PATO_0002007	0
http://purl.obolibrary.org/obo/FLOPO_0000172	172	leaf vascular system phenotype	PHENO|PO_0000036	0
http://purl.obolibrary.org/obo/FLOPO_0000173	173	leaf vascular system elliptic	EQ|PO_0000036|PATO_0000947	0
http://purl.obolibrary.org/obo/FLOPO_0000174	174	leaf vascular system 2-D shape	EQ|PO_0000036|PATO_0002006	0
http://purl.obolibrary.org/obo/FLOPO_0000175	175	tassel sessile spikelet phenotype	PHENO|PO_0006311	0
http://purl.obolibrary.org/obo/FLOPO_0000176	176	tassel sessile spikelet increased length	EQ|PO_0006311|PATO_0000573	0
http://purl.obolibrary.org/obo/FLOPO_0000177	177	tassel sessile spikelet length	EQ|PO_0006311|PATO_0000122	0
http://purl.obolibrary.org/obo/FLOPO_0000178	178	branch up	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000179	179	branch direction	EQ|PO_0025073|PATO_0000039	0
http://purl.obolibrary.org/obo/FLOPO_0000180	180	lower glume subacute	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000181	181	lower glume duration	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000182	182	obsolete style pubescent	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000183	183	style maturity	EQ|PO_0009074|PATO_0000261	0
http://purl.obolibrary.org/obo/FLOPO_0000184	184	style obtuse	EQ|PO_0009074|PATO_0001935	0
http://purl.obolibrary.org/obo/FLOPO_0000185	185	style 2-D shape	EQ|PO_0009074|PATO_0002006	0
http://purl.obolibrary.org/obo/FLOPO_0000186	186	obsolete shoot apex pubescent	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000187	187	shoot apex maturity	EQ|PO_0000037|PATO_0000261	0
http://purl.obolibrary.org/obo/FLOPO_0000188	188	stamen phenotype	PHENO|PO_0009029	0
http://purl.obolibrary.org/obo/FLOPO_0000189	189	stamen sharpness	EQ|PO_0009029|PATO_0000944	0
http://purl.obolibrary.org/obo/FLOPO_0000190	190	shoot apex caudate	EQ|PO_0000037|PATO_0001880	0
http://purl.obolibrary.org/obo/FLOPO_0000191	191	shoot apex position	EQ|PO_0000037|PATO_0000140	0
http://purl.obolibrary.org/obo/FLOPO_0000192	192	leaf glabrous	EQ|PO_0025034|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000193	193	leaf pilosity	EQ|PO_0025034|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000194	194	rhizome phenotype	PHENO|PO_0004542	0
http://purl.obolibrary.org/obo/FLOPO_0000195	195	rhizome lanceolate	EQ|PO_0004542|PATO_0001877	0
http://purl.obolibrary.org/obo/FLOPO_0000196	196	rhizome sharpness	EQ|PO_0004542|PATO_0000944	0
http://purl.obolibrary.org/obo/FLOPO_0000197	197	stem angular	EQ|PO_0009047|PATO_0001977	0
http://purl.obolibrary.org/obo/FLOPO_0000198	198	filament phenotype	PHENO|PO_0009067	0
http://purl.obolibrary.org/obo/FLOPO_0000199	199	filament decreased thickness	EQ|PO_0009067|PATO_0000592	0
http://purl.obolibrary.org/obo/FLOPO_0000200	200	filament thickness	EQ|PO_0009067|PATO_0000915	0
http://purl.obolibrary.org/obo/FLOPO_0000201	201	pedicel phenotype	PHENO|PO_0009052	0
http://purl.obolibrary.org/obo/FLOPO_0000202	202	pedicel pedicellate	EQ|PO_0009052|PATO_0001438	0
http://purl.obolibrary.org/obo/FLOPO_0000203	203	pedicel attachment quality	EQ|PO_0009052|PATO_0001435	0
http://purl.obolibrary.org/obo/FLOPO_0000204	204	stigma inserted into	EQ|PO_0009073|PATO_0000624	0
http://purl.obolibrary.org/obo/FLOPO_0000205	205	stigma position	EQ|PO_0009073|PATO_0000140	0
http://purl.obolibrary.org/obo/FLOPO_0000206	206	bark glabrous	EQ|PO_0004518|PATO_0000453	0
http://purl.obolibrary.org/obo/FLOPO_0000207	207	bark pilosity	EQ|PO_0004518|PATO_0000066	0
http://purl.obolibrary.org/obo/FLOPO_0000208	208	pedicel branched	EQ|PO_0009052|PATO_0000402	0
http://purl.obolibrary.org/obo/FLOPO_0000209	209	pedicel branchiness	EQ|PO_0009052|PATO_0002009	0
http://purl.obolibrary.org/obo/FLOPO_0000210	210	leaf tendril kinked	EQ|PO_0025361|PATO_0001798	0
http://purl.obolibrary.org/obo/FLOPO_0000211	211	leaf tendril shape	EQ|PO_0025361|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000212	212	branch terminal	EQ|PO_0025073|PATO_0002476	0
http://purl.obolibrary.org/obo/FLOPO_0000213	213	shoot apex constricted	EQ|PO_0000037|PATO_0001847	0
http://purl.obolibrary.org/obo/FLOPO_0000214	214	shoot apex structure	EQ|PO_0000037|PATO_0000141	0
http://purl.obolibrary.org/obo/FLOPO_0000215	215	stem kinked	EQ|PO_0009047|PATO_0001798	0
http://purl.obolibrary.org/obo/FLOPO_0000216	216	stamen whorled	EQ|PO_0009029|PATO_0001951	0
http://purl.obolibrary.org/obo/FLOPO_0000217	217	stamen spatial pattern	EQ|PO_0009029|PATO_0000060	0
http://purl.obolibrary.org/obo/FLOPO_0000218	218	corolla pink	EQ|PO_0009059|PATO_0000954	0
http://purl.obolibrary.org/obo/FLOPO_0000219	219	corolla color	EQ|PO_0009059|PATO_0000014	0
http://purl.obolibrary.org/obo/FLOPO_0000220	220	flower female	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000221	221	flower phenotypic sex	OTHER	1
http://purl.obolibrary.org/obo/FLOPO_0000222	222	inflorescence branched	EQ|PO_0009049|PATO_0000402	0
http://purl.obolibrary.org/obo/FLOPO_0000223	223	inflorescence branchiness	EQ|PO_0009049|PATO_0002009	0
http://purl.obolibrary.org/obo/FLOPO_0000224	224	anther phenotype	PHENO|PO_0009066	0
http://purl.obolibrary.org/obo/FLOPO_0000225	225	anther arrow-shaped	EQ|PO_0009066|PATO_0001881	0
http://purl.obolibrary.org/obo/FLOPO_0000226	226	anther shape	EQ|PO_0009066|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000227	227	inflorescence increased length	EQ|PO_0009049|PATO_0000573	0
http://purl.obolibrary.org/obo/FLOPO_0000228	228	inflorescence length	EQ|PO_0009049|PATO_0000122	0
http://purl.obolibrary.org/obo/FLOPO_0000229	229	spikelet phenotype	PHENO|PO_0009051	0
http://purl.obolibrary.org/obo/FLOPO_0000230	230	spikelet lanceolate	EQ|PO_0009051|PATO_0001877	0
http://purl.obolibrary.org/obo/FLOPO_0000231	231	spikelet sharpness	EQ|PO_0009051|PATO_0000944	0
http://purl.obolibrary.org/obo/FLOPO_0000232	232	sepal phenotype	PHENO|PO_0009031	0
http://purl.obolibrary.org/obo/FLOPO_0000233	233	sepal erect	EQ|PO_0009031|PATO_0000622	0
http://purl.obolibrary.org/obo/FLOPO_0000234	234	sepal position	EQ|PO_0009031|PATO_0000140	0
http://purl.obolibrary.org/obo/FLOPO_0000235	235	lamina linear	EQ|PO_0025060|PATO_0001199	0
http://purl.obolibrary.org/obo/FLOPO_0000236	236	lamina shape	EQ|PO_0025060|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000237	237	banner petal phenotype	PHENO|PO_0025324	0
http://purl.obolibrary.org/obo/FLOPO_0000238	238	banner petal striated	EQ|PO_0025324|PATO_0001410	0
http://purl.obolibrary.org/obo/FLOPO_0000239	239	banner petal shape	EQ|PO_0025324|PATO_0000052	0
http://purl.obolibrary.org/obo/FLOPO_0000240	240	glume oblong	EQ|PO_0009039|PATO_0000946	0
http://purl.obolibrary.org/obo/FLOPO_0000241	241	glume 2-D shape	EQ|PO_0009039|PATO_0002006	0
http://purl.obolibrary.org/obo/FLOPO_0000242	242	shoot apex linear	EQ|PO_0000037|PATO_0001199	0
http://purl.obolibrary.org/obo/FLOPO_0000243	243	leaf flat	EQ|PO_0025034|PATO_0000407	0
http://purl.obolibrary.org/obo/FLOPO_0000244	244	leaf curvature	EQ|PO_0025034|PATO_0001591	0
http://purl.obolibrary.org/obo/FLOPO_0000245	245	shoot apex acuminate	EQ|PO_0000037|PATO_0002228	0
http://purl.obolibrary.org/obo/FLOPO_0000246	246	shoot apex sharpness	EQ|PO_0000037|PATO_0000944	0
http://purl.obolibrary.org/obo/FLOPO_0000247	247	flower ovate	EQ|PO_0009046|PATO_0001891	0
http://purl.obolibrary.org/obo/FLOPO_0000248	248	petiole triangular	EQ|PO_0020038|PATO_0001875	0
http://purl.obolibrary.org/obo/FLOPO_0000249	249	petiole 2-D shape	EQ|PO_0020038|PATO_0002006	0
http://purl.obolibrary.org/obo/FLOPO_0000250	250	stigma bilobed	EQ|PO_0009073|PATO_0002214	0
http://purl.obolibrary.org/obo/FLOPO_0000251	251	stigma shape	EQ|PO_0009073|PATO_0000052	0
