flopo_iri	label
http://purl.obolibrary.org/obo/FLOPO_0012326	leaf axil male
http://purl.obolibrary.org/obo/FLOPO_0010369	leaf axil phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0005274	leaf axil up
http://purl.obolibrary.org/obo/FLOPO_0019272	leaf base acute
http://purl.obolibrary.org/obo/FLOPO_0022454	leaf base continuous
http://purl.obolibrary.org/obo/FLOPO_0019273	leaf base duration
http://purl.obolibrary.org/obo/FLOPO_0022455	leaf base occurrence
http://purl.obolibrary.org/obo/FLOPO_0980051	leaf base round
http://purl.obolibrary.org/obo/FLOPO_0016297	leaf base up
http://purl.obolibrary.org/obo/FLOPO_0018934	leaf continuous
http://purl.obolibrary.org/obo/FLOPO_0018499	leaf digitate
http://purl.obolibrary.org/obo/FLOPO_0007950	leaf down
http://purl.obolibrary.org/obo/FLOPO_0002012	leaf duration
http://purl.obolibrary.org/obo/FLOPO_0005552	leaf female
http://purl.obolibrary.org/obo/FLOPO_0004277	leaf hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0002178	leaf lamina acute
http://purl.obolibrary.org/obo/FLOPO_0002179	leaf lamina duration
http://purl.obolibrary.org/obo/FLOPO_0019258	leaf lamina subacute
http://purl.obolibrary.org/obo/FLOPO_0003451	leaf lamina up
http://purl.obolibrary.org/obo/FLOPO_0010401	leaf male
http://purl.obolibrary.org/obo/FLOPO_0014094	leaf margin absent
http://purl.obolibrary.org/obo/FLOPO_0011256	leaf margin acute
http://purl.obolibrary.org/obo/FLOPO_0011257	leaf margin duration
http://purl.obolibrary.org/obo/FLOPO_0023794	leaf midvein onset quality
http://purl.obolibrary.org/obo/FLOPO_0023793	leaf midvein premature
http://purl.obolibrary.org/obo/FLOPO_0018935	leaf occurrence
http://purl.obolibrary.org/obo/FLOPO_0016095	leaf offset quality
http://purl.obolibrary.org/obo/FLOPO_0007108	leaf onset quality
http://purl.obolibrary.org/obo/FLOPO_0004278	leaf phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0007107	leaf premature
http://purl.obolibrary.org/obo/FLOPO_0020644	leaf rachis acute
http://purl.obolibrary.org/obo/FLOPO_0020645	leaf rachis duration
http://purl.obolibrary.org/obo/FLOPO_0012336	leaf rachis up
http://purl.obolibrary.org/obo/FLOPO_0014328	leaf sheath hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0014329	leaf sheath phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0011011	leaf sheath up
http://purl.obolibrary.org/obo/FLOPO_0004871	leaf subacute
http://purl.obolibrary.org/obo/FLOPO_0018893	leaf tip acute
http://purl.obolibrary.org/obo/FLOPO_0018894	leaf tip duration
http://purl.obolibrary.org/obo/FLOPO_0018295	leaf tip up
http://purl.obolibrary.org/obo/FLOPO_0000833	leaf up
http://purl.obolibrary.org/obo/FLOPO_0024065	leaf vascular system arrested
http://purl.obolibrary.org/obo/FLOPO_0009472	leaf vascular system female
http://purl.obolibrary.org/obo/FLOPO_0016164	leaf vascular system hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0024066	leaf vascular system offset quality
http://purl.obolibrary.org/obo/FLOPO_0004116	leaf vascular system onset quality
http://purl.obolibrary.org/obo/FLOPO_0009473	leaf vascular system phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0004115	leaf vascular system premature
http://purl.obolibrary.org/obo/FLOPO_0005156	leaflet acute
http://purl.obolibrary.org/obo/FLOPO_0005157	leaflet duration
http://purl.obolibrary.org/obo/FLOPO_0014359	leaflet margin absent
http://purl.obolibrary.org/obo/FLOPO_0022031	leaflet onset quality
http://purl.obolibrary.org/obo/FLOPO_0022030	leaflet premature
http://purl.obolibrary.org/obo/FLOPO_0007902	leaflet subacute
http://purl.obolibrary.org/obo/FLOPO_0003727	leaflet up
http://purl.obolibrary.org/obo/FLOPO_0016744	leaflet variability
http://purl.obolibrary.org/obo/FLOPO_0007154	lemma acute
http://purl.obolibrary.org/obo/FLOPO_0019315	lemma continuous
http://purl.obolibrary.org/obo/FLOPO_0011048	lemma down
http://purl.obolibrary.org/obo/FLOPO_0007155	lemma duration
http://purl.obolibrary.org/obo/FLOPO_0015692	lemma female
http://purl.obolibrary.org/obo/FLOPO_0005229	lemma hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0019316	lemma occurrence
http://purl.obolibrary.org/obo/FLOPO_0005230	lemma phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0011469	lemma subacute
http://purl.obolibrary.org/obo/FLOPO_0008949	lemma up
http://purl.obolibrary.org/obo/FLOPO_0021326	lenticel acute
http://purl.obolibrary.org/obo/FLOPO_0021327	lenticel duration
http://purl.obolibrary.org/obo/FLOPO_0004715	lenticel onset quality
http://purl.obolibrary.org/obo/FLOPO_0004714	lenticel premature
http://purl.obolibrary.org/obo/FLOPO_0008411	ligule acute
http://purl.obolibrary.org/obo/FLOPO_0008412	ligule duration
http://purl.obolibrary.org/obo/FLOPO_0002580	ligule female
http://purl.obolibrary.org/obo/FLOPO_0002581	ligule phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0015821	ligule subacute
http://purl.obolibrary.org/obo/FLOPO_0007881	ligule up
http://purl.obolibrary.org/obo/FLOPO_0005866	locule acute
http://purl.obolibrary.org/obo/FLOPO_0005867	locule duration
http://purl.obolibrary.org/obo/FLOPO_0012667	locule female
http://purl.obolibrary.org/obo/FLOPO_0009457	locule hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0019396	locule male
http://purl.obolibrary.org/obo/FLOPO_0009458	locule phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0001812	locule up
http://purl.obolibrary.org/obo/FLOPO_0014856	lodicule male
http://purl.obolibrary.org/obo/FLOPO_0014857	lodicule phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0023496	long shoot up
http://purl.obolibrary.org/obo/FLOPO_0001337	lower glume acute
http://purl.obolibrary.org/obo/FLOPO_0011456	lower glume arrested
http://purl.obolibrary.org/obo/FLOPO_0000181	lower glume duration
http://purl.obolibrary.org/obo/FLOPO_0015789	lower glume female
http://purl.obolibrary.org/obo/FLOPO_0015745	lower glume male
http://purl.obolibrary.org/obo/FLOPO_0011457	lower glume offset quality
http://purl.obolibrary.org/obo/FLOPO_0015746	lower glume phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0000180	lower glume subacute
http://purl.obolibrary.org/obo/FLOPO_0006804	lower glume up
http://purl.obolibrary.org/obo/FLOPO_0018767	megaspore up
http://purl.obolibrary.org/obo/FLOPO_0018974	mesocarp up
http://purl.obolibrary.org/obo/FLOPO_0022168	mesophyll acute
http://purl.obolibrary.org/obo/FLOPO_0022169	mesophyll duration
http://purl.obolibrary.org/obo/FLOPO_0023529	mesophyll up
http://purl.obolibrary.org/obo/FLOPO_0018516	nectary duration
http://purl.obolibrary.org/obo/FLOPO_0018515	nectary subacute
http://purl.obolibrary.org/obo/FLOPO_0019400	nectary up
http://purl.obolibrary.org/obo/FLOPO_0012916	oil gland acute
http://purl.obolibrary.org/obo/FLOPO_0012917	oil gland duration
http://purl.obolibrary.org/obo/FLOPO_0010556	ovary wall arrested
http://purl.obolibrary.org/obo/FLOPO_0010875	ovary wall female
http://purl.obolibrary.org/obo/FLOPO_0008452	ovary wall hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0010194	ovary wall male
http://purl.obolibrary.org/obo/FLOPO_0010557	ovary wall offset quality
http://purl.obolibrary.org/obo/FLOPO_0005638	ovary wall onset quality
http://purl.obolibrary.org/obo/FLOPO_0008453	ovary wall phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0005637	ovary wall premature
http://purl.obolibrary.org/obo/FLOPO_0021751	ovary wall up
http://purl.obolibrary.org/obo/FLOPO_0010043	ovule primordium arrested
http://purl.obolibrary.org/obo/FLOPO_0022911	ovule primordium female
http://purl.obolibrary.org/obo/FLOPO_0002817	ovule primordium hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0010044	ovule primordium offset quality
http://purl.obolibrary.org/obo/FLOPO_0002818	ovule primordium phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0004523	palea acute
http://purl.obolibrary.org/obo/FLOPO_0004524	palea duration
http://purl.obolibrary.org/obo/FLOPO_0002675	palea hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0002676	palea phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0017110	palea subacute
http://purl.obolibrary.org/obo/FLOPO_0001400	palea up
http://purl.obolibrary.org/obo/FLOPO_0008884	palmate leaf onset quality
http://purl.obolibrary.org/obo/FLOPO_0008883	palmate leaf premature
http://purl.obolibrary.org/obo/FLOPO_0009440	papilla cell female
http://purl.obolibrary.org/obo/FLOPO_0009441	papilla cell phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0015625	pappus acute
http://purl.obolibrary.org/obo/FLOPO_0015626	pappus duration
http://purl.obolibrary.org/obo/FLOPO_0016755	pappus female
http://purl.obolibrary.org/obo/FLOPO_0010094	pappus hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0013725	pappus male
http://purl.obolibrary.org/obo/FLOPO_0010095	pappus phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0015023	pappus up
http://purl.obolibrary.org/obo/FLOPO_0001138	pedicel acute
http://purl.obolibrary.org/obo/FLOPO_0023337	pedicel down
http://purl.obolibrary.org/obo/FLOPO_0001139	pedicel duration
http://purl.obolibrary.org/obo/FLOPO_0003574	pedicel female
http://purl.obolibrary.org/obo/FLOPO_0000956	pedicel hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0000302	pedicel male
http://purl.obolibrary.org/obo/FLOPO_0009562	pedicel onset quality
http://purl.obolibrary.org/obo/FLOPO_0000303	pedicel phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0009561	pedicel premature
http://purl.obolibrary.org/obo/FLOPO_0014955	pedicel subacute
http://purl.obolibrary.org/obo/FLOPO_0000503	pedicel up
http://purl.obolibrary.org/obo/FLOPO_0012925	peduncle acute
http://purl.obolibrary.org/obo/FLOPO_0022349	peduncle arrested
http://purl.obolibrary.org/obo/FLOPO_0013784	peduncle down
http://purl.obolibrary.org/obo/FLOPO_0012926	peduncle duration
http://purl.obolibrary.org/obo/FLOPO_0005716	peduncle female
http://purl.obolibrary.org/obo/FLOPO_0023270	peduncle frequency
http://purl.obolibrary.org/obo/FLOPO_0023055	peduncle hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0001551	peduncle male
http://purl.obolibrary.org/obo/FLOPO_0022350	peduncle offset quality
http://purl.obolibrary.org/obo/FLOPO_0019324	peduncle onset quality
http://purl.obolibrary.org/obo/FLOPO_0001552	peduncle phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0019323	peduncle premature
http://purl.obolibrary.org/obo/FLOPO_0017457	peduncle subacute
http://purl.obolibrary.org/obo/FLOPO_0000639	peduncle up
http://purl.obolibrary.org/obo/FLOPO_0011436	perianth acute
http://purl.obolibrary.org/obo/FLOPO_0015224	perianth down
http://purl.obolibrary.org/obo/FLOPO_0005155	perianth duration
http://purl.obolibrary.org/obo/FLOPO_0004599	perianth female
http://purl.obolibrary.org/obo/FLOPO_0009208	perianth hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0001880	perianth male
http://purl.obolibrary.org/obo/FLOPO_0002784	perianth onset quality
http://purl.obolibrary.org/obo/FLOPO_0001881	perianth phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0002783	perianth premature
http://purl.obolibrary.org/obo/FLOPO_0005154	perianth subacute
http://purl.obolibrary.org/obo/FLOPO_0005938	perianth up
http://purl.obolibrary.org/obo/FLOPO_0009502	pericarp acute
http://purl.obolibrary.org/obo/FLOPO_0020499	pericarp arrested
http://purl.obolibrary.org/obo/FLOPO_0009503	pericarp duration
http://purl.obolibrary.org/obo/FLOPO_0020500	pericarp offset quality
http://purl.obolibrary.org/obo/FLOPO_0015087	pericarp onset quality
http://purl.obolibrary.org/obo/FLOPO_0015086	pericarp premature
http://purl.obolibrary.org/obo/FLOPO_0016427	pericarp subacute
http://purl.obolibrary.org/obo/FLOPO_0009197	pericarp up
http://purl.obolibrary.org/obo/FLOPO_0010066	periderm acute
http://purl.obolibrary.org/obo/FLOPO_0010067	periderm duration
http://purl.obolibrary.org/obo/FLOPO_0020150	periderm subacute
http://purl.obolibrary.org/obo/FLOPO_0017655	peristome acute
http://purl.obolibrary.org/obo/FLOPO_0017656	peristome duration
http://purl.obolibrary.org/obo/FLOPO_0009193	peristome up
http://purl.obolibrary.org/obo/FLOPO_0021436	persistent sepal arrested
http://purl.obolibrary.org/obo/FLOPO_0011789	persistent sepal female
http://purl.obolibrary.org/obo/FLOPO_0015647	persistent sepal hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0018272	persistent sepal male
http://purl.obolibrary.org/obo/FLOPO_0021437	persistent sepal offset quality
http://purl.obolibrary.org/obo/FLOPO_0007727	persistent sepal onset quality
http://purl.obolibrary.org/obo/FLOPO_0011790	persistent sepal phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0007726	persistent sepal premature
http://purl.obolibrary.org/obo/FLOPO_0010338	petal acute
http://purl.obolibrary.org/obo/FLOPO_0020359	petal arrested
http://purl.obolibrary.org/obo/FLOPO_0019432	petal continuous
http://purl.obolibrary.org/obo/FLOPO_0010339	petal duration
http://purl.obolibrary.org/obo/FLOPO_0022093	petal evergreen
http://purl.obolibrary.org/obo/FLOPO_0012127	petal female
http://purl.obolibrary.org/obo/FLOPO_0012405	petal hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0014250	petal left
http://purl.obolibrary.org/obo/FLOPO_0008380	petal male
http://purl.obolibrary.org/obo/FLOPO_0019433	petal occurrence
http://purl.obolibrary.org/obo/FLOPO_0020360	petal offset quality
http://purl.obolibrary.org/obo/FLOPO_0008479	petal onset quality
http://purl.obolibrary.org/obo/FLOPO_0008381	petal phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0008478	petal premature
http://purl.obolibrary.org/obo/FLOPO_0019937	petal radial symmetry
http://purl.obolibrary.org/obo/FLOPO_0021167	petal sexually dimorphic
http://purl.obolibrary.org/obo/FLOPO_0012711	petal sterile
http://purl.obolibrary.org/obo/FLOPO_0009594	petal up
http://purl.obolibrary.org/obo/FLOPO_0001199	petiole acute
http://purl.obolibrary.org/obo/FLOPO_0020041	petiole continuous
http://purl.obolibrary.org/obo/FLOPO_0009146	petiole down
http://purl.obolibrary.org/obo/FLOPO_0001200	petiole duration
http://purl.obolibrary.org/obo/FLOPO_0015108	petiole male
http://purl.obolibrary.org/obo/FLOPO_0014124	petiole margin acute
http://purl.obolibrary.org/obo/FLOPO_0014125	petiole margin duration
http://purl.obolibrary.org/obo/FLOPO_0020042	petiole occurrence
http://purl.obolibrary.org/obo/FLOPO_0011693	petiole onset quality
http://purl.obolibrary.org/obo/FLOPO_0019022	petiole phase
http://purl.obolibrary.org/obo/FLOPO_0015109	petiole phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0011692	petiole premature
http://purl.obolibrary.org/obo/FLOPO_0010581	petiole rate
http://purl.obolibrary.org/obo/FLOPO_0003445	petiole subacute
http://purl.obolibrary.org/obo/FLOPO_0001308	petiole up
http://purl.obolibrary.org/obo/FLOPO_0005682	petiolule acute
http://purl.obolibrary.org/obo/FLOPO_0005683	petiolule duration
http://purl.obolibrary.org/obo/FLOPO_0009604	petiolule onset quality
http://purl.obolibrary.org/obo/FLOPO_0009603	petiolule premature
http://purl.obolibrary.org/obo/FLOPO_0008375	petiolule subacute
http://purl.obolibrary.org/obo/FLOPO_0006297	petiolule up
http://purl.obolibrary.org/obo/FLOPO_0007628	phyllome sinus onset quality
http://purl.obolibrary.org/obo/FLOPO_0007627	phyllome sinus premature
http://purl.obolibrary.org/obo/FLOPO_0023852	pinnate leaf up
http://purl.obolibrary.org/obo/FLOPO_0019941	pistillode acute
http://purl.obolibrary.org/obo/FLOPO_0019994	pistillode down
http://purl.obolibrary.org/obo/FLOPO_0019942	pistillode duration
http://purl.obolibrary.org/obo/FLOPO_0003467	pistillode female
http://purl.obolibrary.org/obo/FLOPO_0009359	pistillode male
http://purl.obolibrary.org/obo/FLOPO_0003468	pistillode phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0010956	pistillode up
http://purl.obolibrary.org/obo/FLOPO_0014471	pith up
http://purl.obolibrary.org/obo/FLOPO_0011511	placenta continuous
http://purl.obolibrary.org/obo/FLOPO_0016890	placenta down
http://purl.obolibrary.org/obo/FLOPO_0021747	placenta female
http://purl.obolibrary.org/obo/FLOPO_0012507	placenta hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0023072	placenta male
http://purl.obolibrary.org/obo/FLOPO_0011512	placenta occurrence
http://purl.obolibrary.org/obo/FLOPO_0012508	placenta phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0013904	plant callus hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0013905	plant callus phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0022307	plant embryo arrested
http://purl.obolibrary.org/obo/FLOPO_0022308	plant embryo offset quality
http://purl.obolibrary.org/obo/FLOPO_0021558	plant sap curvature
http://purl.obolibrary.org/obo/FLOPO_0014610	plant sap decreased thickness
http://purl.obolibrary.org/obo/FLOPO_0021557	plant sap flattened
http://purl.obolibrary.org/obo/FLOPO_0017995	plant sap increased thickness
http://purl.obolibrary.org/obo/FLOPO_0021811	plant sap inflated
http://purl.obolibrary.org/obo/FLOPO_0019302	plant sap maturity
http://purl.obolibrary.org/obo/FLOPO_0019301	plant sap pubescent
http://purl.obolibrary.org/obo/FLOPO_0022197	plant sap spongy
http://purl.obolibrary.org/obo/FLOPO_0021812	plant sap structure, cavities
http://purl.obolibrary.org/obo/FLOPO_0021856	plant sap swollen
http://purl.obolibrary.org/obo/FLOPO_0014611	plant sap thickness
http://purl.obolibrary.org/obo/FLOPO_0018580	plant structure quality
http://purl.obolibrary.org/obo/FLOPO_0023433	plumule up
http://purl.obolibrary.org/obo/FLOPO_0022812	pollen female
http://purl.obolibrary.org/obo/FLOPO_0021216	pollen hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0016301	pollen male
http://purl.obolibrary.org/obo/FLOPO_0009660	pollen onset quality
http://purl.obolibrary.org/obo/FLOPO_0016302	pollen phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0009659	pollen recent
http://purl.obolibrary.org/obo/FLOPO_0010135	portion of secretory tissue female
http://purl.obolibrary.org/obo/FLOPO_0022537	portion of secretory tissue male
http://purl.obolibrary.org/obo/FLOPO_0011339	portion of secretory tissue onset quality
http://purl.obolibrary.org/obo/FLOPO_0010136	portion of secretory tissue phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0011338	portion of secretory tissue premature
http://purl.obolibrary.org/obo/FLOPO_0019253	prickle acute
http://purl.obolibrary.org/obo/FLOPO_0019254	prickle duration
http://purl.obolibrary.org/obo/FLOPO_0013896	prickle up
http://purl.obolibrary.org/obo/FLOPO_0016140	primary parietal cell arrested
http://purl.obolibrary.org/obo/FLOPO_0016141	primary parietal cell offset quality
http://purl.obolibrary.org/obo/FLOPO_0010470	prophyll female
http://purl.obolibrary.org/obo/FLOPO_0010638	prophyll male
http://purl.obolibrary.org/obo/FLOPO_0010471	prophyll phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0020101	prophyll up
http://purl.obolibrary.org/obo/FLOPO_0008816	pseudostem up
http://purl.obolibrary.org/obo/FLOPO_0016501	pulvinus up
http://purl.obolibrary.org/obo/FLOPO_0010428	radicle acute
http://purl.obolibrary.org/obo/FLOPO_0010429	radicle duration
http://purl.obolibrary.org/obo/FLOPO_0013708	receptacle acute
http://purl.obolibrary.org/obo/FLOPO_0018465	receptacle down
http://purl.obolibrary.org/obo/FLOPO_0012844	receptacle duration
http://purl.obolibrary.org/obo/FLOPO_0015837	receptacle female
http://purl.obolibrary.org/obo/FLOPO_0015245	receptacle hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0008475	receptacle male
http://purl.obolibrary.org/obo/FLOPO_0008476	receptacle phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0012843	receptacle subacute
http://purl.obolibrary.org/obo/FLOPO_0003915	receptacle up
http://purl.obolibrary.org/obo/FLOPO_0002696	rhizome acute
http://purl.obolibrary.org/obo/FLOPO_0019748	rhizome down
http://purl.obolibrary.org/obo/FLOPO_0002697	rhizome duration
http://purl.obolibrary.org/obo/FLOPO_0019487	rhizome hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0013888	rhizome iridescent
http://purl.obolibrary.org/obo/FLOPO_0019488	rhizome phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0019013	rhizome rate
http://purl.obolibrary.org/obo/FLOPO_0000854	rhizome up
http://purl.obolibrary.org/obo/FLOPO_0013889	rhizome variability of color
http://purl.obolibrary.org/obo/FLOPO_0005957	root acute
http://purl.obolibrary.org/obo/FLOPO_0006361	root cap acute
http://purl.obolibrary.org/obo/FLOPO_0006362	root cap duration
http://purl.obolibrary.org/obo/FLOPO_0005958	root duration
http://purl.obolibrary.org/obo/FLOPO_0023921	root female
http://purl.obolibrary.org/obo/FLOPO_0019440	root male
http://purl.obolibrary.org/obo/FLOPO_0019167	root onset quality
http://purl.obolibrary.org/obo/FLOPO_0019441	root phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0019166	root premature
http://purl.obolibrary.org/obo/FLOPO_0005001	root tip male
http://purl.obolibrary.org/obo/FLOPO_0016900	root tip onset quality
http://purl.obolibrary.org/obo/FLOPO_0005002	root tip phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0016899	root tip premature
http://purl.obolibrary.org/obo/FLOPO_0005905	root up
http://purl.obolibrary.org/obo/FLOPO_0016284	sapwood up
http://purl.obolibrary.org/obo/FLOPO_0019858	sclerenchyma acute
http://purl.obolibrary.org/obo/FLOPO_0020318	sclerenchyma continuous
http://purl.obolibrary.org/obo/FLOPO_0019859	sclerenchyma duration
http://purl.obolibrary.org/obo/FLOPO_0020319	sclerenchyma occurrence
http://purl.obolibrary.org/obo/FLOPO_0006419	sclerenchyma up
http://purl.obolibrary.org/obo/FLOPO_0014675	scutellar node onset quality
http://purl.obolibrary.org/obo/FLOPO_0014674	scutellar node premature
http://purl.obolibrary.org/obo/FLOPO_0018654	seed acute
http://purl.obolibrary.org/obo/FLOPO_0011156	seed arrested
http://purl.obolibrary.org/obo/FLOPO_0020589	seed coat up
http://purl.obolibrary.org/obo/FLOPO_0023557	seed continuous
http://purl.obolibrary.org/obo/FLOPO_0014676	seed down
http://purl.obolibrary.org/obo/FLOPO_0018655	seed duration
http://purl.obolibrary.org/obo/FLOPO_0015771	seed female
http://purl.obolibrary.org/obo/FLOPO_0020806	seed male
http://purl.obolibrary.org/obo/FLOPO_0023558	seed occurrence
http://purl.obolibrary.org/obo/FLOPO_0011157	seed offset quality
http://purl.obolibrary.org/obo/FLOPO_0022461	seed onset quality
http://purl.obolibrary.org/obo/FLOPO_0021742	seed operculum onset quality
http://purl.obolibrary.org/obo/FLOPO_0021741	seed operculum premature
http://purl.obolibrary.org/obo/FLOPO_0015772	seed phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0022460	seed premature
http://purl.obolibrary.org/obo/FLOPO_0007653	seed trichome arrested
http://purl.obolibrary.org/obo/FLOPO_0022634	seed trichome female
http://purl.obolibrary.org/obo/FLOPO_0007654	seed trichome offset quality
http://purl.obolibrary.org/obo/FLOPO_0007481	seed trichome onset quality
http://purl.obolibrary.org/obo/FLOPO_0022635	seed trichome phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0007480	seed trichome premature
http://purl.obolibrary.org/obo/FLOPO_0006373	seed up
http://purl.obolibrary.org/obo/FLOPO_0001461	sepal acute
http://purl.obolibrary.org/obo/FLOPO_0021834	sepal arrested
http://purl.obolibrary.org/obo/FLOPO_0001462	sepal duration
http://purl.obolibrary.org/obo/FLOPO_0000695	sepal female
http://purl.obolibrary.org/obo/FLOPO_0019023	sepal hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0005761	sepal male
http://purl.obolibrary.org/obo/FLOPO_0018994	sepal margin female
http://purl.obolibrary.org/obo/FLOPO_0018995	sepal margin phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0021835	sepal offset quality
http://purl.obolibrary.org/obo/FLOPO_0011378	sepal onset quality
http://purl.obolibrary.org/obo/FLOPO_0000696	sepal phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0011377	sepal premature
http://purl.obolibrary.org/obo/FLOPO_0002225	sepal subacute
http://purl.obolibrary.org/obo/FLOPO_0010461	sepal up
http://purl.obolibrary.org/obo/FLOPO_0009764	septum up
http://purl.obolibrary.org/obo/FLOPO_0006039	seta acute
http://purl.obolibrary.org/obo/FLOPO_0019555	seta down
http://purl.obolibrary.org/obo/FLOPO_0006040	seta duration
http://purl.obolibrary.org/obo/FLOPO_0016818	seta up
http://purl.obolibrary.org/obo/FLOPO_0022502	sheath cell hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0018541	sheath cell onset quality
http://purl.obolibrary.org/obo/FLOPO_0022503	sheath cell phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0018540	sheath cell premature
http://purl.obolibrary.org/obo/FLOPO_0002160	shoot apex arrested
http://purl.obolibrary.org/obo/FLOPO_0023897	shoot apex down
http://purl.obolibrary.org/obo/FLOPO_0007577	shoot apex female
http://purl.obolibrary.org/obo/FLOPO_0008497	shoot apex hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0007877	shoot apex male
http://purl.obolibrary.org/obo/FLOPO_0002161	shoot apex offset quality
http://purl.obolibrary.org/obo/FLOPO_0000647	shoot apex onset quality
http://purl.obolibrary.org/obo/FLOPO_0007578	shoot apex phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0000646	shoot apex premature
http://purl.obolibrary.org/obo/FLOPO_0021499	shoot apex up
http://purl.obolibrary.org/obo/FLOPO_0022984	shoot axis up
http://purl.obolibrary.org/obo/FLOPO_0018464	shoot internode onset quality
http://purl.obolibrary.org/obo/FLOPO_0018463	shoot internode premature
http://purl.obolibrary.org/obo/FLOPO_0005564	shoot system hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0003031	shoot system onset quality
http://purl.obolibrary.org/obo/FLOPO_0005565	shoot system phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0003030	shoot system premature
http://purl.obolibrary.org/obo/FLOPO_0006597	short shoot acute
http://purl.obolibrary.org/obo/FLOPO_0006598	short shoot duration
http://purl.obolibrary.org/obo/FLOPO_0007951	short shoot female
http://purl.obolibrary.org/obo/FLOPO_0010692	short shoot male
http://purl.obolibrary.org/obo/FLOPO_0007952	short shoot phenotypic sex
http://purl.obolibrary.org/obo/FLOPO_0015733	short shoot up
http://purl.obolibrary.org/obo/FLOPO_0018397	simple leaf up
http://purl.obolibrary.org/obo/FLOPO_0016635	sorus continuous
http://purl.obolibrary.org/obo/FLOPO_0016636	sorus occurrence
http://purl.obolibrary.org/obo/FLOPO_0017715	sorus up
http://purl.obolibrary.org/obo/FLOPO_0001529	spikelet acute
http://purl.obolibrary.org/obo/FLOPO_0022070	spikelet continuous
http://purl.obolibrary.org/obo/FLOPO_0011481	spikelet down
http://purl.obolibrary.org/obo/FLOPO_0001530	spikelet duration
http://purl.obolibrary.org/obo/FLOPO_0006153	spikelet female
http://purl.obolibrary.org/obo/FLOPO_0013229	spikelet hermaphrodite
http://purl.obolibrary.org/obo/FLOPO_0002368	spikelet male
http://purl.obolibrary.org/obo/FLOPO_0022071	spikelet occurrence
http://purl.obolibrary.org/obo/FLOPO_0002369	spikelet phenotypic sex
