#Version: 0.1
#Glossary type: Plant
#Source: fna_gloss_final_20130517 (merged from: fnagloss_fromHong_20130517125327, fna_glo)
#Finalized by: Dr. Hong Cui
#Date: 7/29/2013
#Reviewers: Heather Cole,Dr. Hong Cui,Stephanie Kha,Sonali Ranade,Jeff Saarela,Ishan Shah
#Source producer: OTO System

"term","category","hasSyn","sourceDataset","termID"
"high","height","0","fna_gloss_final_20130517","a23aaa4a-efdc-11e2-b45f-0026b9326338"
"hippocrepiform","shape","0","fna_gloss_final_20130517","d05a56d6-ba2b-438b-aac6-1ad1a04585f1"
"hirsute","external texture","0","fna_gloss_final_20130517","03f89aec-41a3-4ac4-bf82-3649e8a51769"
"hirsutellous","external texture","0","fna_gloss_final_20130517","8471b460-bd95-4a17-9369-d29f008e7866"
"hirsutulous","external texture","0","fna_gloss_final_20130517","50d4bd4a-beb2-41a6-be43-9fd4d7e4edb4"
"hirtellous","external texture","0","fna_gloss_final_20130517","e90cbbbf-3c0f-4e36-9335-051336c3ad67"
"hispid","external texture","0","fna_gloss_final_20130517","efbb0274-a1c3-48e3-8f7a-aa602f0219bd"
"hispidulous","external texture","0","fna_gloss_final_20130517","8a4a42cf-be58-4553-83bf-63f9971fcc9f"
"hoary","external texture","0","fna_gloss_final_20130517","03caad19-2a36-4a8a-8cfc-f5ae0f25d289"
"hollow","architecture","0","fna_gloss_final_20130517","48c6593a-6bd6-4158-beab-700c024873ce"
"homochlamydeous","architecture","0","fna_gloss_final_20130517","6ca874ad-6f8b-48c4-ae23-b33426fa0599"
"homocladic","architecture","0","fna_gloss_final_20130517","48d8ed7e-ca67-4643-9c4e-b8dd45b3c41a"
"homogamous","reproduction","0","fna_gloss_final_20130517","4675ca6f-d0a2-4914-90c4-e4028aeb2fae"
"homomorphic","architecture","0","fna_gloss_final_20130517","0a8e53d1-698a-49fd-b0a8-08bb8fbe277a"
"homophyllous","architecture","0","fna_gloss_final_20130517","25a390ef-b7cc-4e6b-99d4-53074e1cb84b"
"homosporous","reproduction","0","fna_gloss_final_20130517","089c706e-894a-4e1f-9a82-0d3b5a8206cf"
"homostylous","architecture","0","fna_gloss_final_20130517","0f255d3f-43bc-482e-8cc0-f265b153481e"
"honeycombed","relief","0","fna_gloss_final_20130517","d47149ba-6c18-48f1-84fd-37edeabd45b8"
"honeycomb","relief","0","fna_gloss_final_20130517","a23baeea-efdc-11e2-b45f-0026b9326338"
"hood-shaped","shape","0","fna_gloss_final_20130517","8768404e-e34b-4fe6-84f1-789b9ccd9a4d"
"hooded","architecture","0","fna_gloss_final_20130517","5644786f-943d-469d-9038-aaa7d5525246"
"hook-shaped","shape","0","fna_gloss_final_20130517","0d31253e-ca7f-4eb0-87cb-12b5789dda9c"
"hooked","shape","0","fna_gloss_final_20130517","22e05ae0-419a-4748-9b32-073ec3a2e74a"
"hookless","architecture","0","fna_gloss_final_20130517","a23bf1c0-efdc-11e2-b45f-0026b9326338"
"horizontal","orientation","0","fna_gloss_final_20130517","1f872999-9384-4545-8c21-e5c82a27ccc4"
"horn-shaped","shape","0","fna_gloss_final_20130517","892c056b-c60c-47f7-939f-bc9a2109beac"
"horned","shape","0","fna_gloss_final_20130517","c59c9647-480d-4ada-ac55-312f380252f2"
"hornlike","shape","0","fna_gloss_final_20130517","a23c40da-efdc-11e2-b45f-0026b9326338"
"horny","external texture","0","fna_gloss_final_20130517","a5ec44df-0a4b-4756-af1f-a7abaae14ce4"
"horseshoe-shaped","shape","0","fna_gloss_final_20130517","948f2f37-4505-4eaf-a784-e1fbe9ac1515"
"hue","coloration","0","fna_gloss_final_20130517","a23c85cc-efdc-11e2-b45f-0026b9326338"
"humplike","shape","0","fna_gloss_final_20130517","a23ca688-efdc-11e2-b45f-0026b9326338"
"hyaline","coloration","0","fna_gloss_final_20130517","dc59da1f-3a14-4588-81ca-75b25cd3609b"
"hydrated","condition","0","fna_gloss_final_20130517","a23ce13e-efdc-11e2-b45f-0026b9326338"
"hydrocyanic","odor","0","fna_gloss_final_20130517","f4f06f9f-bc39-4966-abf8-a855caa5104a"
"hygroscopic","architecture","0","fna_gloss_final_20130517","2dd0db34-ef35-42b3-9504-8f0fec17c674"
"hyphodromous","venation","0","fna_gloss_final_20130517","f58ae1f3-2591-4c3a-b1c3-55567aeca0ff"
"hypocrateriform","shape","0","fna_gloss_final_20130517","96c2e740-6696-4cfd-9662-b791c08db5ab"
"hypogeal","location","0","fna_gloss_final_20130517","e5f2b9b3-56a9-42b8-a5a5-1a41b890125a"
"hypogeous","location","0","fna_gloss_final_20130517","512cf2a4-6492-4736-9514-f8414275796b"
"hypogynous","position","0","fna_gloss_final_20130517","839e3329-4d0c-48a3-abb5-73f7a17f2520"
"hyponastic","development","0","fna_gloss_final_20130517","af29b38d-7c3c-41ba-9ae2-b8c5d745f60d"
"hypostomatic","architecture","0","fna_gloss_final_20130517","c40d8a2e-26ae-4642-8104-44e684895474"
"hypostomatous","architecture","0","fna_gloss_final_20130517","37409251-a8fd-477e-b4df-670278bc6ee9"
"hypostomic","architecture","0","fna_gloss_final_20130517","cbcb0adf-707b-47c1-a296-27860ce3515e"
"hysteranthous","maturation","0","fna_gloss_final_20130517","f91497a3-1a2e-4768-9cc8-922d013b51b3"
"hysterophyllous","maturation","0","fna_gloss_final_20130517","70e813e5-0ea6-4247-bb33-52f043bc9c10"
"idiogamous","reproduction","0","fna_gloss_final_20130517","b5afe07b-3418-4f04-b090-9363060a8cae"
"imbricate","arrangement","0","fna_gloss_final_20130517","1463b3e1-4225-456a-b2ba-43c397d70439"
"imbricated","arrangement","0","fna_gloss_final_20130517","c5a49e73-f7d2-403b-a1a3-7a9e717352d7"
"immature","life_stage","0","fna_gloss_final_20130517","a23e64fa-efdc-11e2-b45f-0026b9326338"
"immersed","prominence","0","fna_gloss_final_20130517","5430822c-747e-448f-9700-9d7282485b31"
"imparipinnate","architecture","0","fna_gloss_final_20130517","f4c4945d-28c1-4749-ac8b-471dce577090"
"impenetrable","prominence","0","fna_gloss_final_20130517","a23eba2c-efdc-11e2-b45f-0026b9326338"
"imperfect","architecture","0","fna_gloss_final_20130517","b8e930b8-1f63-4132-8920-290d3ed70d33"
"impressed","prominence","0","fna_gloss_final_20130517","80db3273-b553-4b39-852b-a90ecbfac42f"
"inaperturate","architecture","0","fna_gloss_final_20130517","059d308c-2ed3-4b7b-af67-69ff79d8c413"
"incised","shape","0","fna_gloss_final_20130517","134a7fe7-4a71-413d-b396-89c8b741f10c"
"inclinate","orientation","0","fna_gloss_final_20130517","26d34ba0-caaf-4ab1-999a-e373ed3ec10f"
"inclined","orientation","0","fna_gloss_final_20130517","6097c37d-0664-43ff-8d02-a9317e7b380a"
"included","position","0","fna_gloss_final_20130517","5a85d0fe-10ac-4b13-8bbc-e0b7b9ddad39"
"incomplete","architecture","0","fna_gloss_final_20130517","a23f24ee-efdc-11e2-b45f-0026b9326338"
"inconspicuous","prominence","0","fna_gloss_final_20130517","1c87afef-1be8-4c9b-8dd2-c5577f0eece0"
"incumbent","arrangement","0","fna_gloss_final_20130517","bd7d56ac-1f0f-4232-a217-8bc908a8d673"
"incurved","orientation","0","fna_gloss_final_20130517","f84c18a7-697d-449f-bcb2-5d0b90549d15"
"indehiscence","dehiscence","0","fna_gloss_final_20130517","a23f8826-efdc-11e2-b45f-0026b9326338"
"indehiscent","dehiscence","0","fna_gloss_final_20130517","18aba1aa-85e9-4516-a8e2-3938ca590054"
"indented","shape","0","fna_gloss_final_20130517","0fc94dd9-3f6f-4fb4-8050-672707a71339"
"independent","fusion","0","fna_gloss_final_20130517","a23fb24c-efdc-11e2-b45f-0026b9326338"
"indeterminate","development","0","fna_gloss_final_20130517","45c0fc74-7cd4-4a82-b0f3-57c5f0536e0c"
"indistinct","prominence","0","fna_gloss_final_20130517","7371a505-976c-4d4d-bf71-223aca249843"
"indistinguishable","prominence","0","fna_gloss_final_20130517","a23ff7ca-efdc-11e2-b45f-0026b9326338"
"induplicate","arrangement","0","fna_gloss_final_20130517","492c815d-aefc-4f62-a9ab-2b2f4c1c0fcf"
"indurate","external texture","0","fna_gloss_final_20130517","ed5e62ef-178d-48dd-b3d4-47afda3f149a"
"indurated","external texture","0","fna_gloss_final_20130517","38d7dcac-ad78-455b-bbc7-4d556b81ed23"
"indusiate","architecture","0","fna_gloss_final_20130517","9356d439-1095-4683-a677-32f24b3599d0"
"inferior","position","0","fna_gloss_final_20130517","bc2ccd2f-a71b-4b25-8ff9-301443291709"
"inflated","shape","0","fna_gloss_final_20130517","2718441d-42a0-48bf-b924-4efd49cb8691"
"inflexed","orientation","0","fna_gloss_final_20130517","e3886c0c-497a-43bf-9637-4239cc2f4dfd"
"infolded","shape","0","fna_gloss_final_20130517","a24092ac-efdc-11e2-b45f-0026b9326338"
"infrabracteal","position","0","fna_gloss_final_20130517","dc8ea4e4-ffa8-49a9-842d-e399e1971cf0"
"infrafoliar","position","0","fna_gloss_final_20130517","e8ebdddc-5155-4575-951a-1325afc68d95"
"inframedial","position","0","fna_gloss_final_20130517","8976d1a5-7426-4249-9fa9-fcc000ba5dba"
"infrapetiolar","position","0","fna_gloss_final_20130517","b6f89c2d-e0b8-456d-94fc-34646ac09568"
"infundibular","shape","0","fna_gloss_final_20130517","cbc285f8-842d-48ad-88e2-243041ff5a5f"
"inner","position","0","fna_gloss_final_20130517","ce2a2a14-5c0d-4a9a-8d1e-ef653424af2a"
"innermost","position","0","fna_gloss_final_20130517","ebee15db-2ed5-40a2-ab64-261dfcb93b42"
"innocuous","habit","0","fna_gloss_final_20130517","67f44638-1401-4eea-9563-93ebdee13233"
"inrolled","shape","0","fna_gloss_final_20130517","a241832e-efdc-11e2-b45f-0026b9326338"
"insect-pollinated","reproduction","0","fna_gloss_final_20130517","5a1bdac6-38d3-42ea-b207-33e75f7e9391"
"insectivorous","nutrition","0","fna_gloss_final_20130517","379100b6-ca8a-4d1c-9e3d-ef75516d9e2b"
"inserted","position","0","fna_gloss_final_20130517","a241bb1e-efdc-11e2-b45f-0026b9326338"
"intact","condition","0","fna_gloss_final_20130517","a241d9be-efdc-11e2-b45f-0026b9326338"
"integumentary","derivation","0","fna_gloss_final_20130517","efaf9067-7b84-4242-ab9d-d1549b621c0d"
"interareolar","position","0","fna_gloss_final_20130517","a24223f6-efdc-11e2-b45f-0026b9326338"
"intercostal","position","0","fna_gloss_final_20130517","cc36a690-fb4c-4117-ba87-c1dbb702f732"
"intergradent","habit","0","fna_gloss_final_20130517","b3d92ad4-f139-4fbc-af15-ffa44d53345a"
"intermediate","size","0","fna_gloss_final_20130517","a242817a-efdc-11e2-b45f-0026b9326338"
"internal","position","0","fna_gloss_final_20130517","a242a2c2-efdc-11e2-b45f-0026b9326338"
"internodal","position","0","fna_gloss_final_20130517","3010e4a7-949c-4a6b-ab92-54d316f932c3"
"interpetiolar","position","0","fna_gloss_final_20130517","d11da9bd-383a-40c9-bdff-bb706190fefe"
"interrupted","architecture","0","fna_gloss_final_20130517","ce4ed44a-5803-4fcf-8c7b-39405a71c6d5"
"interstitial","position","0","fna_gloss_final_20130517","a2430aaa-efdc-11e2-b45f-0026b9326338"
"intravaginal","position","0","fna_gloss_final_20130517","6698d8fc-45e9-4fd7-9a22-6e16f1228246"
"intricate","arrangement","0","fna_gloss_final_20130517","2e77840f-4cec-4477-9de2-067205f9ee5f"
"introrse","dehiscence","0","fna_gloss_final_20130517","88993ebb-bfad-4add-b7af-c24db3768caa"
"intruded","reproduction","0","fna_gloss_final_20130517","79a585c5-14ec-4073-aaaa-316854ab01f8"
"inverted","orientation","0","fna_gloss_final_20130517","a243609a-efdc-11e2-b45f-0026b9326338"
"involucral","derivation","0","fna_gloss_final_20130517","7dba9095-595c-4ee3-98e2-5964c70ec177"
"involucrate","architecture","0","fna_gloss_final_20130517","bbbf1854-f5d0-458d-b7cf-931a9ff03f62"
"involute","shape","0","fna_gloss_final_20130517","d1847836-90d2-4bf0-ad96-24c3368e5644"
"involucrelike","shape","0","fna_gloss_final_20130517","a243cc7e-efdc-11e2-b45f-0026b9326338"
"inward","orientation","0","fna_gloss_final_20130517","7ef638a0-f3c5-4288-a91e-f22b4edd4989"
"iridescent","coloration","0","fna_gloss_final_20130517","e91b96a2-0ca6-41d5-b4d8-de2f7a1c5ba5"
"irregular","architecture","0","fna_gloss_final_20130517","c9aa52a7-8d1b-43c4-b150-9f9ba5c4fac4"
"isodiametric","architecture","0","fna_gloss_final_20130517","ea553746-2e64-4d27-9656-556efbbc6e2a"
"isopetalous","architecture","0","fna_gloss_final_20130517","29b2fc3f-f8c8-4b2e-8af2-28f2e44e427d"
"isosepalous","architecture","0","fna_gloss_final_20130517","6015a5f6-8d1f-4cd3-a8cf-a4f3e5452bf3"
"isopolar","architecture","0","fna_gloss_final_20130517","7ae22ffb-9325-47b3-b47d-e08109e88523"
"isostemonous","architecture","0","fna_gloss_final_20130517","2d0b3ef3-247a-41a2-824d-329b4170ec3e"
"ivory","coloration","0","fna_gloss_final_20130517","9f51ee36-aca0-44cf-8e76-833692addd57"
"jointed","architecture","0","fna_gloss_final_20130517","14eacb15-e21a-4d08-a1ba-8b3ee90513be"
"keel-shaped","shape","0","fna_gloss_final_20130517","e2cdfc92-9647-414b-998f-f3e3a0bcb86b"
"keeled","shape","0","fna_gloss_final_20130517","371db87d-5321-44aa-ad9b-d457b1512635"
"kidney-shaped","shape","0","fna_gloss_final_20130517","7c58e641-bfbe-4a6c-a7b7-72e9ba76ce9a"
"knee-rooted","architecture","0","fna_gloss_final_20130517","3f80d62e-5bcb-4fb0-ae3c-d7da7fb34fb9"
"kneecap-shaped","shape","0","fna_gloss_final_20130517","c7e2621d-9902-4457-8954-8d3e000eae76"
"kneed","shape","0","fna_gloss_final_20130517","3e2e0169-582c-42e3-bf68-da00f094bf51"
"knob-shaped","shape","0","fna_gloss_final_20130517","53d831fa-58ca-4aa8-ad41-b4e65b41f95d"
"knobbed","shape","0","fna_gloss_final_20130517","088f0f73-9e42-4617-ae28-125e4843382d"
"knobby","shape","0","fna_gloss_final_20130517","ed3f817c-1c5f-4fc1-9266-8588cbaf8d9c"
"knoblike","shape","0","fna_gloss_final_20130517","59a138ea-53c2-4019-9e09-43f300fac9ad"
"knot-shaped","shape","0","fna_gloss_final_20130517","303185b2-bb5a-48c7-9042-95cfe34cc2fd"
"knotted","shape","0","fna_gloss_final_20130517","760f7d2c-1962-4992-8f2f-1773704c063a"
"knotty","shape","0","fna_gloss_final_20130517","07c8553a-ff67-4009-a75a-9cb12520b34f"
"labiate","architecture","0","fna_gloss_final_20130517","75b01b00-3b0a-4ff4-ba6b-ea3ffbdb2a00"
"lacerate","shape","0","fna_gloss_final_20130517","62b89a04-c4f4-4d26-b72e-cd5aa9ba721b"
"laciniate","shape","0","fna_gloss_final_20130517","7bd0a3cb-9675-45d1-82ba-97812eb7d377"
"lacking","count","0","fna_gloss_final_20130517","de1a09c3-c48f-44c6-9b16-e3532f30db69"
"lacrimate","shape","0","fna_gloss_final_20130517","765d5901-da45-4fc0-8eb0-98dcf36a2e76"
"lacrimiform","shape","0","fna_gloss_final_20130517","57f31b66-a703-4d00-a885-e34598fe426a"
"lacunate","relief","0","fna_gloss_final_20130517","7357f197-6680-4f87-a961-da34816efc8c"
"ladder-like","arrangement","0","fna_gloss_final_20130517","e7d5483c-2274-466a-bd0f-7f5aabe8159a"
"laevigate","reflectance","0","fna_gloss_final_20130517","26b24f6e-b0e0-4c37-b006-d6ad5b2d3d8a"
"lageniform","shape","0","fna_gloss_final_20130517","f1b38147-e688-42d9-aa93-1e8b7c7af961"
"lamellate","shape","0","fna_gloss_final_20130517","fd7fdabe-7727-4728-9b38-c30b7c3337e5"
"laminar","position","0","fna_gloss_final_20130517","de733073-7932-4d8b-a5b3-e7f339f6f015"
"laminate","architecture","0","fna_gloss_final_20130517","f4d1166d-dbfa-4d16-b7bc-319307958bd9"
"lanate","external texture","0","fna_gloss_final_20130517","70e2d50e-7cad-41d9-a5a9-5c7f9cfb29ca"
"lancehead-shaped","shape","0","fna_gloss_final_20130517","d2045708-22b9-40ee-ac29-e8f28a34eb5b"
"lanceolate","shape","0","fna_gloss_final_20130517","15f0bc17-4436-4c76-af97-6b24f5477529"
"lanceoloid","shape","0","fna_gloss_final_20130517","8bbcc627-61c3-4a98-968b-86c57420daf4"
"lanciform","shape","0","fna_gloss_final_20130517","d19f7fcb-e855-45dc-8711-e4de47667d00"
"lanose","external texture","0","fna_gloss_final_20130517","5f4a4036-4703-45fc-b486-5cddaa540956"
"lanuginose","external texture","0","fna_gloss_final_20130517","e171e636-288a-4d8d-9c48-2f86575585bf"
"lanulose","external texture","0","fna_gloss_final_20130517","b0875c56-41bb-4117-b743-ad94212da98a"
"large","size","0","fna_gloss_final_20130517","8b6434c4-5e6e-4e32-ba3e-edd7174f0b6b"
"larger","size","0","fna_gloss_final_20130517","3556e31b-10be-45ed-b544-97c1d9ae6201"
"largest","size","0","fna_gloss_final_20130517","e0622ed0-83bd-4e8d-aa25-c97c1345b3cf"
"late-maturing","maturation","0","fna_gloss_final_20130517","448311f7-8c07-48f1-bf31-e0a878bf6d48"
"later","condition","0","fna_gloss_final_20130517","a24725f4-efdc-11e2-b45f-0026b9326338"
"lateral","position","0","fna_gloss_final_20130517","9286585f-7365-4217-b3ed-6d0eeb414693"
"laticiferous","exudation","0","fna_gloss_final_20130517","ec371559-1b2e-4671-b5f5-3f4639282953"
"latrorse","dehiscence","0","fna_gloss_final_20130517","65b5b4e7-6226-4886-b7e5-00ea790961be"
"latticed","architecture","0","fna_gloss_final_20130517","f5ade2e3-010f-4418-89e7-7d18f1351689"
"lavender","coloration","0","fna_gloss_final_20130517","a247a592-efdc-11e2-b45f-0026b9326338"
"lax","architecture","0","fna_gloss_final_20130517","80942a5b-ace1-4694-86de-a9b821d825d9"
"layering","architecture","0","fna_gloss_final_20130517","a247d3b4-efdc-11e2-b45f-0026b9326338"
"leaden","coloration","0","fna_gloss_final_20130517","a247f2ae-efdc-11e2-b45f-0026b9326338"
"leaf-bearing","architecture","0","fna_gloss_final_20130517","d77e5438-2bee-421e-834e-71e6e2ec97a3"
"leaf-like","architecture","0","fna_gloss_final_20130517","b19f8aa0-9b31-4898-9f85-54668d2003af"
"leaf-opposed","position","0","fna_gloss_final_20130517","5ec11f7e-d109-4945-94eb-c009a79ca20d"
"leafless","architecture","0","fna_gloss_final_20130517","3cc9f304-eb01-4dbc-ae8f-aa9d55640ae9"
"leaflike","architecture","0","fna_gloss_final_20130517","49f3e393-2481-4fa2-a6ed-b32cf8c2602d"
"leafy","architecture","0","fna_gloss_final_20130517","84880723-0a25-4590-bb3b-ed416663e4a0"
"leaning","orientation","0","fna_gloss_final_20130517","a2487558-efdc-11e2-b45f-0026b9326338"
"leathery","external texture","0","fna_gloss_final_20130517","8838769e-1036-430d-821c-9b0e04301b8f"
"leftward","orientation","0","fna_gloss_final_20130517","6f15adc8-7cf8-4dc5-aeed-0c0a360c42ea"
"lemon","coloration","0","fna_gloss_final_20130517","ce392765-5235-4bb8-9637-a115e7a71429"
"lengthened","length","0","fna_gloss_final_20130517","a248cddc-efdc-11e2-b45f-0026b9326338"
"lens-shaped","shape","0","fna_gloss_final_20130517","1e22fde1-0e8e-42a1-8ebe-bafeca548afd"
"lenticular","shape","0","fna_gloss_final_20130517","7991ab75-dd18-4c4d-bb7c-1f3028b56881"
"lentiginose","external texture","0","fna_gloss_final_20130517","1fe38c1a-b04b-4fa8-869e-954aefa100ff"
"lentiginous","external texture","0","fna_gloss_final_20130517","33b4bf26-2a32-41f6-9b74-aab0a948175e"
"lepidote","external texture","0","fna_gloss_final_20130517","df90e920-ace1-4abd-a6f4-988d4dd472ab"
"leptosporangiate","reproduction","0","fna_gloss_final_20130517","025e9164-ca29-4f1f-9bde-81b402a80402"
"levering","habit","0","fna_gloss_final_20130517","ff05da51-0057-40f4-9839-3a280746f227"
"liana","life_style","0","fna_gloss_final_20130517","889b477d-63e4-4e40-8d21-71b9cbed4a57"
"lianous","habit","0","fna_gloss_final_20130517","501497fe-3d97-426a-a48b-fbdde152b232"
"lidded","architecture","0","fna_gloss_final_20130517","95d8e9a0-fc85-4601-bc83-302f44a07d43"
"light","coloration","0","fna_gloss_final_20130517","2e4db263-b40c-4a85-90fd-b26757150b22"
"lighter","coloration","0","fna_gloss_final_20130517","04ff026d-8e88-4810-9e18-5394659f0ba2"
"ligneous","external texture","0","fna_gloss_final_20130517","566926b9-3b7c-4021-9857-5e0d8331e55c"
"ligulate","architecture","0","fna_gloss_final_20130517","9dd48bd1-eb58-4341-85c8-bc431e63493f"
"liguliferous","architecture","0","fna_gloss_final_20130517","4715a90b-ffab-4dbf-9ae4-4ee2f38fae24"
"liguliflorous","architecture","0","fna_gloss_final_20130517","fe5b6693-08d1-488e-9aa3-0b17cb1aa0e7"
"liguliform","shape","0","fna_gloss_final_20130517","8fbd6b96-707a-4000-8084-c77a80fe24e3"
"linear","arrangement","0","fna_gloss_final_20130517","b76bec31-892b-4520-a668-4778d5561080"
"lingulate","shape","0","fna_gloss_final_20130517","1f0eef4c-79cb-49d2-adeb-deb313012f22"
"lipped","architecture","0","fna_gloss_final_20130517","2b49cf86-5532-42f7-8496-2feac5f8b078"
"livid","coloration","0","fna_gloss_final_20130517","a249f64e-efdc-11e2-b45f-0026b9326338"
"lobelike","architecture","0","fna_gloss_final_20130517","af0eaebc-8b26-4cd4-a26b-a3ae82c2aa6c"
"lobing","shape","0","fna_gloss_final_20130517","239eb5f0-4810-49d3-99a4-e13af544daeb"
"lobulate","shape","0","fna_gloss_final_20130517","e0a82e4e-1285-4d56-9fc5-799d711b5760"
"loculicidal","dehiscence","0","fna_gloss_final_20130517","88358b55-5a1c-4652-a014-3fb71d02be16"
"long","length","0","fna_gloss_final_20130517","a873936a-f854-4476-8d21-b346a221ec14"
"longer","length","0","fna_gloss_final_20130517","6ec1d4e9-14ae-49e6-af9b-d69705d0666a"
"longest","length","0","fna_gloss_final_20130517","8af0cf5d-9a25-41ac-bb99-347f6099fc4b"
"longitudinal","dehiscence","0","fna_gloss_final_20130517","a24a9496-efdc-11e2-b45f-0026b9326338"
"loose","architecture","0","fna_gloss_final_20130517","a24e1976-e855-49f4-98b8-442d1a04b2e6"
"lorate","shape","0","fna_gloss_final_20130517","349b4a9f-5197-4935-9522-3c4ac9929d18"
"lower","position","0","fna_gloss_final_20130517","a24ac952-efdc-11e2-b45f-0026b9326338"
"low","position","0","fna_gloss_final_20130517","bd6a1a8e-b1d4-4c10-b495-c27d9f7c8531"
"lumpy","relief","0","fna_gloss_final_20130517","a24af940-efdc-11e2-b45f-0026b9326338"
"lunate","shape","0","fna_gloss_final_20130517","dcff3c5d-6bbd-4639-887b-49270d34b7eb"
"lustrous","reflectance","0","fna_gloss_final_20130517","25594cd9-b52f-4e1e-9e16-af9fa9c11a30"
"lyrate","shape","0","fna_gloss_final_20130517","88b97f99-818d-46c7-b876-7bdf5e404aa6"
"lyre-shaped","shape","0","fna_gloss_final_20130517","75777e5a-51cd-4f2c-956c-2f7d2aaa49bb"
"macrophyllous","architecture","0","fna_gloss_final_20130517","d251bade-ebdd-41f9-b76b-968430729676"
"magenta","coloration","0","fna_gloss_final_20130517","a24b758c-efdc-11e2-b45f-0026b9326338"
"mahogany","coloration","0","fna_gloss_final_20130517","a24b979c-efdc-11e2-b45f-0026b9326338"
"major","size","0","fna_gloss_final_20130517","a24bb4b6-efdc-11e2-b45f-0026b9326338"
"male","reproduction","0","fna_gloss_final_20130517","057d842a-e6eb-4fd7-bd26-6933c7e0301e"
"malodorous","odor","0","fna_gloss_final_20130517","a24bd8c4-efdc-11e2-b45f-0026b9326338"
"mamillate","relief","0","fna_gloss_final_20130517","b7efd9f7-2cc7-42bb-921a-ebe5c4825bb3"
"mammiform","shape","0","fna_gloss_final_20130517","0cef8432-daf9-4f99-83ff-f6a5e9eb1791"
"mammillate","shape","0","fna_gloss_final_20130517","a24c15c8-efdc-11e2-b45f-0026b9326338"
"mammose","shape","0","fna_gloss_final_20130517","074ff548-678a-44a4-b65d-96eea544efe5"
"many","count","0","fna_gloss_final_20130517","98d67492-1430-43a9-887b-a9c7d4a01595"
"many-stemmed","architecture","0","fna_gloss_final_20130517","94362c15-5deb-467c-a233-374c793c9842"
"marcescent","condition","0","fna_gloss_final_20130517","020fd271-c2dd-438d-929e-ef4f5c29ba02"
"marginal","position","0","fna_gloss_final_20130517","d3fcecfc-3a7d-437a-ab94-701d3fe72c2d"
"maroon","coloration","0","fna_gloss_final_20130517","647df963-4d23-4d5b-93ab-bc2415ce164c"
"masculine","reproduction","0","fna_gloss_final_20130517","769c421f-b16b-41f9-bc1d-51164af20685"
"matted","habit","0","fna_gloss_final_20130517","360f8d56-66de-49e4-8374-7b93b0ef1e22"
"matlike","habit","0","fna_gloss_final_20130517","a24c96d8-efdc-11e2-b45f-0026b9326338"
"mature","life_stage","0","fna_gloss_final_20130517","a24cb578-efdc-11e2-b45f-0026b9326338"
"maturing","life_stage","0","fna_gloss_final_20130517","a24cd68e-efdc-11e2-b45f-0026b9326338"
"maturity","life_stage","0","fna_gloss_final_20130517","a24cf86c-efdc-11e2-b45f-0026b9326338"
"mealy","internal texture","0","fna_gloss_final_20130517","308dedd6-6564-4f30-9529-fff67103cf6a"
"medial","position","0","fna_gloss_final_20130517","e4c75f01-b8f9-4cda-bebc-f978aa97ae61"
"median","position","0","fna_gloss_final_20130517","eafcfd87-1a15-4e44-96f6-0a1e41b85984"
"medullose","internal texture","0","fna_gloss_final_20130517","a85d37a9-41db-479e-a360-79b3cbbf748f"
"megaphyllous","architecture","0","fna_gloss_final_20130517","13eedcaa-0da2-4a36-acc3-4855cda930c5"
"meniscoid","shape","0","fna_gloss_final_20130517","d7fc238b-884e-4424-9a3e-01135f51b633"
"microphyllous","architecture","0","fna_gloss_final_20130517","a4534c52-79be-47ac-bf00-03caa023fdae"
"microscopic","size","0","fna_gloss_final_20130517","a24f0a9e-efdc-11e2-b45f-0026b9326338"
"mid","position","0","fna_gloss_final_20130517","6f8fd758-94ae-4b5f-9505-d9a65cb82e51"
"middle","position","0","fna_gloss_final_20130517","ab00c922-b162-4aa8-a230-c7f5fbd44dcb"
"midlength","position","0","fna_gloss_final_20130517","a24f4bd0-efdc-11e2-b45f-0026b9326338"
"milky","coloration","0","fna_gloss_final_20130517","a24f6944-efdc-11e2-b45f-0026b9326338"
"miniature","size","0","fna_gloss_final_20130517","a24f8b36-efdc-11e2-b45f-0026b9326338"
"minute","size","0","fna_gloss_final_20130517","49146e9c-32db-4211-adff-2f8f076b73d3"
"mitre-shaped","shape","0","fna_gloss_final_20130517","55ba259b-e4f1-4deb-9cdb-ab4f59afed6b"
"mitriform","shape","0","fna_gloss_final_20130517","50c87832-8cfc-470c-a525-05bd50cb198c"
"mixed","arrangement","0","fna_gloss_final_20130517","a24fc6dc-efdc-11e2-b45f-0026b9326338"
"mixed-craspedodromous","venation","0","fna_gloss_final_20130517","4a3d4c89-665f-4cc4-8984-a389110fdddf"
"moistened","condition","0","fna_gloss_final_20130517","a24ff65c-efdc-11e2-b45f-0026b9326338"
"monadal","arrangement","0","fna_gloss_final_20130517","7a896d94-0b79-40a8-b7a6-9b8b9fae9f26"
"moniliform","shape","0","fna_gloss_final_20130517","37cf8f8f-8494-4913-be45-14a929e64549"
"monocarpic","reproduction","0","fna_gloss_final_20130517","5355f3e9-008e-4ee2-9c07-f74d80dffb3b"
"monochasiate","architecture","0","fna_gloss_final_20130517","b2eecc4f-405d-403c-9788-1960f3d0a9eb"
"monochasiform","architecture","0","fna_gloss_final_20130517","bd2c2ea4-1511-479e-9c79-d567a3d2d6d6"
