flopo_id	label	signature	bearer_po_id	category	new_parent	classification_method	review_status
FLOPO_0013109	fruit pedicel phenotype	PHENO|PO_0004536	PO:0004536	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0013204	elaiosome phenotype	PHENO|PO_0020062	PO:0020062	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0013413	bundle sheath phenotype	PHENO|PO_0006023	PO:0006023	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0013444	stomatal complex phenotype	PHENO|PO_0002000	PO:0002000	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0013576	micropyle phenotype	PHENO|PO_0020025	PO:0020025	anatomical_space	FLOPO_0017857	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0013585	seed operculum phenotype	PHENO|PO_0019024	PO:0019024	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0013668	sepal margin phenotype	PHENO|PO_0005021	PO:0005021	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0013941	phyllode leaf phenotype	PHENO|PO_0025335	PO:0025335	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0014176	petiole epidermis phenotype	PHENO|PO_0000051	PO:0000051	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0014206	nucellus phenotype	PHENO|PO_0020020	PO:0020020	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0014214	rhizoid phenotype	PHENO|PO_0030078	PO:0030078	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0014609	plant sap phenotype	PHENO|PO_0025538	PO:0025538	plant_substance	FLOPO_0900047	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0014884	velamen phenotype	PHENO|PO_0006042	PO:0006042	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0015016	obturator phenotype	PHENO|PO_0020029	PO:0020029	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0015171	arillode phenotype	PHENO|PO_0025378	PO:0025378	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0015281	root system phenotype	PHENO|PO_0025025	PO:0025025	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0015747	bract axil phenotype	PHENO|PO_0025225	PO:0025225	anatomical_space	FLOPO_0017857	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0015987	cladode phenotype	PHENO|PO_0025354	PO:0025354	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0016172	primary root phenotype	PHENO|PO_0020127	PO:0020127	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0016413	abscission zone phenotype	PHENO|PO_0000146	PO:0000146	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0016524	epiblast phenotype	PHENO|PO_0020036	PO:0020036	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0016585	gelatinous fiber cell phenotype	PHENO|PO_0025422	PO:0025422	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0016792	free sepal phenotype	PHENO|PO_0025587	PO:0025587	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0017478	long shoot phenotype	PHENO|PO_0004702	PO:0004702	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0017598	endodermis phenotype	PHENO|PO_0000252	PO:0000252	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0017857	plant anatomical space phenotype	PHENO|PO_0025117	PO:0025117	anatomical_space_root	FLOPO_0980417	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0018294	leaf tip phenotype	PHENO|PO_0025142	PO:0025142	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0018579	plant structure phenotype	PHENO|PO_0009011	PO:0009011	plant_structure_root	FLOPO_0980418	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0018607	fused tepal phenotype	PHENO|PO_0025137	PO:0025137	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0020604	sterile lemma phenotype	PHENO|PO_0009040	PO:0009040	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0020680	basal root phenotype	PHENO|PO_0025002	PO:0025002	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0020751	megagametophyte phenotype	PHENO|PO_0025279	PO:0025279	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0020858	multicellular trichome phenotype	PHENO|PO_0025162	PO:0025162	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0020997	megasporangium phenotype	PHENO|PO_0025201	PO:0025201	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0021389	gamete phenotype	PHENO|PO_0025006	PO:0025006	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0021427	chlorenchyma phenotype	PHENO|PO_0005426	PO:0005426	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0022034	pinnate leaf phenotype	PHENO|PO_0020045	PO:0020045	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0022301	fruit valve phenotype	PHENO|PO_0000033	PO:0000033	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0022504	lateral root phenotype	PHENO|PO_0020121	PO:0020121	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0022616	aerenchyma phenotype	PHENO|PO_0005702	PO:0005702	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0022844	xylem phenotype	PHENO|PO_0005352	PO:0005352	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0022861	tegmen phenotype	PHENO|PO_0020056	PO:0020056	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0024052	inner integument phenotype	PHENO|PO_0020022	PO:0020022	plant_structure	FLOPO_0018579	transitive is_a ancestry in ont/plant_ontology.obo	deterministic
FLOPO_0980068	pedicel ciliatedness	OTHER	PO:0009052	manual_pedicel	FLOPO_0000201	approved manual repair: pedicel ciliatedness is placed under the existing pedicel phenotype	approved
