old_flopo_id	old_label	obsolete_label	old_signature	replacement_flopo_id	replacement_label	replacement_signature	replacement_id_status	term_replaced_by	current_quality_label	current_quality_definition	replacement_quality_label	replacement_quality_definition	old_class_action	replacement_class_action	evidence	recommendation	curator_decision	curator_notes
FLOPO_0000077	calyx pubescent	obsolete calyx pubescent	EQ|PO_0009060|PATO_0000455	FLOPO_0980510	calyx pubescent	EQ|PO_0009060|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980510	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000182	style pubescent	obsolete style pubescent	EQ|PO_0009074|PATO_0000455	FLOPO_0980521	style pubescent	EQ|PO_0009074|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980521	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000186	shoot apex pubescent	obsolete shoot apex pubescent	EQ|PO_0000037|PATO_0000455	FLOPO_0980438	shoot apex pubescent	EQ|PO_0000037|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980438	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000294	flower pubescent	obsolete flower pubescent	EQ|PO_0009046|PATO_0000455	FLOPO_0980502	flower pubescent	EQ|PO_0009046|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980502	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000317	fruit pubescent	obsolete fruit pubescent	EQ|PO_0009001|PATO_0000455	FLOPO_0980482	fruit pubescent	EQ|PO_0009001|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980482	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000319	corolla pubescent	obsolete corolla pubescent	EQ|PO_0009059|PATO_0000455	FLOPO_0980509	corolla pubescent	EQ|PO_0009059|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980509	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000364	stem pubescent	obsolete stem pubescent	EQ|PO_0009047|PATO_0000455	FLOPO_0980503	stem pubescent	EQ|PO_0009047|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980503	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000388	stipule pubescent	obsolete stipule pubescent	EQ|PO_0020041|PATO_0000455	FLOPO_0980538	stipule pubescent	EQ|PO_0020041|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980538	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000476	petiole pubescent	obsolete petiole pubescent	EQ|PO_0020038|PATO_0000455	FLOPO_0980535	petiole pubescent	EQ|PO_0020038|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980535	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000501	bracteole pubescent	obsolete bracteole pubescent	EQ|PO_0009043|PATO_0000455	FLOPO_0980501	bracteole pubescent	EQ|PO_0009043|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980501	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000544	central zone pubescent	obsolete central zone pubescent	EQ|PO_0000224|PATO_0000455	FLOPO_0980442	central zone pubescent	EQ|PO_0000224|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980442	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000567	pedicel pubescent	obsolete pedicel pubescent	EQ|PO_0009052|PATO_0000455	FLOPO_0980505	pedicel pubescent	EQ|PO_0009052|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980505	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000625	stele pubescent	obsolete stele pubescent	EQ|PO_0025197|PATO_0000455	FLOPO_0980564	stele pubescent	EQ|PO_0025197|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980564	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000635	peduncle pubescent	obsolete peduncle pubescent	EQ|PO_0009053|PATO_0000455	FLOPO_0980506	peduncle pubescent	EQ|PO_0009053|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980506	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000724	involucre pubescent	obsolete involucre pubescent	EQ|PO_0009100|PATO_0000455	FLOPO_0980529	involucre pubescent	EQ|PO_0009100|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980529	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000748	branch pubescent	obsolete branch pubescent	EQ|PO_0025073|PATO_0000455	FLOPO_0980557	branch pubescent	EQ|PO_0025073|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980557	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000814	leaflet pubescent	obsolete leaflet pubescent	EQ|PO_0020049|PATO_0000455	FLOPO_0980540	leaflet pubescent	EQ|PO_0020049|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980540	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000818	leaf pubescent	obsolete leaf pubescent	EQ|PO_0025034|PATO_0000455	FLOPO_0980554	leaf pubescent	EQ|PO_0025034|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980554	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000831	anther pubescent	obsolete anther pubescent	EQ|PO_0009066|PATO_0000455	FLOPO_0980516	anther pubescent	EQ|PO_0009066|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980516	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000859	central spike of tassel inflorescence pubescent	obsolete central spike of tassel inflorescence pubescent	EQ|PO_0006324|PATO_0000455	FLOPO_0980476	central spike of tassel inflorescence pubescent	EQ|PO_0006324|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980476	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0000974	carpel pubescent	obsolete carpel pubescent	EQ|PO_0009030|PATO_0000455	FLOPO_0980491	carpel pubescent	EQ|PO_0009030|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980491	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001037	lamina pubescent	obsolete lamina pubescent	EQ|PO_0025060|PATO_0000455	FLOPO_0980555	lamina pubescent	EQ|PO_0025060|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980555	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001087	disk flower pubescent	obsolete disk flower pubescent	EQ|PO_0025332|PATO_0000455	FLOPO_0980573	disk flower pubescent	EQ|PO_0025332|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980573	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001108	pistillode pubescent	obsolete pistillode pubescent	EQ|PO_0009078|PATO_0000455	FLOPO_0980523	pistillode pubescent	EQ|PO_0009078|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980523	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001155	lenticel pubescent	obsolete lenticel pubescent	EQ|PO_0000031|PATO_0000455	FLOPO_0980436	lenticel pubescent	EQ|PO_0000031|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980436	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001158	plant callus pubescent	obsolete plant callus pubescent	EQ|PO_0005052|PATO_0000455	FLOPO_0980462	plant callus pubescent	EQ|PO_0005052|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980462	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001232	endocarp pubescent	obsolete endocarp pubescent	EQ|PO_0009086|PATO_0000455	FLOPO_0980526	endocarp pubescent	EQ|PO_0009086|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980526	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001490	flower fascicle pubescent	obsolete flower fascicle pubescent	EQ|PO_0025323|PATO_0000455	FLOPO_0980570	flower fascicle pubescent	EQ|PO_0025323|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980570	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001578	stigma pubescent	obsolete stigma pubescent	EQ|PO_0009073|PATO_0000455	FLOPO_0980520	stigma pubescent	EQ|PO_0009073|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980520	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001622	petiolule pubescent	obsolete petiolule pubescent	EQ|PO_0020050|PATO_0000455	FLOPO_0980541	petiolule pubescent	EQ|PO_0020050|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980541	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001634	sepal pubescent	obsolete sepal pubescent	EQ|PO_0009031|PATO_0000455	FLOPO_0980492	sepal pubescent	EQ|PO_0009031|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980492	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001675	bract pubescent	obsolete bract pubescent	EQ|PO_0009055|PATO_0000455	FLOPO_0980507	bract pubescent	EQ|PO_0009055|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980507	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001723	palmate leaf pubescent	obsolete palmate leaf pubescent	EQ|PO_0020046|PATO_0000455	FLOPO_0980539	palmate leaf pubescent	EQ|PO_0020046|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980539	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001743	awn pubescent	obsolete awn pubescent	EQ|PO_0025349|PATO_0000455	FLOPO_0980574	awn pubescent	EQ|PO_0025349|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980574	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
FLOPO_0001943	axillary bud meristem pubescent	obsolete axillary bud meristem pubescent	EQ|PO_0000232|PATO_0000455	FLOPO_0980443	axillary bud meristem pubescent	EQ|PO_0000232|PATO_0001320	new_approved_reserved	http://purl.obolibrary.org/obo/FLOPO_0980443	pubescent	A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.	pubescent hair	A pilosity quality of being covered with short hairs or soft down.	remove_logical_axioms_and_usages;retain_definition;add_owl_deprecated_true;prefix_label_obsolete;add_IAO_0100001	mint_new_class_with_correct_botanical_pilosity_signature	EVID:UPOV_TGP14|EVID:AOS_DOWNY|PATO-source-definitions	obsolete_and_replace_wrong_semantics	accept	Approved by Robert Hoehndorf (ORCID:0000-0001-8149-5890) on 2026-07-15.
